reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,1,0,1,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~58-v1.tif,5.082204509424089
9,3,1,1,50,0.98,6,0,-6,f,m2~21-v1.tif,f5~54-v1.tif,4.13612333667535
6,2,2,1,50,0.98,6,0,-4,f,m2~27-v1.tif,f1~12-v1.tif,9.816161277987437
8,4,3,1,50,0.98,6,0,-4,f,m1~19-v1.tif,f3~39-v1.tif,4.050573440142536
6,5,4,1,50,0.98,6,0,-1,f,m1~17-v1.tif,f1~15-v1.tif,4.91539963164074
5,6,5,1,50,0.98,6,0,1,m,m3~36-v1.tif,f3~36-v1.tif,4.807814779476856
7,7,6,1,50,0.98,6,0,0,f,m2~210-v1.tif,f2~23-v1.tif,4.855665777032175
7,7,7,1,50,0.98,6,0,0,f,m4~49-v1.tif,f3~32-v1.tif,8.809306313095625
5,7,8,1,50,0.98,6,0,2,m,m4~42-v1.tif,f5~52-v1.tif,6.293111762302152
6,4,9,1,50,0.98,6,0,-2,f,m5~52-v1.tif,f5~54-v1.tif,4.199819475906989
2,6,10,1,50,0.98,6,0,4,m,m1~15-v1.tif,f5~56-v1.tif,9.023583507275916
2,7,11,1,50,0.98,6,0,5,m,m5~56-v1.tif,f3~36-v1.tif,7.850092119679969
2,6,12,1,50,0.98,6,0,4,m,m1~18-v1.tif,f4~46-v1.tif,6.182553969559719
4,5,13,1,50,0.98,6,0,1,m,m5~54-v1.tif,f5~54-v1.tif,4.715601486713384
2,4,14,1,50,0.98,6,0,2,m,m5~52-v1.tif,f1~14-v1.tif,4.632714475943107
5,4,15,1,50,0.98,6,0,-1,f,m3~32-v1.tif,f5~51-v1.tif,7.622764777314818
5,2,16,1,50,0.98,6,0,-3,f,m2~26-v1.tif,f4~41-v1.tif,4.670773380236704
6,5,17,1,50,0.98,6,0,-1,f,m3~32-v1.tif,f2~23-v1.tif,7.446555515347994
7,2,18,1,50,0.98,6,0,-5,f,m4~41-v1.tif,f4~42-v1.tif,4.949695895723784
6,3,19,1,50,0.98,6,0,-3,f,m1~13-v1.tif,f5~56-v1.tif,4.319037637515138
2,7,20,1,50,0.98,6,0,5,m,m5~54-v1.tif,f1~13-v1.tif,4.356840829231583
3,7,21,1,50,0.98,6,0,4,m,m3~35-v1.tif,f2~21-v1.tif,4.0212619577845805
4,8,22,1,50,0.98,6,0,4,m,m3~33-v1.tif,f2~22-v1.tif,6.752543433055603
3,8,23,1,50,0.98,6,0,5,m,m1~16-v1.tif,f3~39-v1.tif,4.036675415065879
1,8,24,1,50,0.98,6,0,7,m,m3~33-v1.tif,f2~21-v1.tif,5.071411755698654
2,7,25,1,50,0.98,6,0,5,m,m1~18-v1.tif,f3~38-v1.tif,9.562655625470626
0,5,26,1,50,0.98,6,0,5,m,m3~33-v1.tif,f3~33-v1.tif,4.130512348953974
0,5,27,1,50,0.98,6,0,5,m,m2~24-v1.tif,f4~46-v1.tif,4.172603731807947
-3,8,28,1,50,0.98,6,0,11,m,m1~19-v1.tif,f1~11-v1.tif,4.51497886014092
-1,9,29,1,50,0.98,6,0,10,m,m3~35-v1.tif,f1~13-v1.tif,4.771070304793957
0,8,30,1,50,0.98,6,0,8,m,m4~43-v1.tif,f5~57-v1.tif,5.405482061968309
1,6,31,1,50,0.98,6,0,5,m,m1~12-v1.tif,f3~38-v1.tif,6.19305042341419
5,7,32,1,50,0.98,6,0,2,m,m4~46-v1.tif,f5~57-v1.tif,4.764765269728373
4,5,33,1,50,0.98,6,0,1,m,m3~36-v1.tif,f3~36-v1.tif,6.216443296200004
5,7,34,1,50,0.98,6,0,2,m,m5~53-v1.tif,f4~44-v1.tif,8.443410481738194
7,4,35,1,50,0.98,6,0,-3,f,m4~48-v1.tif,f3~35-v1.tif,8.012815085578932
6,4,36,1,50,0.98,6,0,-2,f,m2~24-v1.tif,f2~21-v1.tif,8.192603994991362
5,3,37,1,50,0.98,6,0,-2,f,m1~18-v1.tif,f3~38-v1.tif,6.954846597445508
1,4,38,1,50,0.98,6,0,3,m,m2~29-v1.tif,f3~36-v1.tif,9.299756917684096
1,2,39,1,50,0.98,6,0,1,m,m5~54-v1.tif,f3~31-v1.tif,5.138177660159175
0,-3,40,1,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~39-v1.tif,4.548819991781575
1,-4,41,1,50,0.98,6,0,-5,f,m3~34-v1.tif,f5~55-v1.tif,9.672737877736692
0,-1,42,1,50,0.98,6,0,-1,f,m3~33-v1.tif,f3~34-v1.tif,6.969741119314078
0,-1,43,1,50,0.98,6,0,-1,f,m2~27-v1.tif,f5~54-v1.tif,4.658066995612716
2,-3,44,1,50,0.98,6,0,-5,f,m4~49-v1.tif,f2~26-v1.tif,6.415031189588909
3,-1,45,1,50,0.98,6,0,-4,f,m2~27-v1.tif,f5~52-v1.tif,4.2954854847461394
6,0,46,1,50,0.98,6,0,-6,f,m4~44-v1.tif,f5~59-v1.tif,6.476985180655057
4,0,47,1,50,0.98,6,0,-4,f,m1~15-v1.tif,f4~42-v1.tif,5.539824234923403
7,0,48,1,50,0.98,6,0,-7,f,m4~44-v1.tif,f2~26-v1.tif,4.727495981701056
5,2,49,1,50,0.98,6,0,-3,f,m4~43-v1.tif,f3~34-v1.tif,4.334816118258827
