reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,2,0,2,50,0.98,6,0,-6,f,m4~410-v1.tif,f1~14-v1.tif,4.760736838094292
6,2,1,2,50,0.98,6,0,-4,f,m2~26-v1.tif,f4~46-v1.tif,5.583609773656205
9,3,2,2,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~510-v1.tif,4.343094812294451
8,-1,3,2,50,0.98,6,0,-9,f,m5~52-v1.tif,f3~35-v1.tif,6.612513748983458
8,2,4,2,50,0.98,6,0,-6,f,m2~22-v1.tif,f4~46-v1.tif,13.645404203714744
6,5,5,2,50,0.98,6,0,-1,f,m2~24-v1.tif,f2~25-v1.tif,5.734538236317306
9,4,6,2,50,0.98,6,0,-5,f,m1~16-v1.tif,f1~12-v1.tif,8.409063118458588
10,5,7,2,50,0.98,6,0,-5,f,m1~19-v1.tif,f3~35-v1.tif,4.896384094328521
8,5,8,2,50,0.98,6,0,-3,f,m2~29-v1.tif,f5~54-v1.tif,4.896115775378678
7,6,9,2,50,0.98,6,0,-1,f,m3~34-v1.tif,f1~14-v1.tif,4.253395145813064
8,7,10,2,50,0.98,6,0,-1,f,m4~45-v1.tif,f4~41-v1.tif,9.2005377236887
5,8,11,2,50,0.98,6,0,3,m,m4~45-v1.tif,f3~310-v1.tif,7.157338630318024
3,4,12,2,50,0.98,6,0,1,m,m1~19-v1.tif,f2~26-v1.tif,5.18647341831071
7,6,13,2,50,0.98,6,0,-1,f,m4~45-v1.tif,f3~310-v1.tif,5.272395704508199
5,6,14,2,50,0.98,6,0,1,m,m4~48-v1.tif,f1~11-v1.tif,5.503627072369843
1,5,15,2,50,0.98,6,0,4,m,m2~210-v1.tif,f5~57-v1.tif,5.265800937454381
1,4,16,2,50,0.98,6,0,3,m,m4~43-v1.tif,f2~22-v1.tif,10.044306092983712
2,7,17,2,50,0.98,6,0,5,m,m2~27-v1.tif,f5~53-v1.tif,4.338363903902687
4,5,18,2,50,0.98,6,0,1,m,m1~15-v1.tif,f3~38-v1.tif,4.081662787985475
3,3,19,2,50,0.98,6,0,0,f,m4~47-v1.tif,f3~37-v1.tif,4.014929848351555
5,1,20,2,50,0.98,6,0,-4,f,m2~21-v1.tif,f4~41-v1.tif,4.27744702037684
5,2,21,2,50,0.98,6,0,-3,f,m2~29-v1.tif,f2~23-v1.tif,13.123828030108067
6,2,22,2,50,0.98,6,0,-4,f,m3~36-v1.tif,f1~12-v1.tif,5.835154593911025
6,7,23,2,50,0.98,6,0,1,m,m2~24-v1.tif,f2~25-v1.tif,6.426697556779316
7,6,24,2,50,0.98,6,0,-1,f,m4~45-v1.tif,f3~34-v1.tif,10.645581954128797
5,6,25,2,50,0.98,6,0,1,m,m3~32-v1.tif,f4~41-v1.tif,4.652614376286544
3,5,26,2,50,0.98,6,0,2,m,m3~31-v1.tif,f2~22-v1.tif,4.512922684643218
4,4,27,2,50,0.98,6,0,0,f,m2~210-v1.tif,f4~46-v1.tif,4.613499770415891
4,4,28,2,50,0.98,6,0,0,f,m1~13-v1.tif,f5~53-v1.tif,9.888100441563763
8,5,29,2,50,0.98,6,0,-3,f,m3~32-v1.tif,f1~12-v1.tif,10.794240659555665
9,8,30,2,50,0.98,6,0,-1,f,m1~15-v1.tif,f3~36-v1.tif,5.347732382661843
12,6,31,2,50,0.98,6,0,-6,f,m5~52-v1.tif,f2~26-v1.tif,9.695181866953241
7,6,32,2,50,0.98,6,0,-1,f,m5~54-v1.tif,f5~51-v1.tif,4.929593662938181
9,7,33,2,50,0.98,6,0,-2,f,m2~210-v1.tif,f5~58-v1.tif,7.205175501477538
8,6,34,2,50,0.98,6,0,-2,f,m4~41-v1.tif,f5~55-v1.tif,7.481140712507386
7,5,35,2,50,0.98,6,0,-2,f,m3~36-v1.tif,f1~15-v1.tif,9.554368717094988
9,7,36,2,50,0.98,6,0,-2,f,m4~43-v1.tif,f1~13-v1.tif,11.014810290530356
7,7,37,2,50,0.98,6,0,0,f,m5~52-v1.tif,f2~25-v1.tif,6.2545037136097985
7,9,38,2,50,0.98,6,0,2,m,m1~18-v1.tif,f3~33-v1.tif,5.008660785880221
3,8,39,2,50,0.98,6,0,5,m,m4~46-v1.tif,f5~54-v1.tif,4.164348288574312
5,8,40,2,50,0.98,6,0,3,m,m1~13-v1.tif,f3~310-v1.tif,6.303016183276174
4,7,41,2,50,0.98,6,0,3,m,m4~43-v1.tif,f2~21-v1.tif,4.366747981616824
4,5,42,2,50,0.98,6,0,1,m,m1~19-v1.tif,f5~58-v1.tif,6.755218935031968
6,4,43,2,50,0.98,6,0,-2,f,m4~410-v1.tif,f1~16-v1.tif,6.614457657334306
4,6,44,2,50,0.98,6,0,2,m,m4~46-v1.tif,f1~12-v1.tif,7.459895199282427
3,4,45,2,50,0.98,6,0,1,m,m1~18-v1.tif,f5~52-v1.tif,5.8366034703182805
3,3,46,2,50,0.98,6,0,0,f,m4~48-v1.tif,f2~26-v1.tif,7.1395342688879815
2,5,47,2,50,0.98,6,0,3,m,m2~210-v1.tif,f4~43-v1.tif,4.974500767789743
2,3,48,2,50,0.98,6,0,1,m,m4~45-v1.tif,f4~41-v1.tif,6.205602863112629
1,3,49,2,50,0.98,6,0,2,m,m2~29-v1.tif,f1~15-v1.tif,10.626395638083281
2,4,50,2,50,0.98,6,0,2,m,m4~41-v1.tif,f3~31-v1.tif,7.561526977757249
4,7,51,2,50,0.98,6,0,3,m,m3~36-v1.tif,f1~15-v1.tif,4.521035252790817
3,6,52,2,50,0.98,6,0,3,m,m1~19-v1.tif,f1~13-v1.tif,4.731292234775497
7,4,53,2,50,0.98,6,0,-3,f,m4~410-v1.tif,f2~26-v1.tif,7.520523663825597
5,6,54,2,50,0.98,6,0,1,m,m1~18-v1.tif,f4~42-v1.tif,4.878895843210087
6,6,55,2,50,0.98,6,0,0,f,m1~14-v1.tif,f3~34-v1.tif,7.7870456847292555
5,7,56,2,50,0.98,6,0,2,m,m1~17-v1.tif,f3~310-v1.tif,4.891508866924794
4,6,57,2,50,0.98,6,0,2,m,m5~54-v1.tif,f3~39-v1.tif,4.008105701413282
3,7,58,2,50,0.98,6,0,4,m,m4~48-v1.tif,f4~43-v1.tif,6.829851459683068
4,7,59,2,50,0.98,6,0,3,m,m2~24-v1.tif,f1~15-v1.tif,4.346118557658479
5,7,60,2,50,0.98,6,0,2,m,m1~19-v1.tif,f3~33-v1.tif,4.655082847469195
5,9,61,2,50,0.98,6,0,4,m,m4~45-v1.tif,f4~46-v1.tif,6.65544753554094
7,9,62,2,50,0.98,6,0,2,m,m4~47-v1.tif,f3~32-v1.tif,12.193182171038028
7,10,63,2,50,0.98,6,0,3,m,m3~31-v1.tif,f5~55-v1.tif,4.735825768580388
7,6,64,2,50,0.98,6,0,-1,f,m1~15-v1.tif,f5~51-v1.tif,6.961144082401468
5,9,65,2,50,0.98,6,0,4,m,m1~13-v1.tif,f2~22-v1.tif,6.8217850111493945
6,7,66,2,50,0.98,6,0,1,m,m3~32-v1.tif,f3~34-v1.tif,5.504415852460552
9,8,67,2,50,0.98,6,0,-1,f,m4~47-v1.tif,f5~54-v1.tif,4.789531387939462
8,8,68,2,50,0.98,6,0,0,f,m5~54-v1.tif,f5~57-v1.tif,5.345835428682427
5,9,69,2,50,0.98,6,0,4,m,m1~17-v1.tif,f4~41-v1.tif,4.18806484026159
