reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
9,2,0,1,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~58-v1.tif,8.158700272063001
7,3,1,1,50,0.98,6,0,-4,f,m2~21-v1.tif,f5~54-v1.tif,4.058996206847536
7,5,2,1,50,0.98,6,0,-2,f,m2~27-v1.tif,f1~12-v1.tif,6.376794547047103
9,9,3,1,50,0.98,6,0,0,f,m1~19-v1.tif,f3~39-v1.tif,4.325732349099003
5,8,4,1,50,0.98,6,0,3,m,m1~17-v1.tif,f1~15-v1.tif,6.187243106234859
5,6,5,1,50,0.98,6,0,1,m,m3~36-v1.tif,f3~36-v1.tif,6.227429231290192
4,9,6,1,50,0.98,6,0,5,m,m2~210-v1.tif,f2~23-v1.tif,4.654299619515182
4,8,7,1,50,0.98,6,0,4,m,m4~49-v1.tif,f3~32-v1.tif,4.190290249224584
4,7,8,1,50,0.98,6,0,3,m,m4~42-v1.tif,f5~52-v1.tif,4.555144703181794
6,5,9,1,50,0.98,6,0,-1,f,m5~52-v1.tif,f5~54-v1.tif,6.346712239877464
6,8,10,1,50,0.98,6,0,2,m,m1~15-v1.tif,f5~56-v1.tif,4.333276977592619
6,5,11,1,50,0.98,6,0,-1,f,m5~56-v1.tif,f3~36-v1.tif,6.740905110333662
6,3,12,1,50,0.98,6,0,-3,f,m1~18-v1.tif,f4~46-v1.tif,4.841588013636363
6,3,13,1,50,0.98,6,0,-3,f,m5~54-v1.tif,f5~54-v1.tif,9.516823616045986
3,3,14,1,50,0.98,6,0,0,f,m5~52-v1.tif,f1~14-v1.tif,4.345449860888105
5,0,15,1,50,0.98,6,0,-5,f,m3~32-v1.tif,f5~51-v1.tif,6.9332033803437945
4,-1,16,1,50,0.98,6,0,-5,f,m2~26-v1.tif,f4~41-v1.tif,5.510022049693269
4,3,17,1,50,0.98,6,0,-1,f,m3~32-v1.tif,f2~23-v1.tif,4.987592555480526
8,0,18,1,50,0.98,6,0,-8,f,m4~41-v1.tif,f4~42-v1.tif,7.592266555524535
8,-2,19,1,50,0.98,6,0,-10,f,m1~13-v1.tif,f5~56-v1.tif,4.470613840869702
8,-2,20,1,50,0.98,6,0,-10,f,m5~54-v1.tif,f1~13-v1.tif,6.202782408418908
