reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
6,2,0,2,50,0.98,6,0,-4,f,m4~41-v1.tif,f5~58-v1.tif,6.205745172332391
4,4,1,2,50,0.98,6,0,0,f,m2~21-v1.tif,f5~54-v1.tif,6.19419628963978
3,4,2,2,50,0.98,6,0,1,m,m2~27-v1.tif,f1~12-v1.tif,4.998800497073956
5,5,3,2,50,0.98,6,0,0,f,m1~19-v1.tif,f3~39-v1.tif,8.170423421154
5,5,4,2,50,0.98,6,0,0,f,m1~17-v1.tif,f1~15-v1.tif,5.347294807614445
6,3,5,2,50,0.98,6,0,-3,f,m3~36-v1.tif,f3~36-v1.tif,6.421534695403738
4,5,6,2,50,0.98,6,0,1,m,m2~210-v1.tif,f2~23-v1.tif,4.086491050135491
5,7,7,2,50,0.98,6,0,2,m,m4~49-v1.tif,f3~32-v1.tif,4.859990549955275
5,7,8,2,50,0.98,6,0,2,m,m4~42-v1.tif,f5~52-v1.tif,4.6968064815271395
5,4,9,2,50,0.98,6,0,-1,f,m5~52-v1.tif,f5~54-v1.tif,5.9352561763501965
6,9,10,2,50,0.98,6,0,3,m,m1~15-v1.tif,f5~56-v1.tif,5.719530049924547
3,8,11,2,50,0.98,6,0,5,m,m5~56-v1.tif,f3~36-v1.tif,6.844084719645289
2,8,12,2,50,0.98,6,0,6,m,m1~18-v1.tif,f4~46-v1.tif,4.804577132539305
1,6,13,2,50,0.98,6,0,5,m,m5~54-v1.tif,f5~54-v1.tif,4.940968427183153
1,8,14,2,50,0.98,6,0,7,m,m5~52-v1.tif,f1~14-v1.tif,6.2551483642176535
2,7,15,2,50,0.98,6,0,5,m,m3~32-v1.tif,f5~51-v1.tif,5.146923863066795
1,4,16,2,50,0.98,6,0,3,m,m2~26-v1.tif,f4~41-v1.tif,9.546511355910294
0,8,17,2,50,0.98,6,0,8,m,m3~32-v1.tif,f2~23-v1.tif,6.955764352759045
2,7,18,2,50,0.98,6,0,5,m,m4~41-v1.tif,f4~42-v1.tif,4.51278645126667
2,6,19,2,50,0.98,6,0,4,m,m1~13-v1.tif,f5~56-v1.tif,4.984365165829347
-1,6,20,2,50,0.98,6,0,7,m,m5~54-v1.tif,f1~13-v1.tif,6.009789940788313
1,3,21,2,50,0.98,6,0,2,m,m3~35-v1.tif,f2~21-v1.tif,5.029301984429022
4,5,22,2,50,0.98,6,0,1,m,m3~33-v1.tif,f2~22-v1.tif,5.639866797672967
