reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,2,0,1,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,6.211741392576325
9,1,1,1,50,0.98,6,0,-8,f,m2~21-v1.tif,f5~54-v1.tif,4.437039368675288
10,1,2,1,50,0.98,6,0,-9,f,m2~27-v1.tif,f1~12-v1.tif,9.004321701600448
9,3,3,1,50,0.98,6,0,-6,f,m1~19-v1.tif,f3~39-v1.tif,4.0659758075459695
13,3,4,1,50,0.98,6,0,-10,f,m1~17-v1.tif,f1~15-v1.tif,9.183620271882347
11,5,5,1,50,0.98,6,0,-6,f,m3~36-v1.tif,f3~36-v1.tif,8.730839745442498
9,5,6,1,50,0.98,6,0,-4,f,m2~210-v1.tif,f2~23-v1.tif,8.203205961285555
10,3,7,1,50,0.98,6,0,-7,f,m4~49-v1.tif,f3~32-v1.tif,4.969524853050643
8,5,8,1,50,0.98,6,0,-3,f,m4~42-v1.tif,f5~52-v1.tif,5.9498566667950445
6,3,9,1,50,0.98,6,0,-3,f,m5~52-v1.tif,f5~54-v1.tif,4.507818728489816
8,5,10,1,50,0.98,6,0,-3,f,m1~15-v1.tif,f5~56-v1.tif,8.127066749546621
9,6,11,1,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~36-v1.tif,4.383967687424498
9,5,12,1,50,0.98,6,0,-4,f,m1~18-v1.tif,f4~46-v1.tif,4.873996357554467
9,7,13,1,50,0.98,6,0,-2,f,m5~54-v1.tif,f5~54-v1.tif,5.653010507597279
5,7,14,1,50,0.98,6,0,2,m,m5~52-v1.tif,f1~14-v1.tif,4.227052285016631
6,7,15,1,50,0.98,6,0,1,m,m3~32-v1.tif,f5~51-v1.tif,5.3660734853032555
6,9,16,1,50,0.98,6,0,3,m,m2~26-v1.tif,f4~41-v1.tif,4.995701887529617
3,5,17,1,50,0.98,6,0,2,m,m3~32-v1.tif,f2~23-v1.tif,4.172302208142109
1,8,18,1,50,0.98,6,0,7,m,m4~41-v1.tif,f4~42-v1.tif,8.795139291676534
2,6,19,1,50,0.98,6,0,4,m,m1~13-v1.tif,f5~56-v1.tif,4.223908969675722
5,6,20,1,50,0.98,6,0,1,m,m5~54-v1.tif,f1~13-v1.tif,5.444611529039703
6,8,21,1,50,0.98,6,0,2,m,m3~35-v1.tif,f2~21-v1.tif,6.060170859205985
7,7,22,1,50,0.98,6,0,0,f,m3~33-v1.tif,f2~22-v1.tif,5.631100608767142
8,8,23,1,50,0.98,6,0,0,f,m1~16-v1.tif,f3~39-v1.tif,7.4685018550038444
9,7,24,1,50,0.98,6,0,-2,f,m3~33-v1.tif,f2~21-v1.tif,6.860681865100477
8,9,25,1,50,0.98,6,0,1,m,m1~18-v1.tif,f3~38-v1.tif,8.922326817848738
6,8,26,1,50,0.98,6,0,2,m,m3~33-v1.tif,f3~33-v1.tif,7.900995695230353
4,5,27,1,50,0.98,6,0,1,m,m2~24-v1.tif,f4~46-v1.tif,4.895559875624172
6,6,28,1,50,0.98,6,0,0,f,m1~19-v1.tif,f1~11-v1.tif,4.294064702395178
5,7,29,1,50,0.98,6,0,2,m,m3~35-v1.tif,f1~13-v1.tif,5.966581815175382
8,6,30,1,50,0.98,6,0,-2,f,m4~43-v1.tif,f5~57-v1.tif,8.637417167990868
8,7,31,1,50,0.98,6,0,-1,f,m1~12-v1.tif,f3~38-v1.tif,6.0620229023214485
9,3,32,1,50,0.98,6,0,-6,f,m4~46-v1.tif,f5~57-v1.tif,9.469247832483546
8,7,33,1,50,0.98,6,0,-1,f,m3~36-v1.tif,f3~36-v1.tif,6.285099623524241
7,7,34,1,50,0.98,6,0,0,f,m5~53-v1.tif,f4~44-v1.tif,8.95814190377254
8,7,35,1,50,0.98,6,0,-1,f,m4~48-v1.tif,f3~35-v1.tif,5.760851773780822
3,5,36,1,50,0.98,6,0,2,m,m2~24-v1.tif,f2~21-v1.tif,4.923707912835221
3,7,37,1,50,0.98,6,0,4,m,m1~18-v1.tif,f3~38-v1.tif,5.3400986090927285
3,10,38,1,50,0.98,6,0,7,m,m2~29-v1.tif,f3~36-v1.tif,5.472740281250748
4,9,39,1,50,0.98,6,0,5,m,m5~54-v1.tif,f3~31-v1.tif,6.647073852075739
3,8,40,1,50,0.98,6,0,5,m,m5~56-v1.tif,f3~39-v1.tif,8.213607072730841
3,9,41,1,50,0.98,6,0,6,m,m3~34-v1.tif,f5~55-v1.tif,4.861213974389187
5,7,42,1,50,0.98,6,0,2,m,m3~33-v1.tif,f3~34-v1.tif,9.768100222846709
2,9,43,1,50,0.98,6,0,7,m,m2~27-v1.tif,f5~54-v1.tif,4.939819320315437
3,8,44,1,50,0.98,6,0,5,m,m4~49-v1.tif,f2~26-v1.tif,4.853496159592102
4,11,45,1,50,0.98,6,0,7,m,m2~27-v1.tif,f5~52-v1.tif,4.13752369400372
4,11,46,1,50,0.98,6,0,7,m,m4~44-v1.tif,f5~59-v1.tif,4.21690020905714
6,8,47,1,50,0.98,6,0,2,m,m1~15-v1.tif,f4~42-v1.tif,8.614332892274337
3,7,48,1,50,0.98,6,0,4,m,m4~44-v1.tif,f2~26-v1.tif,4.697027613498396
5,8,49,1,50,0.98,6,0,3,m,m4~43-v1.tif,f3~34-v1.tif,4.412682808762459
4,10,50,1,50,0.98,6,0,6,m,m2~22-v1.tif,f2~25-v1.tif,7.736097508828015
4,8,51,1,50,0.98,6,0,4,m,m1~12-v1.tif,f5~510-v1.tif,4.753093254924343
4,9,52,1,50,0.98,6,0,5,m,m2~26-v1.tif,f5~59-v1.tif,9.095920315612311
5,9,53,1,50,0.98,6,0,4,m,m4~49-v1.tif,f5~510-v1.tif,5.414684372007598
6,11,54,1,50,0.98,6,0,5,m,m4~45-v1.tif,f5~510-v1.tif,4.001222283520386
6,11,55,1,50,0.98,6,0,5,m,m4~44-v1.tif,f4~44-v1.tif,8.99865745877505
7,9,56,1,50,0.98,6,0,2,m,m4~410-v1.tif,f5~53-v1.tif,7.7284724843281545
6,9,57,1,50,0.98,6,0,3,m,m4~44-v1.tif,f1~11-v1.tif,4.01646854198657
5,5,58,1,50,0.98,6,0,0,f,m1~12-v1.tif,f2~21-v1.tif,7.321393035832809
6,3,59,1,50,0.98,6,0,-3,f,m2~29-v1.tif,f3~31-v1.tif,6.168366074069506
