reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,1,0,1,50,0.98,6,0,-7,f,m4~410-v1.tif,f1~14-v1.tif,7.777276941863871
7,3,1,1,50,0.98,6,0,-4,f,m2~26-v1.tif,f4~46-v1.tif,5.60574823346659
6,-1,2,1,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~510-v1.tif,5.940010841142356
4,-1,3,1,50,0.98,6,0,-5,f,m5~52-v1.tif,f3~35-v1.tif,4.925852459436071
5,-3,4,1,50,0.98,6,0,-8,f,m2~22-v1.tif,f4~46-v1.tif,7.447625503609411
4,0,5,1,50,0.98,6,0,-4,f,m2~24-v1.tif,f2~25-v1.tif,9.345734940629828
2,3,6,1,50,0.98,6,0,1,m,m1~16-v1.tif,f1~12-v1.tif,6.685402376178504
2,3,7,1,50,0.98,6,0,1,m,m1~19-v1.tif,f3~35-v1.tif,5.96900514017627
2,2,8,1,50,0.98,6,0,0,f,m2~29-v1.tif,f5~54-v1.tif,7.030099010445118
4,1,9,1,50,0.98,6,0,-3,f,m3~34-v1.tif,f1~14-v1.tif,7.720614980320963
5,2,10,1,50,0.98,6,0,-3,f,m4~45-v1.tif,f4~41-v1.tif,4.887788565242312
7,1,11,1,50,0.98,6,0,-6,f,m4~45-v1.tif,f3~310-v1.tif,6.416598225047608
6,1,12,1,50,0.98,6,0,-5,f,m1~19-v1.tif,f2~26-v1.tif,6.1156989411002005
6,5,13,1,50,0.98,6,0,-1,f,m4~45-v1.tif,f3~310-v1.tif,4.758779602095922
5,6,14,1,50,0.98,6,0,1,m,m4~48-v1.tif,f1~11-v1.tif,6.2708260303562815
4,7,15,1,50,0.98,6,0,3,m,m2~210-v1.tif,f5~57-v1.tif,4.761965850645935
7,5,16,1,50,0.98,6,0,-2,f,m4~43-v1.tif,f2~22-v1.tif,4.51304258381811
8,6,17,1,50,0.98,6,0,-2,f,m2~27-v1.tif,f5~53-v1.tif,4.887685362405088
