reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
6,1,0,2,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,6.304286840302299
4,0,1,2,50,0.98,6,0,-4,f,m2~21-v1.tif,f5~54-v1.tif,6.899813507145359
6,-1,2,2,50,0.98,6,0,-7,f,m2~27-v1.tif,f1~12-v1.tif,7.559838737432705
9,1,3,2,50,0.98,6,0,-8,f,m1~19-v1.tif,f3~39-v1.tif,4.70013040694403
7,4,4,2,50,0.98,6,0,-3,f,m1~17-v1.tif,f1~15-v1.tif,4.084453173627389
10,1,5,2,50,0.98,6,0,-9,f,m3~36-v1.tif,f3~36-v1.tif,9.957659610197211
11,2,6,2,50,0.98,6,0,-9,f,m2~210-v1.tif,f2~23-v1.tif,5.005657847024148
8,5,7,2,50,0.98,6,0,-3,f,m4~49-v1.tif,f3~32-v1.tif,7.56535505901587
8,3,8,2,50,0.98,6,0,-5,f,m4~42-v1.tif,f5~52-v1.tif,4.767127514018974
8,3,9,2,50,0.98,6,0,-5,f,m5~52-v1.tif,f5~54-v1.tif,7.408175610673567
2,1,10,2,50,0.98,6,0,-1,f,m1~15-v1.tif,f5~56-v1.tif,8.162235725480887
5,2,11,2,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~36-v1.tif,4.092091877371647
6,1,12,2,50,0.98,6,0,-5,f,m1~18-v1.tif,f4~46-v1.tif,6.995071678652432
6,1,13,2,50,0.98,6,0,-5,f,m5~54-v1.tif,f5~54-v1.tif,5.191301647367922
4,1,14,2,50,0.98,6,0,-3,f,m5~52-v1.tif,f1~14-v1.tif,6.641470517441012
4,0,15,2,50,0.98,6,0,-4,f,m3~32-v1.tif,f5~51-v1.tif,7.63967310665166
5,1,16,2,50,0.98,6,0,-4,f,m2~26-v1.tif,f4~41-v1.tif,5.1023338147258155
6,4,17,2,50,0.98,6,0,-2,f,m3~32-v1.tif,f2~23-v1.tif,4.439983445913557
7,4,18,2,50,0.98,6,0,-3,f,m4~41-v1.tif,f4~42-v1.tif,4.031005613133785
7,5,19,2,50,0.98,6,0,-2,f,m1~13-v1.tif,f5~56-v1.tif,5.152338834247812
6,5,20,2,50,0.98,6,0,-1,f,m5~54-v1.tif,f1~13-v1.tif,6.684802901768651
5,5,21,2,50,0.98,6,0,0,f,m3~35-v1.tif,f2~21-v1.tif,5.820342983551175
3,7,22,2,50,0.98,6,0,4,m,m3~33-v1.tif,f2~22-v1.tif,4.029358209957718
2,9,23,2,50,0.98,6,0,7,m,m1~16-v1.tif,f3~39-v1.tif,5.313582901051099
1,8,24,2,50,0.98,6,0,7,m,m3~33-v1.tif,f2~21-v1.tif,5.406100618230702
0,9,25,2,50,0.98,6,0,9,m,m1~18-v1.tif,f3~38-v1.tif,4.698359743878894
0,7,26,2,50,0.98,6,0,7,m,m3~33-v1.tif,f3~33-v1.tif,5.012645947145529
-1,8,27,2,50,0.98,6,0,9,m,m2~24-v1.tif,f4~46-v1.tif,5.359183151217166
4,7,28,2,50,0.98,6,0,3,m,m1~19-v1.tif,f1~11-v1.tif,5.6235014418153115
