reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,1,0,2,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~58-v1.tif,6.369365449630953
5,1,1,2,50,0.98,6,0,-4,f,m2~21-v1.tif,f5~54-v1.tif,5.593518031118876
7,5,2,2,50,0.98,6,0,-2,f,m2~27-v1.tif,f1~12-v1.tif,5.267003030919667
7,6,3,2,50,0.98,6,0,-1,f,m1~19-v1.tif,f3~39-v1.tif,7.947262728467329
7,8,4,2,50,0.98,6,0,1,m,m1~17-v1.tif,f1~15-v1.tif,5.433898260483751
4,5,5,2,50,0.98,6,0,1,m,m3~36-v1.tif,f3~36-v1.tif,6.831651328187991
3,8,6,2,50,0.98,6,0,5,m,m2~210-v1.tif,f2~23-v1.tif,5.33365525734909
4,6,7,2,50,0.98,6,0,2,m,m4~49-v1.tif,f3~32-v1.tif,6.255075404413311
5,6,8,2,50,0.98,6,0,1,m,m4~42-v1.tif,f5~52-v1.tif,5.357285810616513
5,5,9,2,50,0.98,6,0,0,f,m5~52-v1.tif,f5~54-v1.tif,6.690586826186905
8,5,10,2,50,0.98,6,0,-3,f,m1~15-v1.tif,f5~56-v1.tif,4.468889963330201
6,4,11,2,50,0.98,6,0,-2,f,m5~56-v1.tif,f3~36-v1.tif,4.613809710783292
6,2,12,2,50,0.98,6,0,-4,f,m1~18-v1.tif,f4~46-v1.tif,5.581859321677375
5,1,13,2,50,0.98,6,0,-4,f,m5~54-v1.tif,f5~54-v1.tif,4.69160896777545
5,0,14,2,50,0.98,6,0,-5,f,m5~52-v1.tif,f1~14-v1.tif,9.518520864525726
4,2,15,2,50,0.98,6,0,-2,f,m3~32-v1.tif,f5~51-v1.tif,5.2407831738012955
3,0,16,2,50,0.98,6,0,-3,f,m2~26-v1.tif,f4~41-v1.tif,4.350312000629822
4,0,17,2,50,0.98,6,0,-4,f,m3~32-v1.tif,f2~23-v1.tif,5.102478748495935
6,1,18,2,50,0.98,6,0,-5,f,m4~41-v1.tif,f4~42-v1.tif,6.25553360935638
6,4,19,2,50,0.98,6,0,-2,f,m1~13-v1.tif,f5~56-v1.tif,4.534355269143761
7,4,20,2,50,0.98,6,0,-3,f,m5~54-v1.tif,f1~13-v1.tif,7.911371526039183
7,4,21,2,50,0.98,6,0,-3,f,m3~35-v1.tif,f2~21-v1.tif,5.4610679109883975
5,3,22,2,50,0.98,6,0,-2,f,m3~33-v1.tif,f2~22-v1.tif,5.803195088012714
6,2,23,2,50,0.98,6,0,-4,f,m1~16-v1.tif,f3~39-v1.tif,4.973739377644628
6,2,24,2,50,0.98,6,0,-4,f,m3~33-v1.tif,f2~21-v1.tif,5.22342209392789
3,3,25,2,50,0.98,6,0,0,f,m1~18-v1.tif,f3~38-v1.tif,5.866984710029626
