reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,1,0,2,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,5.381428736746322
5,2,1,2,50,0.98,6,0,-3,f,m2~21-v1.tif,f5~54-v1.tif,9.106061307925676
6,1,2,2,50,0.98,6,0,-5,f,m2~27-v1.tif,f1~12-v1.tif,8.032652314885583
4,1,3,2,50,0.98,6,0,-3,f,m1~19-v1.tif,f3~39-v1.tif,6.1065023287293885
5,6,4,2,50,0.98,6,0,1,m,m1~17-v1.tif,f1~15-v1.tif,6.9206179674713315
6,7,5,2,50,0.98,6,0,1,m,m3~36-v1.tif,f3~36-v1.tif,4.277661651320512
4,5,6,2,50,0.98,6,0,1,m,m2~210-v1.tif,f2~23-v1.tif,6.04045708996747
6,4,7,2,50,0.98,6,0,-2,f,m4~49-v1.tif,f3~32-v1.tif,4.358298298506108
4,7,8,2,50,0.98,6,0,3,m,m4~42-v1.tif,f5~52-v1.tif,4.154603232916307
5,6,9,2,50,0.98,6,0,1,m,m5~52-v1.tif,f5~54-v1.tif,6.222028776437501
5,7,10,2,50,0.98,6,0,2,m,m1~15-v1.tif,f5~56-v1.tif,5.909599241714458
5,7,11,2,50,0.98,6,0,2,m,m5~56-v1.tif,f3~36-v1.tif,4.276254395565783
4,9,12,2,50,0.98,6,0,5,m,m1~18-v1.tif,f4~46-v1.tif,4.225019462856147
3,10,13,2,50,0.98,6,0,7,m,m5~54-v1.tif,f5~54-v1.tif,4.14890779346056
5,9,14,2,50,0.98,6,0,4,m,m5~52-v1.tif,f1~14-v1.tif,4.770526067829113
6,11,15,2,50,0.98,6,0,5,m,m3~32-v1.tif,f5~51-v1.tif,4.427787241229782
5,10,16,2,50,0.98,6,0,5,m,m2~26-v1.tif,f4~41-v1.tif,4.032189245521508
6,12,17,2,50,0.98,6,0,6,m,m3~32-v1.tif,f2~23-v1.tif,9.610055986361292
5,9,18,2,50,0.98,6,0,4,m,m4~41-v1.tif,f4~42-v1.tif,5.218171761494472
6,10,19,2,50,0.98,6,0,4,m,m1~13-v1.tif,f5~56-v1.tif,5.484705198363005
7,9,20,2,50,0.98,6,0,2,m,m5~54-v1.tif,f1~13-v1.tif,5.331459221539072
6,8,21,2,50,0.98,6,0,2,m,m3~35-v1.tif,f2~21-v1.tif,8.702835376960598
6,8,22,2,50,0.98,6,0,2,m,m3~33-v1.tif,f2~22-v1.tif,4.480590235389284
5,8,23,2,50,0.98,6,0,3,m,m1~16-v1.tif,f3~39-v1.tif,4.804645748385235
7,9,24,2,50,0.98,6,0,2,m,m3~33-v1.tif,f2~21-v1.tif,4.296286588486582
6,9,25,2,50,0.98,6,0,3,m,m1~18-v1.tif,f3~38-v1.tif,6.451184930493136
6,9,26,2,50,0.98,6,0,3,m,m3~33-v1.tif,f3~33-v1.tif,4.383364424924331
5,8,27,2,50,0.98,6,0,3,m,m2~24-v1.tif,f4~46-v1.tif,4.119480362323522
4,9,28,2,50,0.98,6,0,5,m,m1~19-v1.tif,f1~11-v1.tif,6.447691750168898
4,9,29,2,50,0.98,6,0,5,m,m3~35-v1.tif,f1~13-v1.tif,5.859954948659775
4,7,30,2,50,0.98,6,0,3,m,m4~43-v1.tif,f5~57-v1.tif,4.971381771965124
3,8,31,2,50,0.98,6,0,5,m,m1~12-v1.tif,f3~38-v1.tif,5.188150308699527
2,5,32,2,50,0.98,6,0,3,m,m4~46-v1.tif,f5~57-v1.tif,8.327314301396738
2,7,33,2,50,0.98,6,0,5,m,m3~36-v1.tif,f3~36-v1.tif,4.4706433468966695
2,7,34,2,50,0.98,6,0,5,m,m5~53-v1.tif,f4~44-v1.tif,9.46141829396166
2,9,35,2,50,0.98,6,0,7,m,m4~48-v1.tif,f3~35-v1.tif,8.028963009570692
3,7,36,2,50,0.98,6,0,4,m,m2~24-v1.tif,f2~21-v1.tif,5.166838083738578
5,6,37,2,50,0.98,6,0,1,m,m1~18-v1.tif,f3~38-v1.tif,7.817274056091886
6,6,38,2,50,0.98,6,0,0,f,m2~29-v1.tif,f3~36-v1.tif,7.136509701773624
3,7,39,2,50,0.98,6,0,4,m,m5~54-v1.tif,f3~31-v1.tif,7.237637256104037
0,6,40,2,50,0.98,6,0,6,m,m5~56-v1.tif,f3~39-v1.tif,5.256961527755236
1,6,41,2,50,0.98,6,0,5,m,m3~34-v1.tif,f5~55-v1.tif,5.972452751218547
2,9,42,2,50,0.98,6,0,7,m,m3~33-v1.tif,f3~34-v1.tif,4.907737467979345
1,10,43,2,50,0.98,6,0,9,m,m2~27-v1.tif,f5~54-v1.tif,4.200494462870863
1,9,44,2,50,0.98,6,0,8,m,m4~49-v1.tif,f2~26-v1.tif,9.280543930287482
5,9,45,2,50,0.98,6,0,4,m,m2~27-v1.tif,f5~52-v1.tif,4.209954644827849
3,6,46,2,50,0.98,6,0,3,m,m4~44-v1.tif,f5~59-v1.tif,6.615799142985432
2,6,47,2,50,0.98,6,0,4,m,m1~15-v1.tif,f4~42-v1.tif,6.305302836296567
1,5,48,2,50,0.98,6,0,4,m,m4~44-v1.tif,f2~26-v1.tif,7.124729581406976
1,5,49,2,50,0.98,6,0,4,m,m4~43-v1.tif,f3~34-v1.tif,4.163919862453678
1,6,50,2,50,0.98,6,0,5,m,m2~22-v1.tif,f2~25-v1.tif,6.316686874188198
0,5,51,2,50,0.98,6,0,5,m,m1~12-v1.tif,f5~510-v1.tif,6.470788476195473
2,1,52,2,50,0.98,6,0,-1,f,m2~26-v1.tif,f5~59-v1.tif,7.644033611649766
2,2,53,2,50,0.98,6,0,0,f,m4~49-v1.tif,f5~510-v1.tif,6.07667905538176
0,1,54,2,50,0.98,6,0,1,m,m4~45-v1.tif,f5~510-v1.tif,4.5487939347673185
-2,3,55,2,50,0.98,6,0,5,m,m4~44-v1.tif,f4~44-v1.tif,8.407883288606605
-3,2,56,2,50,0.98,6,0,5,m,m4~410-v1.tif,f5~53-v1.tif,5.982371838202094
0,2,57,2,50,0.98,6,0,2,m,m4~44-v1.tif,f1~11-v1.tif,5.039195938192815
2,3,58,2,50,0.98,6,0,1,m,m1~12-v1.tif,f2~21-v1.tif,5.304538621885258
0,3,59,2,50,0.98,6,0,3,m,m2~29-v1.tif,f3~31-v1.tif,4.971683287728488
