reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,1,0,2,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,5.370457841209046
5,0,1,2,50,0.98,6,0,-5,f,m2~21-v1.tif,f5~54-v1.tif,4.2071356578372106
5,0,2,2,50,0.98,6,0,-5,f,m2~27-v1.tif,f1~12-v1.tif,4.298971506369823
1,0,3,2,50,0.98,6,0,-1,f,m1~19-v1.tif,f3~39-v1.tif,4.15227424564064
3,-1,4,2,50,0.98,6,0,-4,f,m1~17-v1.tif,f1~15-v1.tif,7.328989887516295
5,-1,5,2,50,0.98,6,0,-6,f,m3~36-v1.tif,f3~36-v1.tif,5.864826175249817
2,-2,6,2,50,0.98,6,0,-4,f,m2~210-v1.tif,f2~23-v1.tif,4.084044904380034
2,-5,7,2,50,0.98,6,0,-7,f,m4~49-v1.tif,f3~32-v1.tif,4.75890704316947
2,-2,8,2,50,0.98,6,0,-4,f,m4~42-v1.tif,f5~52-v1.tif,6.7880870399915025
5,-4,9,2,50,0.98,6,0,-9,f,m5~52-v1.tif,f5~54-v1.tif,4.229020386241509
4,-3,10,2,50,0.98,6,0,-7,f,m1~15-v1.tif,f5~56-v1.tif,8.216015979345688
7,-3,11,2,50,0.98,6,0,-10,f,m5~56-v1.tif,f3~36-v1.tif,5.807772633489124
6,-1,12,2,50,0.98,6,0,-7,f,m1~18-v1.tif,f4~46-v1.tif,5.381915903108196
5,-1,13,2,50,0.98,6,0,-6,f,m5~54-v1.tif,f5~54-v1.tif,5.888527347577671
6,-5,14,2,50,0.98,6,0,-11,f,m5~52-v1.tif,f1~14-v1.tif,8.471675557094471
3,-4,15,2,50,0.98,6,0,-7,f,m3~32-v1.tif,f5~51-v1.tif,4.538558643664649
3,-3,16,2,50,0.98,6,0,-6,f,m2~26-v1.tif,f4~41-v1.tif,4.549381288564528
5,-4,17,2,50,0.98,6,0,-9,f,m3~32-v1.tif,f2~23-v1.tif,4.606919268594625
6,-3,18,2,50,0.98,6,0,-9,f,m4~41-v1.tif,f4~42-v1.tif,8.371685145632625
7,1,19,2,50,0.98,6,0,-6,f,m1~13-v1.tif,f5~56-v1.tif,4.058056227968191
9,0,20,2,50,0.98,6,0,-9,f,m5~54-v1.tif,f1~13-v1.tif,7.559918485927527
6,-2,21,2,50,0.98,6,0,-8,f,m3~35-v1.tif,f2~21-v1.tif,5.813492222526535
5,-1,22,2,50,0.98,6,0,-6,f,m3~33-v1.tif,f2~22-v1.tif,5.003160754251553
2,-2,23,2,50,0.98,6,0,-4,f,m1~16-v1.tif,f3~39-v1.tif,7.5034621418736185
3,0,24,2,50,0.98,6,0,-3,f,m3~33-v1.tif,f2~21-v1.tif,4.882393538763987
2,0,25,2,50,0.98,6,0,-2,f,m1~18-v1.tif,f3~38-v1.tif,4.3567116081504285
5,2,26,2,50,0.98,6,0,-3,f,m3~33-v1.tif,f3~33-v1.tif,4.780249772584046
4,6,27,2,50,0.98,6,0,2,m,m2~24-v1.tif,f4~46-v1.tif,6.334272794400032
6,5,28,2,50,0.98,6,0,-1,f,m1~19-v1.tif,f1~11-v1.tif,9.146069514792849
6,7,29,2,50,0.98,6,0,1,m,m3~35-v1.tif,f1~13-v1.tif,4.5239876090686
5,5,30,2,50,0.98,6,0,0,f,m4~43-v1.tif,f5~57-v1.tif,6.000088783827701
5,3,31,2,50,0.98,6,0,-2,f,m1~12-v1.tif,f3~38-v1.tif,4.34747862090806
6,1,32,2,50,0.98,6,0,-5,f,m4~46-v1.tif,f5~57-v1.tif,7.448724536626553
5,4,33,2,50,0.98,6,0,-1,f,m3~36-v1.tif,f3~36-v1.tif,5.82873937590405
9,5,34,2,50,0.98,6,0,-4,f,m5~53-v1.tif,f4~44-v1.tif,4.101485743970477
7,2,35,2,50,0.98,6,0,-5,f,m4~48-v1.tif,f3~35-v1.tif,5.863600851968304
10,1,36,2,50,0.98,6,0,-9,f,m2~24-v1.tif,f2~21-v1.tif,5.1162762496106415
10,2,37,2,50,0.98,6,0,-8,f,m1~18-v1.tif,f3~38-v1.tif,7.774523105406383
9,1,38,2,50,0.98,6,0,-8,f,m2~29-v1.tif,f3~36-v1.tif,5.504215658474942
10,2,39,2,50,0.98,6,0,-8,f,m5~54-v1.tif,f3~31-v1.tif,8.191732014145519
12,5,40,2,50,0.98,6,0,-7,f,m5~56-v1.tif,f3~39-v1.tif,4.287394707425687
11,4,41,2,50,0.98,6,0,-7,f,m3~34-v1.tif,f5~55-v1.tif,4.965713988509869
9,3,42,2,50,0.98,6,0,-6,f,m3~33-v1.tif,f3~34-v1.tif,4.3268577950456235
9,4,43,2,50,0.98,6,0,-5,f,m2~27-v1.tif,f5~54-v1.tif,5.713407680806071
6,4,44,2,50,0.98,6,0,-2,f,m4~49-v1.tif,f2~26-v1.tif,6.266743825148372
5,3,45,2,50,0.98,6,0,-2,f,m2~27-v1.tif,f5~52-v1.tif,5.026362025314867
3,6,46,2,50,0.98,6,0,3,m,m4~44-v1.tif,f5~59-v1.tif,7.563115633618585
2,5,47,2,50,0.98,6,0,3,m,m1~15-v1.tif,f4~42-v1.tif,7.642818373300344
0,6,48,2,50,0.98,6,0,6,m,m4~44-v1.tif,f2~26-v1.tif,5.999215347892493
5,7,49,2,50,0.98,6,0,2,m,m4~43-v1.tif,f3~34-v1.tif,4.370981525427599
3,7,50,2,50,0.98,6,0,4,m,m2~22-v1.tif,f2~25-v1.tif,4.548088441797685
2,5,51,2,50,0.98,6,0,3,m,m1~12-v1.tif,f5~510-v1.tif,6.4776737021132655
5,5,52,2,50,0.98,6,0,0,f,m2~26-v1.tif,f5~59-v1.tif,6.660378346935554
5,6,53,2,50,0.98,6,0,1,m,m4~49-v1.tif,f5~510-v1.tif,7.77047372188603
5,6,54,2,50,0.98,6,0,1,m,m4~45-v1.tif,f5~510-v1.tif,4.054478933461567
4,7,55,2,50,0.98,6,0,3,m,m4~44-v1.tif,f4~44-v1.tif,5.53074693963931
3,8,56,2,50,0.98,6,0,5,m,m4~410-v1.tif,f5~53-v1.tif,9.93416884738339
0,6,57,2,50,0.98,6,0,6,m,m4~44-v1.tif,f1~11-v1.tif,7.222087875865332
1,4,58,2,50,0.98,6,0,3,m,m1~12-v1.tif,f2~21-v1.tif,4.210833739822264
2,7,59,2,50,0.98,6,0,5,m,m2~29-v1.tif,f3~31-v1.tif,8.868359203958665
