reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,2,0,1,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,5.898314741735412
12,4,1,1,50,0.98,6,0,-8,f,m2~21-v1.tif,f5~54-v1.tif,4.789366678561531
13,3,2,1,50,0.98,6,0,-10,f,m2~27-v1.tif,f1~12-v1.tif,7.860669488792073
7,2,3,1,50,0.98,6,0,-5,f,m1~19-v1.tif,f3~39-v1.tif,6.91794061914328
3,2,4,1,50,0.98,6,0,-1,f,m1~17-v1.tif,f1~15-v1.tif,5.663657913845547
7,3,5,1,50,0.98,6,0,-4,f,m3~36-v1.tif,f3~36-v1.tif,4.959529003526424
7,1,6,1,50,0.98,6,0,-6,f,m2~210-v1.tif,f2~23-v1.tif,5.052402688211843
7,-4,7,1,50,0.98,6,0,-11,f,m4~49-v1.tif,f3~32-v1.tif,4.228239246710394
5,-3,8,1,50,0.98,6,0,-8,f,m4~42-v1.tif,f5~52-v1.tif,7.501894838706839
1,-3,9,1,50,0.98,6,0,-4,f,m5~52-v1.tif,f5~54-v1.tif,5.459080766891384
1,-1,10,1,50,0.98,6,0,-2,f,m1~15-v1.tif,f5~56-v1.tif,5.47225670164833
1,-2,11,1,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~36-v1.tif,8.241453615978909
3,-1,12,1,50,0.98,6,0,-4,f,m1~18-v1.tif,f4~46-v1.tif,9.14328483953944
2,0,13,1,50,0.98,6,0,-2,f,m5~54-v1.tif,f5~54-v1.tif,8.137052476797596
3,-2,14,1,50,0.98,6,0,-5,f,m5~52-v1.tif,f1~14-v1.tif,4.982482989361925
4,-1,15,1,50,0.98,6,0,-5,f,m3~32-v1.tif,f5~51-v1.tif,7.249444436086796
4,-1,16,1,50,0.98,6,0,-5,f,m2~26-v1.tif,f4~41-v1.tif,4.578270135123112
6,-1,17,1,50,0.98,6,0,-7,f,m3~32-v1.tif,f2~23-v1.tif,4.9972905658454145
4,2,18,1,50,0.98,6,0,-2,f,m4~41-v1.tif,f4~42-v1.tif,5.321368070404072
5,4,19,1,50,0.98,6,0,-1,f,m1~13-v1.tif,f5~56-v1.tif,7.0180156655804335
3,6,20,1,50,0.98,6,0,3,m,m5~54-v1.tif,f1~13-v1.tif,4.014398557006765
2,6,21,1,50,0.98,6,0,4,m,m3~35-v1.tif,f2~21-v1.tif,4.70084046796164
1,7,22,1,50,0.98,6,0,6,m,m3~33-v1.tif,f2~22-v1.tif,4.102950578746703
0,5,23,1,50,0.98,6,0,5,m,m1~16-v1.tif,f3~39-v1.tif,5.463905480191929
0,2,24,1,50,0.98,6,0,2,m,m3~33-v1.tif,f2~21-v1.tif,6.9365236424350805
0,2,25,1,50,0.98,6,0,2,m,m1~18-v1.tif,f3~38-v1.tif,5.132293561912452
0,1,26,1,50,0.98,6,0,1,m,m3~33-v1.tif,f3~33-v1.tif,7.004428671325574
3,4,27,1,50,0.98,6,0,1,m,m2~24-v1.tif,f4~46-v1.tif,4.042702806449132
2,7,28,1,50,0.98,6,0,5,m,m1~19-v1.tif,f1~11-v1.tif,6.668197132553194
3,6,29,1,50,0.98,6,0,3,m,m3~35-v1.tif,f1~13-v1.tif,4.198974220906423
6,6,30,1,50,0.98,6,0,0,f,m4~43-v1.tif,f5~57-v1.tif,6.499137688573292
4,9,31,1,50,0.98,6,0,5,m,m1~12-v1.tif,f3~38-v1.tif,4.306548442739036
5,7,32,1,50,0.98,6,0,2,m,m4~46-v1.tif,f5~57-v1.tif,6.4010651291893454
6,9,33,1,50,0.98,6,0,3,m,m3~36-v1.tif,f3~36-v1.tif,4.93897879787678
4,7,34,1,50,0.98,6,0,3,m,m5~53-v1.tif,f4~44-v1.tif,8.288648550271663
4,7,35,1,50,0.98,6,0,3,m,m4~48-v1.tif,f3~35-v1.tif,5.927966939242605
5,4,36,1,50,0.98,6,0,-1,f,m2~24-v1.tif,f2~21-v1.tif,5.2583984133891395
6,4,37,1,50,0.98,6,0,-2,f,m1~18-v1.tif,f3~38-v1.tif,8.349539998251732
2,0,38,1,50,0.98,6,0,-2,f,m2~29-v1.tif,f3~36-v1.tif,9.52354365954898
1,-3,39,1,50,0.98,6,0,-4,f,m5~54-v1.tif,f3~31-v1.tif,4.3600342246888575
3,-3,40,1,50,0.98,6,0,-6,f,m5~56-v1.tif,f3~39-v1.tif,4.989573092703823
3,-2,41,1,50,0.98,6,0,-5,f,m3~34-v1.tif,f5~55-v1.tif,6.447458049815654
7,-1,42,1,50,0.98,6,0,-8,f,m3~33-v1.tif,f3~34-v1.tif,5.830883650329215
7,-2,43,1,50,0.98,6,0,-9,f,m2~27-v1.tif,f5~54-v1.tif,4.969303910153013
6,-2,44,1,50,0.98,6,0,-8,f,m4~49-v1.tif,f2~26-v1.tif,8.769831833325265
4,-1,45,1,50,0.98,6,0,-5,f,m2~27-v1.tif,f5~52-v1.tif,5.225315283904132
8,1,46,1,50,0.98,6,0,-7,f,m4~44-v1.tif,f5~59-v1.tif,4.014862178477356
8,3,47,1,50,0.98,6,0,-5,f,m1~15-v1.tif,f4~42-v1.tif,7.7994042837597615
9,5,48,1,50,0.98,6,0,-4,f,m4~44-v1.tif,f2~26-v1.tif,7.836902894245579
9,5,49,1,50,0.98,6,0,-4,f,m4~43-v1.tif,f3~34-v1.tif,7.949654140280994
7,6,50,1,50,0.98,6,0,-1,f,m2~22-v1.tif,f2~25-v1.tif,7.779732917389219
7,5,51,1,50,0.98,6,0,-2,f,m1~12-v1.tif,f5~510-v1.tif,4.839320102763813
8,6,52,1,50,0.98,6,0,-2,f,m2~26-v1.tif,f5~59-v1.tif,4.823883818686532
6,3,53,1,50,0.98,6,0,-3,f,m4~49-v1.tif,f5~510-v1.tif,4.457412473081729
6,3,54,1,50,0.98,6,0,-3,f,m4~45-v1.tif,f5~510-v1.tif,5.184142155544569
4,3,55,1,50,0.98,6,0,-1,f,m4~44-v1.tif,f4~44-v1.tif,4.637380899653446
4,6,56,1,50,0.98,6,0,2,m,m4~410-v1.tif,f5~53-v1.tif,9.728204349414487
5,7,57,1,50,0.98,6,0,2,m,m4~44-v1.tif,f1~11-v1.tif,5.720101193549886
4,5,58,1,50,0.98,6,0,1,m,m1~12-v1.tif,f2~21-v1.tif,5.978596562160031
4,7,59,1,50,0.98,6,0,3,m,m2~29-v1.tif,f3~31-v1.tif,6.116150627054502
