reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,1,0,1,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~58-v1.tif,5.100444145602277
7,3,1,1,50,0.98,6,0,-4,f,m2~21-v1.tif,f5~54-v1.tif,4.773129642366607
9,5,2,1,50,0.98,6,0,-4,f,m2~27-v1.tif,f1~12-v1.tif,6.121428715643185
9,3,3,1,50,0.98,6,0,-6,f,m1~19-v1.tif,f3~39-v1.tif,5.170404859110439
5,4,4,1,50,0.98,6,0,-1,f,m1~17-v1.tif,f1~15-v1.tif,4.623556632669125
6,6,5,1,50,0.98,6,0,0,f,m3~36-v1.tif,f3~36-v1.tif,7.323947031771728
7,6,6,1,50,0.98,6,0,-1,f,m2~210-v1.tif,f2~23-v1.tif,6.497728433299752
7,5,7,1,50,0.98,6,0,-2,f,m4~49-v1.tif,f3~32-v1.tif,6.5582118700986225
6,2,8,1,50,0.98,6,0,-4,f,m4~42-v1.tif,f5~52-v1.tif,9.691164036169821
9,4,9,1,50,0.98,6,0,-5,f,m5~52-v1.tif,f5~54-v1.tif,7.398387427495278
9,6,10,1,50,0.98,6,0,-3,f,m1~15-v1.tif,f5~56-v1.tif,4.623555947439553
6,6,11,1,50,0.98,6,0,0,f,m5~56-v1.tif,f3~36-v1.tif,6.142365541646994
5,8,12,1,50,0.98,6,0,3,m,m1~18-v1.tif,f4~46-v1.tif,4.914431770411643
6,11,13,1,50,0.98,6,0,5,m,m5~54-v1.tif,f5~54-v1.tif,4.793732360651156
6,9,14,1,50,0.98,6,0,3,m,m5~52-v1.tif,f1~14-v1.tif,6.140920595840278
4,8,15,1,50,0.98,6,0,4,m,m3~32-v1.tif,f5~51-v1.tif,4.312750904659053
4,7,16,1,50,0.98,6,0,3,m,m2~26-v1.tif,f4~41-v1.tif,7.170323403458966
0,7,17,1,50,0.98,6,0,7,m,m3~32-v1.tif,f2~23-v1.tif,6.392989365274683
-1,5,18,1,50,0.98,6,0,6,m,m4~41-v1.tif,f4~42-v1.tif,6.62161741715915
1,5,19,1,50,0.98,6,0,4,m,m1~13-v1.tif,f5~56-v1.tif,4.393759179444594
1,6,20,1,50,0.98,6,0,5,m,m5~54-v1.tif,f1~13-v1.tif,5.326811360506436
2,5,21,1,50,0.98,6,0,3,m,m3~35-v1.tif,f2~21-v1.tif,7.243919268584885
1,2,22,1,50,0.98,6,0,1,m,m3~33-v1.tif,f2~22-v1.tif,4.919763426193315
5,2,23,1,50,0.98,6,0,-3,f,m1~16-v1.tif,f3~39-v1.tif,5.803304641802646
4,6,24,1,50,0.98,6,0,2,m,m3~33-v1.tif,f2~21-v1.tif,8.639939428156243
5,4,25,1,50,0.98,6,0,-1,f,m1~18-v1.tif,f3~38-v1.tif,4.131517762897589
4,2,26,1,50,0.98,6,0,-2,f,m3~33-v1.tif,f3~33-v1.tif,6.327852255099139
4,1,27,1,50,0.98,6,0,-3,f,m2~24-v1.tif,f4~46-v1.tif,6.688258037654674
5,3,28,1,50,0.98,6,0,-2,f,m1~19-v1.tif,f1~11-v1.tif,7.746004800493247
