reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
9,2,0,2,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~58-v1.tif,8.214204352818099
7,1,1,2,50,0.98,6,0,-6,f,m2~21-v1.tif,f5~54-v1.tif,5.054791442160388
10,3,2,2,50,0.98,6,0,-7,f,m2~27-v1.tif,f1~12-v1.tif,5.216279164500343
12,2,3,2,50,0.98,6,0,-10,f,m1~19-v1.tif,f3~39-v1.tif,4.741681081316356
11,1,4,2,50,0.98,6,0,-10,f,m1~17-v1.tif,f1~15-v1.tif,4.39473169606812
8,6,5,2,50,0.98,6,0,-2,f,m3~36-v1.tif,f3~36-v1.tif,7.656902477284435
5,7,6,2,50,0.98,6,0,2,m,m2~210-v1.tif,f2~23-v1.tif,6.797039949484944
3,9,7,2,50,0.98,6,0,6,m,m4~49-v1.tif,f3~32-v1.tif,4.350383256496362
4,6,8,2,50,0.98,6,0,2,m,m4~42-v1.tif,f5~52-v1.tif,4.9459263168669345
5,4,9,2,50,0.98,6,0,-1,f,m5~52-v1.tif,f5~54-v1.tif,7.676136198592214
5,4,10,2,50,0.98,6,0,-1,f,m1~15-v1.tif,f5~56-v1.tif,4.47901981556355
5,4,11,2,50,0.98,6,0,-1,f,m5~56-v1.tif,f3~36-v1.tif,6.20370260241023
6,3,12,2,50,0.98,6,0,-3,f,m1~18-v1.tif,f4~46-v1.tif,4.994805550281796
7,5,13,2,50,0.98,6,0,-2,f,m5~54-v1.tif,f5~54-v1.tif,9.316246202313673
7,5,14,2,50,0.98,6,0,-2,f,m5~52-v1.tif,f1~14-v1.tif,5.436599401571846
4,6,15,2,50,0.98,6,0,2,m,m3~32-v1.tif,f5~51-v1.tif,5.418308285307149
3,7,16,2,50,0.98,6,0,4,m,m2~26-v1.tif,f4~41-v1.tif,6.463856969286269
2,7,17,2,50,0.98,6,0,5,m,m3~32-v1.tif,f2~23-v1.tif,6.898195779563588
