reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,2,0,1,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,6.9690342749428416
10,2,1,1,50,0.98,6,0,-8,f,m2~21-v1.tif,f5~54-v1.tif,5.869622831180438
10,6,2,1,50,0.98,6,0,-4,f,m2~27-v1.tif,f1~12-v1.tif,7.921525876371291
11,7,3,1,50,0.98,6,0,-4,f,m1~19-v1.tif,f3~39-v1.tif,6.466827703933703
10,7,4,1,50,0.98,6,0,-3,f,m1~17-v1.tif,f1~15-v1.tif,5.260924948423792
9,7,5,1,50,0.98,6,0,-2,f,m3~36-v1.tif,f3~36-v1.tif,4.385018383351098
10,8,6,1,50,0.98,6,0,-2,f,m2~210-v1.tif,f2~23-v1.tif,4.071302417611903
9,8,7,1,50,0.98,6,0,-1,f,m4~49-v1.tif,f3~32-v1.tif,4.822452050524982
7,8,8,1,50,0.98,6,0,1,m,m4~42-v1.tif,f5~52-v1.tif,6.313951402450427
6,5,9,1,50,0.98,6,0,-1,f,m5~52-v1.tif,f5~54-v1.tif,4.744060168627205
5,4,10,1,50,0.98,6,0,-1,f,m1~15-v1.tif,f5~56-v1.tif,8.304461273359935
5,3,11,1,50,0.98,6,0,-2,f,m5~56-v1.tif,f3~36-v1.tif,8.225618013891811
6,7,12,1,50,0.98,6,0,1,m,m1~18-v1.tif,f4~46-v1.tif,6.20183693719499
6,6,13,1,50,0.98,6,0,0,f,m5~54-v1.tif,f5~54-v1.tif,7.105404538832191
7,10,14,1,50,0.98,6,0,3,m,m5~52-v1.tif,f1~14-v1.tif,5.149290441350235
5,7,15,1,50,0.98,6,0,2,m,m3~32-v1.tif,f5~51-v1.tif,5.420772293699155
6,6,16,1,50,0.98,6,0,0,f,m2~26-v1.tif,f4~41-v1.tif,9.05980499987211
5,7,17,1,50,0.98,6,0,2,m,m3~32-v1.tif,f2~23-v1.tif,5.2864193998825835
4,10,18,1,50,0.98,6,0,6,m,m4~41-v1.tif,f4~42-v1.tif,9.167040186626851
3,9,19,1,50,0.98,6,0,6,m,m1~13-v1.tif,f5~56-v1.tif,4.905311195204687
4,10,20,1,50,0.98,6,0,6,m,m5~54-v1.tif,f1~13-v1.tif,7.680923549538972
5,9,21,1,50,0.98,6,0,4,m,m3~35-v1.tif,f2~21-v1.tif,6.562874407027149
4,10,22,1,50,0.98,6,0,6,m,m3~33-v1.tif,f2~22-v1.tif,7.946571703833423
3,9,23,1,50,0.98,6,0,6,m,m1~16-v1.tif,f3~39-v1.tif,5.817837567426367
3,5,24,1,50,0.98,6,0,2,m,m3~33-v1.tif,f2~21-v1.tif,4.15832259700326
1,7,25,1,50,0.98,6,0,6,m,m1~18-v1.tif,f3~38-v1.tif,4.199487840047298
3,6,26,1,50,0.98,6,0,3,m,m3~33-v1.tif,f3~33-v1.tif,5.712019264944117
3,2,27,1,50,0.98,6,0,-1,f,m2~24-v1.tif,f4~46-v1.tif,6.160593869289334
1,1,28,1,50,0.98,6,0,0,f,m1~19-v1.tif,f1~11-v1.tif,4.123983156553074
1,-1,29,1,50,0.98,6,0,-2,f,m3~35-v1.tif,f1~13-v1.tif,9.19390593178982
3,-4,30,1,50,0.98,6,0,-7,f,m4~43-v1.tif,f5~57-v1.tif,8.92245829256304
1,-1,31,1,50,0.98,6,0,-2,f,m1~12-v1.tif,f3~38-v1.tif,5.82484446638003
1,-1,32,1,50,0.98,6,0,-2,f,m4~46-v1.tif,f5~57-v1.tif,9.371078471280645
0,1,33,1,50,0.98,6,0,1,m,m3~36-v1.tif,f3~36-v1.tif,8.184429346291852
1,3,34,1,50,0.98,6,0,2,m,m5~53-v1.tif,f4~44-v1.tif,5.829870872552387
2,3,35,1,50,0.98,6,0,1,m,m4~48-v1.tif,f3~35-v1.tif,5.5359585484472245
0,3,36,1,50,0.98,6,0,3,m,m2~24-v1.tif,f2~21-v1.tif,4.028197814431245
1,2,37,1,50,0.98,6,0,1,m,m1~18-v1.tif,f3~38-v1.tif,7.1178568533376545
2,-1,38,1,50,0.98,6,0,-3,f,m2~29-v1.tif,f3~36-v1.tif,6.573238256209374
2,-1,39,1,50,0.98,6,0,-3,f,m5~54-v1.tif,f3~31-v1.tif,4.396252336702457
0,-3,40,1,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~39-v1.tif,6.526678069032631
-1,-3,41,1,50,0.98,6,0,-2,f,m3~34-v1.tif,f5~55-v1.tif,8.899934358535127
-1,-2,42,1,50,0.98,6,0,-1,f,m3~33-v1.tif,f3~34-v1.tif,4.481994698569101
2,-3,43,1,50,0.98,6,0,-5,f,m2~27-v1.tif,f5~54-v1.tif,5.20318622225743
4,0,44,1,50,0.98,6,0,-4,f,m4~49-v1.tif,f2~26-v1.tif,4.364235201749745
4,2,45,1,50,0.98,6,0,-2,f,m2~27-v1.tif,f5~52-v1.tif,6.541564429366654
7,4,46,1,50,0.98,6,0,-3,f,m4~44-v1.tif,f5~59-v1.tif,4.02988339268566
8,5,47,1,50,0.98,6,0,-3,f,m1~15-v1.tif,f4~42-v1.tif,7.379133856658478
10,7,48,1,50,0.98,6,0,-3,f,m4~44-v1.tif,f2~26-v1.tif,6.411980989087612
9,9,49,1,50,0.98,6,0,0,f,m4~43-v1.tif,f3~34-v1.tif,6.95274367158945
5,9,50,1,50,0.98,6,0,4,m,m2~22-v1.tif,f2~25-v1.tif,6.107466998747398
4,8,51,1,50,0.98,6,0,4,m,m1~12-v1.tif,f5~510-v1.tif,6.267554397613402
5,9,52,1,50,0.98,6,0,4,m,m2~26-v1.tif,f5~59-v1.tif,4.581388164577039
8,8,53,1,50,0.98,6,0,0,f,m4~49-v1.tif,f5~510-v1.tif,4.605445550489836
7,10,54,1,50,0.98,6,0,3,m,m4~45-v1.tif,f5~510-v1.tif,5.017811746704611
4,9,55,1,50,0.98,6,0,5,m,m4~44-v1.tif,f4~44-v1.tif,5.7753596560838325
4,9,56,1,50,0.98,6,0,5,m,m4~410-v1.tif,f5~53-v1.tif,4.998392582292839
4,8,57,1,50,0.98,6,0,4,m,m4~44-v1.tif,f1~11-v1.tif,7.183564832887901
2,7,58,1,50,0.98,6,0,5,m,m1~12-v1.tif,f2~21-v1.tif,5.488581840175241
4,7,59,1,50,0.98,6,0,3,m,m2~29-v1.tif,f3~31-v1.tif,6.296506987865976
