reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,1,0,2,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,8.406917469271391
5,0,1,2,50,0.98,6,0,-5,f,m2~21-v1.tif,f5~54-v1.tif,4.417815424207433
8,4,2,2,50,0.98,6,0,-4,f,m2~27-v1.tif,f1~12-v1.tif,6.155603485473911
7,2,3,2,50,0.98,6,0,-5,f,m1~19-v1.tif,f3~39-v1.tif,6.372295510249172
6,1,4,2,50,0.98,6,0,-5,f,m1~17-v1.tif,f1~15-v1.tif,6.338803519351133
3,0,5,2,50,0.98,6,0,-3,f,m3~36-v1.tif,f3~36-v1.tif,4.382383076370583
3,1,6,2,50,0.98,6,0,-2,f,m2~210-v1.tif,f2~23-v1.tif,4.304352562505671
2,1,7,2,50,0.98,6,0,-1,f,m4~49-v1.tif,f3~32-v1.tif,7.317584412542104
5,2,8,2,50,0.98,6,0,-3,f,m4~42-v1.tif,f5~52-v1.tif,6.364141072985621
3,3,9,2,50,0.98,6,0,0,f,m5~52-v1.tif,f5~54-v1.tif,4.182972585656596
2,3,10,2,50,0.98,6,0,1,m,m1~15-v1.tif,f5~56-v1.tif,5.943372814282498
2,2,11,2,50,0.98,6,0,0,f,m5~56-v1.tif,f3~36-v1.tif,5.181910319186996
5,2,12,2,50,0.98,6,0,-3,f,m1~18-v1.tif,f4~46-v1.tif,4.6596793430057675
2,1,13,2,50,0.98,6,0,-1,f,m5~54-v1.tif,f5~54-v1.tif,4.078423482072415
3,0,14,2,50,0.98,6,0,-3,f,m5~52-v1.tif,f1~14-v1.tif,9.261184658448755
2,0,15,2,50,0.98,6,0,-2,f,m3~32-v1.tif,f5~51-v1.tif,4.695887586653009
2,2,16,2,50,0.98,6,0,0,f,m2~26-v1.tif,f4~41-v1.tif,5.139071696275268
3,0,17,2,50,0.98,6,0,-3,f,m3~32-v1.tif,f2~23-v1.tif,7.479602718034515
7,2,18,2,50,0.98,6,0,-5,f,m4~41-v1.tif,f4~42-v1.tif,5.874001704155795
8,4,19,2,50,0.98,6,0,-4,f,m1~13-v1.tif,f5~56-v1.tif,5.657838233562627
7,7,20,2,50,0.98,6,0,0,f,m5~54-v1.tif,f1~13-v1.tif,4.8377552776074495
8,4,21,2,50,0.98,6,0,-4,f,m3~35-v1.tif,f2~21-v1.tif,5.396475695073237
5,4,22,2,50,0.98,6,0,-1,f,m3~33-v1.tif,f2~22-v1.tif,5.8999380799223315
6,8,23,2,50,0.98,6,0,2,m,m1~16-v1.tif,f3~39-v1.tif,4.411657073000498
9,8,24,2,50,0.98,6,0,-1,f,m3~33-v1.tif,f2~21-v1.tif,4.544175265435319
6,7,25,2,50,0.98,6,0,1,m,m1~18-v1.tif,f3~38-v1.tif,9.537082256398264
5,9,26,2,50,0.98,6,0,4,m,m3~33-v1.tif,f3~33-v1.tif,4.01817953915578
3,9,27,2,50,0.98,6,0,6,m,m2~24-v1.tif,f4~46-v1.tif,4.908694828049836
4,9,28,2,50,0.98,6,0,5,m,m1~19-v1.tif,f1~11-v1.tif,4.685623185591401
4,10,29,2,50,0.98,6,0,6,m,m3~35-v1.tif,f1~13-v1.tif,4.467126341514435
4,11,30,2,50,0.98,6,0,7,m,m4~43-v1.tif,f5~57-v1.tif,4.06178941869293
2,11,31,2,50,0.98,6,0,9,m,m1~12-v1.tif,f3~38-v1.tif,4.336797873652257
4,10,32,2,50,0.98,6,0,6,m,m4~46-v1.tif,f5~57-v1.tif,7.020411075276021
5,11,33,2,50,0.98,6,0,6,m,m3~36-v1.tif,f3~36-v1.tif,5.314722626287516
7,10,34,2,50,0.98,6,0,3,m,m5~53-v1.tif,f4~44-v1.tif,4.7304506524409
7,9,35,2,50,0.98,6,0,2,m,m4~48-v1.tif,f3~35-v1.tif,4.963268824217294
6,7,36,2,50,0.98,6,0,1,m,m2~24-v1.tif,f2~21-v1.tif,7.070250429075372
5,7,37,2,50,0.98,6,0,2,m,m1~18-v1.tif,f3~38-v1.tif,8.6139470520522
6,6,38,2,50,0.98,6,0,0,f,m2~29-v1.tif,f3~36-v1.tif,5.253046187410102
6,6,39,2,50,0.98,6,0,0,f,m5~54-v1.tif,f3~31-v1.tif,6.232967267736445
5,3,40,2,50,0.98,6,0,-2,f,m5~56-v1.tif,f3~39-v1.tif,4.737764292547729
6,2,41,2,50,0.98,6,0,-4,f,m3~34-v1.tif,f5~55-v1.tif,4.886113437420508
7,-1,42,2,50,0.98,6,0,-8,f,m3~33-v1.tif,f3~34-v1.tif,4.494124720133037
4,1,43,2,50,0.98,6,0,-3,f,m2~27-v1.tif,f5~54-v1.tif,9.118578665344497
3,2,44,2,50,0.98,6,0,-1,f,m4~49-v1.tif,f2~26-v1.tif,5.666180848265792
0,3,45,2,50,0.98,6,0,3,m,m2~27-v1.tif,f5~52-v1.tif,6.181196279065481
-5,5,46,2,50,0.98,6,0,10,m,m4~44-v1.tif,f5~59-v1.tif,6.2506782244437025
-2,4,47,2,50,0.98,6,0,6,m,m1~15-v1.tif,f4~42-v1.tif,9.57932251129209
0,-1,48,2,50,0.98,6,0,-1,f,m4~44-v1.tif,f2~26-v1.tif,7.667980478925056
-1,-3,49,2,50,0.98,6,0,-2,f,m4~43-v1.tif,f3~34-v1.tif,7.717024438765025
-2,1,50,2,50,0.98,6,0,3,m,m2~22-v1.tif,f2~25-v1.tif,4.712740978198959
-2,0,51,2,50,0.98,6,0,2,m,m1~12-v1.tif,f5~510-v1.tif,7.323532962940216
-1,2,52,2,50,0.98,6,0,3,m,m2~26-v1.tif,f5~59-v1.tif,6.124828163668308
-1,1,53,2,50,0.98,6,0,2,m,m4~49-v1.tif,f5~510-v1.tif,7.000821437539374
0,1,54,2,50,0.98,6,0,1,m,m4~45-v1.tif,f5~510-v1.tif,7.563411837001226
1,1,55,2,50,0.98,6,0,0,f,m4~44-v1.tif,f4~44-v1.tif,6.810636429446097
1,1,56,2,50,0.98,6,0,0,f,m4~410-v1.tif,f5~53-v1.tif,4.456755301453021
2,3,57,2,50,0.98,6,0,1,m,m4~44-v1.tif,f1~11-v1.tif,7.096243698880592
3,4,58,2,50,0.98,6,0,1,m,m1~12-v1.tif,f2~21-v1.tif,6.1285287460069
3,2,59,2,50,0.98,6,0,-1,f,m2~29-v1.tif,f3~31-v1.tif,4.428618556313453
