reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,1,0,2,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,5.84196938294348
9,3,1,2,50,0.98,6,0,-6,f,m2~21-v1.tif,f5~54-v1.tif,9.496252221963458
6,2,2,2,50,0.98,6,0,-4,f,m2~27-v1.tif,f1~12-v1.tif,8.21696449457194
5,1,3,2,50,0.98,6,0,-4,f,m1~19-v1.tif,f3~39-v1.tif,8.647917135566841
6,-3,4,2,50,0.98,6,0,-9,f,m1~17-v1.tif,f1~15-v1.tif,4.378460950501205
3,1,5,2,50,0.98,6,0,-2,f,m3~36-v1.tif,f3~36-v1.tif,6.412329826572051
0,4,6,2,50,0.98,6,0,4,m,m2~210-v1.tif,f2~23-v1.tif,4.813452612856965
2,1,7,2,50,0.98,6,0,-1,f,m4~49-v1.tif,f3~32-v1.tif,5.321459514561184
1,0,8,2,50,0.98,6,0,-1,f,m4~42-v1.tif,f5~52-v1.tif,6.92896793383697
3,4,9,2,50,0.98,6,0,1,m,m5~52-v1.tif,f5~54-v1.tif,6.835598575693359
3,3,10,2,50,0.98,6,0,0,f,m1~15-v1.tif,f5~56-v1.tif,5.781280162714355
4,7,11,2,50,0.98,6,0,3,m,m5~56-v1.tif,f3~36-v1.tif,6.014338634803906
5,4,12,2,50,0.98,6,0,-1,f,m1~18-v1.tif,f4~46-v1.tif,5.8075667039711
6,2,13,2,50,0.98,6,0,-4,f,m5~54-v1.tif,f5~54-v1.tif,4.439153048396386
6,5,14,2,50,0.98,6,0,-1,f,m5~52-v1.tif,f1~14-v1.tif,4.05954916570985
6,4,15,2,50,0.98,6,0,-2,f,m3~32-v1.tif,f5~51-v1.tif,4.282678937205803
7,3,16,2,50,0.98,6,0,-4,f,m2~26-v1.tif,f4~41-v1.tif,4.157395802066038
6,3,17,2,50,0.98,6,0,-3,f,m3~32-v1.tif,f2~23-v1.tif,4.933093265886284
4,1,18,2,50,0.98,6,0,-3,f,m4~41-v1.tif,f4~42-v1.tif,7.285008096084963
3,0,19,2,50,0.98,6,0,-3,f,m1~13-v1.tif,f5~56-v1.tif,5.840709069216671
5,0,20,2,50,0.98,6,0,-5,f,m5~54-v1.tif,f1~13-v1.tif,6.235831597823704
4,3,21,2,50,0.98,6,0,-1,f,m3~35-v1.tif,f2~21-v1.tif,4.059269888879007
5,4,22,2,50,0.98,6,0,-1,f,m3~33-v1.tif,f2~22-v1.tif,4.337065944029676
9,3,23,2,50,0.98,6,0,-6,f,m1~16-v1.tif,f3~39-v1.tif,7.484449035431889
6,4,24,2,50,0.98,6,0,-2,f,m3~33-v1.tif,f2~21-v1.tif,6.924685134878799
4,6,25,2,50,0.98,6,0,2,m,m1~18-v1.tif,f3~38-v1.tif,4.446542850120924
8,6,26,2,50,0.98,6,0,-2,f,m3~33-v1.tif,f3~33-v1.tif,7.067558366557668
8,6,27,2,50,0.98,6,0,-2,f,m2~24-v1.tif,f4~46-v1.tif,4.374132111037272
7,4,28,2,50,0.98,6,0,-3,f,m1~19-v1.tif,f1~11-v1.tif,5.219220098257665
8,3,29,2,50,0.98,6,0,-5,f,m3~35-v1.tif,f1~13-v1.tif,6.117467984101834
7,2,30,2,50,0.98,6,0,-5,f,m4~43-v1.tif,f5~57-v1.tif,6.957205305903738
3,4,31,2,50,0.98,6,0,1,m,m1~12-v1.tif,f3~38-v1.tif,8.75638673538837
2,5,32,2,50,0.98,6,0,3,m,m4~46-v1.tif,f5~57-v1.tif,4.722948051537974
1,8,33,2,50,0.98,6,0,7,m,m3~36-v1.tif,f3~36-v1.tif,4.268033419903658
0,8,34,2,50,0.98,6,0,8,m,m5~53-v1.tif,f4~44-v1.tif,6.65715473640768
1,7,35,2,50,0.98,6,0,6,m,m4~48-v1.tif,f3~35-v1.tif,9.910392985546144
3,5,36,2,50,0.98,6,0,2,m,m2~24-v1.tif,f2~21-v1.tif,8.648329172032454
3,6,37,2,50,0.98,6,0,3,m,m1~18-v1.tif,f3~38-v1.tif,4.427228918713105
0,5,38,2,50,0.98,6,0,5,m,m2~29-v1.tif,f3~36-v1.tif,8.18884264064611
3,4,39,2,50,0.98,6,0,1,m,m5~54-v1.tif,f3~31-v1.tif,6.011622063879111
5,4,40,2,50,0.98,6,0,-1,f,m5~56-v1.tif,f3~39-v1.tif,5.601923497528724
4,4,41,2,50,0.98,6,0,0,f,m3~34-v1.tif,f5~55-v1.tif,5.845375684710095
2,4,42,2,50,0.98,6,0,2,m,m3~33-v1.tif,f3~34-v1.tif,4.29359472456408
-2,6,43,2,50,0.98,6,0,8,m,m2~27-v1.tif,f5~54-v1.tif,5.588043878865903
-3,5,44,2,50,0.98,6,0,8,m,m4~49-v1.tif,f2~26-v1.tif,9.455355271617705
-3,4,45,2,50,0.98,6,0,7,m,m2~27-v1.tif,f5~52-v1.tif,5.43867058395591
-1,4,46,2,50,0.98,6,0,5,m,m4~44-v1.tif,f5~59-v1.tif,4.313073552391046
2,2,47,2,50,0.98,6,0,0,f,m1~15-v1.tif,f4~42-v1.tif,7.019497611794213
2,2,48,2,50,0.98,6,0,0,f,m4~44-v1.tif,f2~26-v1.tif,5.197327924259599
4,2,49,2,50,0.98,6,0,-2,f,m4~43-v1.tif,f3~34-v1.tif,5.702093204175701
5,4,50,2,50,0.98,6,0,-1,f,m2~22-v1.tif,f2~25-v1.tif,5.138268223384989
5,2,51,2,50,0.98,6,0,-3,f,m1~12-v1.tif,f5~510-v1.tif,7.216284737799203
6,3,52,2,50,0.98,6,0,-3,f,m2~26-v1.tif,f5~59-v1.tif,6.959601091897254
8,3,53,2,50,0.98,6,0,-5,f,m4~49-v1.tif,f5~510-v1.tif,4.233410035077589
10,3,54,2,50,0.98,6,0,-7,f,m4~45-v1.tif,f5~510-v1.tif,5.196040031632567
6,4,55,2,50,0.98,6,0,-2,f,m4~44-v1.tif,f4~44-v1.tif,6.903390029274188
7,5,56,2,50,0.98,6,0,-2,f,m4~410-v1.tif,f5~53-v1.tif,5.726071217823959
7,3,57,2,50,0.98,6,0,-4,f,m4~44-v1.tif,f1~11-v1.tif,4.448292878701808
9,5,58,2,50,0.98,6,0,-4,f,m1~12-v1.tif,f2~21-v1.tif,5.921196512904881
9,5,59,2,50,0.98,6,0,-4,f,m2~29-v1.tif,f3~31-v1.tif,4.319267151652533
