reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
9,2,0,2,50,0.98,6,0,-7,f,m4~410-v1.tif,f1~14-v1.tif,11.921617908621625
6,5,1,2,50,0.98,6,0,-1,f,m2~26-v1.tif,f4~46-v1.tif,8.227017746683767
5,6,2,2,50,0.98,6,0,1,m,m4~41-v1.tif,f5~510-v1.tif,5.88900561115575
6,3,3,2,50,0.98,6,0,-3,f,m5~52-v1.tif,f3~35-v1.tif,8.925733120968115
4,6,4,2,50,0.98,6,0,2,m,m2~22-v1.tif,f4~46-v1.tif,5.271837686636546
3,8,5,2,50,0.98,6,0,5,m,m2~24-v1.tif,f2~25-v1.tif,8.667768712052727
7,7,6,2,50,0.98,6,0,0,f,m1~16-v1.tif,f1~12-v1.tif,7.491714438741534
6,4,7,2,50,0.98,6,0,-2,f,m1~19-v1.tif,f3~35-v1.tif,4.522367133674088
4,4,8,2,50,0.98,6,0,0,f,m2~29-v1.tif,f5~54-v1.tif,6.808242221237823
2,0,9,2,50,0.98,6,0,-2,f,m3~34-v1.tif,f1~14-v1.tif,4.562916233725594
-2,3,10,2,50,0.98,6,0,5,m,m4~45-v1.tif,f4~41-v1.tif,5.303484186665797
-4,0,11,2,50,0.98,6,0,4,m,m4~45-v1.tif,f3~310-v1.tif,7.561774406082897
1,1,12,2,50,0.98,6,0,0,f,m1~19-v1.tif,f2~26-v1.tif,5.471463670571501
3,0,13,2,50,0.98,6,0,-3,f,m4~45-v1.tif,f3~310-v1.tif,10.028599950642722
5,-1,14,2,50,0.98,6,0,-6,f,m4~48-v1.tif,f1~11-v1.tif,7.837568038892882
5,2,15,2,50,0.98,6,0,-3,f,m2~210-v1.tif,f5~57-v1.tif,4.181876268111702
4,2,16,2,50,0.98,6,0,-2,f,m4~43-v1.tif,f2~22-v1.tif,6.260061046185951
7,2,17,2,50,0.98,6,0,-5,f,m2~27-v1.tif,f5~53-v1.tif,5.102036526810316
2,3,18,2,50,0.98,6,0,1,m,m1~15-v1.tif,f3~38-v1.tif,6.223987209932954
1,4,19,2,50,0.98,6,0,3,m,m4~47-v1.tif,f3~37-v1.tif,6.884697356116142
-2,7,20,2,50,0.98,6,0,9,m,m2~21-v1.tif,f4~41-v1.tif,9.714905030798391
-2,7,21,2,50,0.98,6,0,9,m,m2~29-v1.tif,f2~23-v1.tif,8.018460392796008
0,6,22,2,50,0.98,6,0,6,m,m3~36-v1.tif,f1~12-v1.tif,4.221684984571947
0,6,23,2,50,0.98,6,0,6,m,m2~24-v1.tif,f2~25-v1.tif,8.283904032253538
1,5,24,2,50,0.98,6,0,4,m,m4~45-v1.tif,f3~34-v1.tif,9.807755756730847
2,7,25,2,50,0.98,6,0,5,m,m3~32-v1.tif,f4~41-v1.tif,6.457006640032294
2,7,26,2,50,0.98,6,0,5,m,m3~31-v1.tif,f2~22-v1.tif,6.006059793457728
0,6,27,2,50,0.98,6,0,6,m,m2~210-v1.tif,f4~46-v1.tif,7.026217306398004
3,4,28,2,50,0.98,6,0,1,m,m1~13-v1.tif,f5~53-v1.tif,5.426401280063839
4,4,29,2,50,0.98,6,0,0,f,m3~32-v1.tif,f1~12-v1.tif,6.833777918795191
6,5,30,2,50,0.98,6,0,-1,f,m1~15-v1.tif,f3~36-v1.tif,7.968229028233868
9,5,31,2,50,0.98,6,0,-4,f,m5~52-v1.tif,f2~26-v1.tif,5.171190085901765
7,6,32,2,50,0.98,6,0,-1,f,m5~54-v1.tif,f5~51-v1.tif,8.369439563836568
7,8,33,2,50,0.98,6,0,1,m,m2~210-v1.tif,f5~58-v1.tif,5.074045277208105
9,9,34,2,50,0.98,6,0,0,f,m4~41-v1.tif,f5~55-v1.tif,4.738071369425748
7,8,35,2,50,0.98,6,0,1,m,m3~36-v1.tif,f1~15-v1.tif,8.005595511472524
9,9,36,2,50,0.98,6,0,0,f,m4~43-v1.tif,f1~13-v1.tif,4.318769431393458
8,10,37,2,50,0.98,6,0,2,m,m5~52-v1.tif,f2~25-v1.tif,5.25924663505592
8,6,38,2,50,0.98,6,0,-2,f,m1~18-v1.tif,f3~33-v1.tif,4.870139839562809
8,6,39,2,50,0.98,6,0,-2,f,m4~46-v1.tif,f5~54-v1.tif,11.84954474941015
8,6,40,2,50,0.98,6,0,-2,f,m1~13-v1.tif,f3~310-v1.tif,7.141945194104424
10,9,41,2,50,0.98,6,0,-1,f,m4~43-v1.tif,f2~21-v1.tif,7.129452639851229
9,6,42,2,50,0.98,6,0,-3,f,m1~19-v1.tif,f5~58-v1.tif,4.6977803162320155
6,8,43,2,50,0.98,6,0,2,m,m4~410-v1.tif,f1~16-v1.tif,6.2952009643879245
6,9,44,2,50,0.98,6,0,3,m,m4~46-v1.tif,f1~12-v1.tif,6.242751766356157
6,7,45,2,50,0.98,6,0,1,m,m1~18-v1.tif,f5~52-v1.tif,5.741663697402183
9,5,46,2,50,0.98,6,0,-4,f,m4~48-v1.tif,f2~26-v1.tif,4.052947234626893
8,5,47,2,50,0.98,6,0,-3,f,m2~210-v1.tif,f4~43-v1.tif,4.896400545507701
8,6,48,2,50,0.98,6,0,-2,f,m4~45-v1.tif,f4~41-v1.tif,5.407751775991151
7,4,49,2,50,0.98,6,0,-3,f,m2~29-v1.tif,f1~15-v1.tif,5.326630137977476
7,2,50,2,50,0.98,6,0,-5,f,m4~41-v1.tif,f3~31-v1.tif,5.005813986781861
6,4,51,2,50,0.98,6,0,-2,f,m3~36-v1.tif,f1~15-v1.tif,4.209559952658641
5,4,52,2,50,0.98,6,0,-1,f,m1~19-v1.tif,f1~13-v1.tif,8.507644215680948
4,5,53,2,50,0.98,6,0,1,m,m4~410-v1.tif,f2~26-v1.tif,4.252279643310571
3,7,54,2,50,0.98,6,0,4,m,m1~18-v1.tif,f4~42-v1.tif,5.463700572667188
2,9,55,2,50,0.98,6,0,7,m,m1~14-v1.tif,f3~34-v1.tif,14.834190001922407
5,6,56,2,50,0.98,6,0,1,m,m1~17-v1.tif,f3~310-v1.tif,5.9561384484888045
3,6,57,2,50,0.98,6,0,3,m,m5~54-v1.tif,f3~39-v1.tif,4.22858922115406
4,6,58,2,50,0.98,6,0,2,m,m4~48-v1.tif,f4~43-v1.tif,4.708444354585485
4,6,59,2,50,0.98,6,0,2,m,m2~24-v1.tif,f1~15-v1.tif,5.426141352705349
5,6,60,2,50,0.98,6,0,1,m,m1~19-v1.tif,f3~33-v1.tif,5.855203335230648
5,6,61,2,50,0.98,6,0,1,m,m4~45-v1.tif,f4~46-v1.tif,4.678870688560087
5,5,62,2,50,0.98,6,0,0,f,m4~47-v1.tif,f3~32-v1.tif,4.967763990992851
6,7,63,2,50,0.98,6,0,1,m,m3~31-v1.tif,f5~55-v1.tif,4.761824134781131
6,7,64,2,50,0.98,6,0,1,m,m1~15-v1.tif,f5~51-v1.tif,4.929367777619466
6,6,65,2,50,0.98,6,0,0,f,m1~13-v1.tif,f2~22-v1.tif,5.752948595114825
6,4,66,2,50,0.98,6,0,-2,f,m3~32-v1.tif,f3~34-v1.tif,8.557667793090735
7,6,67,2,50,0.98,6,0,-1,f,m4~47-v1.tif,f5~54-v1.tif,8.183638735828826
5,6,68,2,50,0.98,6,0,1,m,m5~54-v1.tif,f5~57-v1.tif,9.297160996948506
2,5,69,2,50,0.98,6,0,3,m,m1~17-v1.tif,f4~41-v1.tif,8.111333928315794
