reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,2,0,2,50,0.98,6,0,-6,f,m4~410-v1.tif,f1~14-v1.tif,5.377548834327262
7,2,1,2,50,0.98,6,0,-5,f,m2~26-v1.tif,f4~46-v1.tif,4.449857084641437
5,4,2,2,50,0.98,6,0,-1,f,m4~41-v1.tif,f5~510-v1.tif,4.661236667396034
7,5,3,2,50,0.98,6,0,-2,f,m5~52-v1.tif,f3~35-v1.tif,5.29984095421896
5,5,4,2,50,0.98,6,0,0,f,m2~22-v1.tif,f4~46-v1.tif,9.198032336850192
6,4,5,2,50,0.98,6,0,-2,f,m2~24-v1.tif,f2~25-v1.tif,6.1838373433866325
5,5,6,2,50,0.98,6,0,0,f,m1~16-v1.tif,f1~12-v1.tif,4.72782626850263
5,8,7,2,50,0.98,6,0,3,m,m1~19-v1.tif,f3~35-v1.tif,7.968107133348603
5,10,8,2,50,0.98,6,0,5,m,m2~29-v1.tif,f5~54-v1.tif,10.507023333120594
4,11,9,2,50,0.98,6,0,7,m,m3~34-v1.tif,f1~14-v1.tif,10.668441935476544
2,11,10,2,50,0.98,6,0,9,m,m4~45-v1.tif,f4~41-v1.tif,4.196640968581452
0,9,11,2,50,0.98,6,0,9,m,m4~45-v1.tif,f3~310-v1.tif,8.199350018594012
1,8,12,2,50,0.98,6,0,7,m,m1~19-v1.tif,f2~26-v1.tif,7.074840304444928
2,10,13,2,50,0.98,6,0,8,m,m4~45-v1.tif,f3~310-v1.tif,4.13757227003395
4,11,14,2,50,0.98,6,0,7,m,m4~48-v1.tif,f1~11-v1.tif,4.341810422591605
6,12,15,2,50,0.98,6,0,6,m,m2~210-v1.tif,f5~57-v1.tif,6.949548873945241
6,12,16,2,50,0.98,6,0,6,m,m4~43-v1.tif,f2~22-v1.tif,4.016617492800991
5,12,17,2,50,0.98,6,0,7,m,m2~27-v1.tif,f5~53-v1.tif,6.8445184880909675
6,12,18,2,50,0.98,6,0,6,m,m1~15-v1.tif,f3~38-v1.tif,11.711919331649359
5,13,19,2,50,0.98,6,0,8,m,m4~47-v1.tif,f3~37-v1.tif,4.442295025430681
