reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,1,0,2,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,5.519013268185028
8,4,1,2,50,0.98,6,0,-4,f,m2~21-v1.tif,f5~54-v1.tif,4.145104538063325
8,3,2,2,50,0.98,6,0,-5,f,m2~27-v1.tif,f1~12-v1.tif,6.245674137847818
8,1,3,2,50,0.98,6,0,-7,f,m1~19-v1.tif,f3~39-v1.tif,5.641559341385028
7,0,4,2,50,0.98,6,0,-7,f,m1~17-v1.tif,f1~15-v1.tif,9.296762750362749
10,0,5,2,50,0.98,6,0,-10,f,m3~36-v1.tif,f3~36-v1.tif,8.061540506776826
9,-2,6,2,50,0.98,6,0,-11,f,m2~210-v1.tif,f2~23-v1.tif,7.281638913511365
8,-3,7,2,50,0.98,6,0,-11,f,m4~49-v1.tif,f3~32-v1.tif,7.842596451376259
6,0,8,2,50,0.98,6,0,-6,f,m4~42-v1.tif,f5~52-v1.tif,6.577750879575108
3,0,9,2,50,0.98,6,0,-3,f,m5~52-v1.tif,f5~54-v1.tif,4.647588006791111
4,1,10,2,50,0.98,6,0,-3,f,m1~15-v1.tif,f5~56-v1.tif,8.172184453546581
5,3,11,2,50,0.98,6,0,-2,f,m5~56-v1.tif,f3~36-v1.tif,8.093097032049275
6,3,12,2,50,0.98,6,0,-3,f,m1~18-v1.tif,f4~46-v1.tif,4.700935532445367
10,0,13,2,50,0.98,6,0,-10,f,m5~54-v1.tif,f5~54-v1.tif,5.327490872392964
5,3,14,2,50,0.98,6,0,-2,f,m5~52-v1.tif,f1~14-v1.tif,4.685960736110896
4,2,15,2,50,0.98,6,0,-2,f,m3~32-v1.tif,f5~51-v1.tif,4.4908318249219095
6,2,16,2,50,0.98,6,0,-4,f,m2~26-v1.tif,f4~41-v1.tif,4.1467509594921586
7,5,17,2,50,0.98,6,0,-2,f,m3~32-v1.tif,f2~23-v1.tif,4.035851816017219
5,5,18,2,50,0.98,6,0,0,f,m4~41-v1.tif,f4~42-v1.tif,9.75546229879637
4,4,19,2,50,0.98,6,0,0,f,m1~13-v1.tif,f5~56-v1.tif,4.978892251107916
3,4,20,2,50,0.98,6,0,1,m,m5~54-v1.tif,f1~13-v1.tif,6.889677164792302
3,3,21,2,50,0.98,6,0,0,f,m3~35-v1.tif,f2~21-v1.tif,7.803068159274151
2,1,22,2,50,0.98,6,0,-1,f,m3~33-v1.tif,f2~22-v1.tif,5.427556844155544
4,1,23,2,50,0.98,6,0,-3,f,m1~16-v1.tif,f3~39-v1.tif,7.073567984587239
5,1,24,2,50,0.98,6,0,-4,f,m3~33-v1.tif,f2~21-v1.tif,5.328915361241906
4,0,25,2,50,0.98,6,0,-4,f,m1~18-v1.tif,f3~38-v1.tif,7.058592869666018
4,-1,26,2,50,0.98,6,0,-5,f,m3~33-v1.tif,f3~33-v1.tif,6.138691462886646
7,-1,27,2,50,0.98,6,0,-8,f,m2~24-v1.tif,f4~46-v1.tif,4.747535351335632
