reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,1,0,1,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~58-v1.tif,5.109815662530186
5,5,1,1,50,0.98,6,0,0,f,m2~21-v1.tif,f5~54-v1.tif,7.523808394961558
6,4,2,1,50,0.98,6,0,-2,f,m2~27-v1.tif,f1~12-v1.tif,5.808545686332238
6,3,3,1,50,0.98,6,0,-3,f,m1~19-v1.tif,f3~39-v1.tif,5.827368126751592
6,3,4,1,50,0.98,6,0,-3,f,m1~17-v1.tif,f1~15-v1.tif,8.148096809598925
2,3,5,1,50,0.98,6,0,1,m,m3~36-v1.tif,f3~36-v1.tif,5.410849108025052
3,2,6,1,50,0.98,6,0,-1,f,m2~210-v1.tif,f2~23-v1.tif,4.759662014814474
2,2,7,1,50,0.98,6,0,0,f,m4~49-v1.tif,f3~32-v1.tif,5.784823479007647
2,5,8,1,50,0.98,6,0,3,m,m4~42-v1.tif,f5~52-v1.tif,7.490759950835978
6,3,9,1,50,0.98,6,0,-3,f,m5~52-v1.tif,f5~54-v1.tif,6.386695471875107
3,4,10,1,50,0.98,6,0,1,m,m1~15-v1.tif,f5~56-v1.tif,4.723350249721737
3,2,11,1,50,0.98,6,0,-1,f,m5~56-v1.tif,f3~36-v1.tif,9.120258317038099
4,2,12,1,50,0.98,6,0,-2,f,m1~18-v1.tif,f4~46-v1.tif,6.28555244468558
3,2,13,1,50,0.98,6,0,-1,f,m5~54-v1.tif,f5~54-v1.tif,5.024265260312503
3,0,14,1,50,0.98,6,0,-3,f,m5~52-v1.tif,f1~14-v1.tif,7.697851936820509
3,-3,15,1,50,0.98,6,0,-6,f,m3~32-v1.tif,f5~51-v1.tif,8.197726481891001
3,-1,16,1,50,0.98,6,0,-4,f,m2~26-v1.tif,f4~41-v1.tif,4.779510583006336
4,4,17,1,50,0.98,6,0,0,f,m3~32-v1.tif,f2~23-v1.tif,5.460251845593984
6,6,18,1,50,0.98,6,0,0,f,m4~41-v1.tif,f4~42-v1.tif,7.329763692932444
3,3,19,1,50,0.98,6,0,0,f,m1~13-v1.tif,f5~56-v1.tif,6.225619365388082
9,3,20,1,50,0.98,6,0,-6,f,m5~54-v1.tif,f1~13-v1.tif,4.058215643317553
6,4,21,1,50,0.98,6,0,-2,f,m3~35-v1.tif,f2~21-v1.tif,7.2754676673289165
6,3,22,1,50,0.98,6,0,-3,f,m3~33-v1.tif,f2~22-v1.tif,4.362976630151951
8,3,23,1,50,0.98,6,0,-5,f,m1~16-v1.tif,f3~39-v1.tif,4.471513165643457
9,7,24,1,50,0.98,6,0,-2,f,m3~33-v1.tif,f2~21-v1.tif,6.344996236712939
8,2,25,1,50,0.98,6,0,-6,f,m1~18-v1.tif,f3~38-v1.tif,4.476985790600135
8,2,26,1,50,0.98,6,0,-6,f,m3~33-v1.tif,f3~33-v1.tif,5.039087639438527
11,1,27,1,50,0.98,6,0,-10,f,m2~24-v1.tif,f4~46-v1.tif,4.639314951490943
8,5,28,1,50,0.98,6,0,-3,f,m1~19-v1.tif,f1~11-v1.tif,4.980250665088535
11,8,29,1,50,0.98,6,0,-3,f,m3~35-v1.tif,f1~13-v1.tif,7.665702305903949
8,8,30,1,50,0.98,6,0,0,f,m4~43-v1.tif,f5~57-v1.tif,9.077316590626445
