reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,3,0,1,50,0.98,6,0,-4,f,m4~41-v1.tif,f5~58-v1.tif,4.128437504120441
9,5,1,1,50,0.98,6,0,-4,f,m2~21-v1.tif,f5~54-v1.tif,5.243320745955919
11,3,2,1,50,0.98,6,0,-8,f,m2~27-v1.tif,f1~12-v1.tif,4.003932605501701
9,2,3,1,50,0.98,6,0,-7,f,m1~19-v1.tif,f3~39-v1.tif,5.6899909196404375
7,4,4,1,50,0.98,6,0,-3,f,m1~17-v1.tif,f1~15-v1.tif,6.146094189024259
9,6,5,1,50,0.98,6,0,-3,f,m3~36-v1.tif,f3~36-v1.tif,4.414709026009698
10,5,6,1,50,0.98,6,0,-5,f,m2~210-v1.tif,f2~23-v1.tif,4.5272058401942425
9,7,7,1,50,0.98,6,0,-2,f,m4~49-v1.tif,f3~32-v1.tif,9.876427189793795
7,7,8,1,50,0.98,6,0,0,f,m4~42-v1.tif,f5~52-v1.tif,4.554866328852846
4,4,9,1,50,0.98,6,0,0,f,m5~52-v1.tif,f5~54-v1.tif,9.712786509183825
2,6,10,1,50,0.98,6,0,4,m,m1~15-v1.tif,f5~56-v1.tif,8.002375373552585
3,6,11,1,50,0.98,6,0,3,m,m5~56-v1.tif,f3~36-v1.tif,9.447981266828805
3,5,12,1,50,0.98,6,0,2,m,m1~18-v1.tif,f4~46-v1.tif,5.181696802495566
3,4,13,1,50,0.98,6,0,1,m,m5~54-v1.tif,f5~54-v1.tif,7.480194640808714
3,6,14,1,50,0.98,6,0,3,m,m5~52-v1.tif,f1~14-v1.tif,7.907904170716283
1,5,15,1,50,0.98,6,0,4,m,m3~32-v1.tif,f5~51-v1.tif,5.107927279803805
1,9,16,1,50,0.98,6,0,8,m,m2~26-v1.tif,f4~41-v1.tif,9.883842777161501
2,6,17,1,50,0.98,6,0,4,m,m3~32-v1.tif,f2~23-v1.tif,6.214359608444433
2,4,18,1,50,0.98,6,0,2,m,m4~41-v1.tif,f4~42-v1.tif,5.779046791699203
2,6,19,1,50,0.98,6,0,4,m,m1~13-v1.tif,f5~56-v1.tif,5.732304313554875
2,10,20,1,50,0.98,6,0,8,m,m5~54-v1.tif,f1~13-v1.tif,5.100893518857854
6,7,21,1,50,0.98,6,0,1,m,m3~35-v1.tif,f2~21-v1.tif,4.345805090634519
6,5,22,1,50,0.98,6,0,-1,f,m3~33-v1.tif,f2~22-v1.tif,8.175209805890713
6,5,23,1,50,0.98,6,0,-1,f,m1~16-v1.tif,f3~39-v1.tif,4.199042207687779
5,9,24,1,50,0.98,6,0,4,m,m3~33-v1.tif,f2~21-v1.tif,7.698173711486756
2,9,25,1,50,0.98,6,0,7,m,m1~18-v1.tif,f3~38-v1.tif,6.03971007791889
1,7,26,1,50,0.98,6,0,6,m,m3~33-v1.tif,f3~33-v1.tif,7.092284714185624
-1,5,27,1,50,0.98,6,0,6,m,m2~24-v1.tif,f4~46-v1.tif,5.466457585642262
3,0,28,1,50,0.98,6,0,-3,f,m1~19-v1.tif,f1~11-v1.tif,8.85284887091585
3,2,29,1,50,0.98,6,0,-1,f,m3~35-v1.tif,f1~13-v1.tif,4.511095379193731
-1,3,30,1,50,0.98,6,0,4,m,m4~43-v1.tif,f5~57-v1.tif,4.718947336049087
-1,3,31,1,50,0.98,6,0,4,m,m1~12-v1.tif,f3~38-v1.tif,4.6328725364544265
-2,3,32,1,50,0.98,6,0,5,m,m4~46-v1.tif,f5~57-v1.tif,4.871390942993729
-2,6,33,1,50,0.98,6,0,8,m,m3~36-v1.tif,f3~36-v1.tif,6.9927423875072385
-1,4,34,1,50,0.98,6,0,5,m,m5~53-v1.tif,f4~44-v1.tif,5.292304153239296
1,3,35,1,50,0.98,6,0,2,m,m4~48-v1.tif,f3~35-v1.tif,4.7935454562266955
-3,3,36,1,50,0.98,6,0,6,m,m2~24-v1.tif,f2~21-v1.tif,6.615666573931693
-6,5,37,1,50,0.98,6,0,11,m,m1~18-v1.tif,f3~38-v1.tif,4.016131004818117
-4,5,38,1,50,0.98,6,0,9,m,m2~29-v1.tif,f3~36-v1.tif,7.900898076371011
-3,8,39,1,50,0.98,6,0,11,m,m5~54-v1.tif,f3~31-v1.tif,7.045872990845816
-3,4,40,1,50,0.98,6,0,7,m,m5~56-v1.tif,f3~39-v1.tif,5.393203879391102
-2,5,41,1,50,0.98,6,0,7,m,m3~34-v1.tif,f5~55-v1.tif,5.854313529403225
-2,5,42,1,50,0.98,6,0,7,m,m3~33-v1.tif,f3~34-v1.tif,4.402478150190789
1,3,43,1,50,0.98,6,0,2,m,m2~27-v1.tif,f5~54-v1.tif,5.279316938247093
2,5,44,1,50,0.98,6,0,3,m,m4~49-v1.tif,f2~26-v1.tif,4.4132536381246945
1,4,45,1,50,0.98,6,0,3,m,m2~27-v1.tif,f5~52-v1.tif,4.362831213396947
0,3,46,1,50,0.98,6,0,3,m,m4~44-v1.tif,f5~59-v1.tif,4.10073444944775
3,1,47,1,50,0.98,6,0,-2,f,m1~15-v1.tif,f4~42-v1.tif,5.256407717709376
7,6,48,1,50,0.98,6,0,-1,f,m4~44-v1.tif,f2~26-v1.tif,4.859195053317219
5,6,49,1,50,0.98,6,0,1,m,m4~43-v1.tif,f3~34-v1.tif,5.047060463650366
7,5,50,1,50,0.98,6,0,-2,f,m2~22-v1.tif,f2~25-v1.tif,5.582480728196873
3,1,51,1,50,0.98,6,0,-2,f,m1~12-v1.tif,f5~510-v1.tif,4.3743967116875195
4,2,52,1,50,0.98,6,0,-2,f,m2~26-v1.tif,f5~59-v1.tif,4.156413963645457
5,4,53,1,50,0.98,6,0,-1,f,m4~49-v1.tif,f5~510-v1.tif,7.464490116942395
5,6,54,1,50,0.98,6,0,1,m,m4~45-v1.tif,f5~510-v1.tif,4.958177323311101
4,5,55,1,50,0.98,6,0,1,m,m4~44-v1.tif,f4~44-v1.tif,4.365077516131709
5,6,56,1,50,0.98,6,0,1,m,m4~410-v1.tif,f5~53-v1.tif,6.092800647880481
7,5,57,1,50,0.98,6,0,-2,f,m4~44-v1.tif,f1~11-v1.tif,6.216859677898248
4,8,58,1,50,0.98,6,0,4,m,m1~12-v1.tif,f2~21-v1.tif,7.423578006982712
1,9,59,1,50,0.98,6,0,8,m,m2~29-v1.tif,f3~31-v1.tif,7.494820821964448
