reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,3,0,2,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,5.043126433779894
10,0,1,2,50,0.98,6,0,-10,f,m2~21-v1.tif,f5~54-v1.tif,4.484183301607706
7,-2,2,2,50,0.98,6,0,-9,f,m2~27-v1.tif,f1~12-v1.tif,8.868287364574378
6,-1,3,2,50,0.98,6,0,-7,f,m1~19-v1.tif,f3~39-v1.tif,6.70896006785763
5,0,4,2,50,0.98,6,0,-5,f,m1~17-v1.tif,f1~15-v1.tif,4.564107591754161
6,2,5,2,50,0.98,6,0,-4,f,m3~36-v1.tif,f3~36-v1.tif,4.869178560111699
7,2,6,2,50,0.98,6,0,-5,f,m2~210-v1.tif,f2~23-v1.tif,5.779356525090622
7,2,7,2,50,0.98,6,0,-5,f,m4~49-v1.tif,f3~32-v1.tif,4.093079314964061
6,1,8,2,50,0.98,6,0,-5,f,m4~42-v1.tif,f5~52-v1.tif,6.1676736431983965
3,4,9,2,50,0.98,6,0,1,m,m5~52-v1.tif,f5~54-v1.tif,6.480024916740008
5,5,10,2,50,0.98,6,0,0,f,m1~15-v1.tif,f5~56-v1.tif,4.230589694354341
7,5,11,2,50,0.98,6,0,-2,f,m5~56-v1.tif,f3~36-v1.tif,4.300919431488129
5,6,12,2,50,0.98,6,0,1,m,m1~18-v1.tif,f4~46-v1.tif,5.529664855680995
6,3,13,2,50,0.98,6,0,-3,f,m5~54-v1.tif,f5~54-v1.tif,8.13119278164664
7,3,14,2,50,0.98,6,0,-4,f,m5~52-v1.tif,f1~14-v1.tif,5.913211786070089
10,2,15,2,50,0.98,6,0,-8,f,m3~32-v1.tif,f5~51-v1.tif,4.506707223922075
5,4,16,2,50,0.98,6,0,-1,f,m2~26-v1.tif,f4~41-v1.tif,4.182174500604258
2,4,17,2,50,0.98,6,0,2,m,m3~32-v1.tif,f2~23-v1.tif,4.1240876917880325
1,4,18,2,50,0.98,6,0,3,m,m4~41-v1.tif,f4~42-v1.tif,4.876005620250882
0,4,19,2,50,0.98,6,0,4,m,m1~13-v1.tif,f5~56-v1.tif,4.181689437077485
-3,2,20,2,50,0.98,6,0,5,m,m5~54-v1.tif,f1~13-v1.tif,6.469702736059958
-2,2,21,2,50,0.98,6,0,4,m,m3~35-v1.tif,f2~21-v1.tif,6.158981807711066
1,3,22,2,50,0.98,6,0,2,m,m3~33-v1.tif,f2~22-v1.tif,9.926601062952948
1,3,23,2,50,0.98,6,0,2,m,m1~16-v1.tif,f3~39-v1.tif,4.288520990334239
1,5,24,2,50,0.98,6,0,4,m,m3~33-v1.tif,f2~21-v1.tif,4.487072263216643
3,1,25,2,50,0.98,6,0,-2,f,m1~18-v1.tif,f3~38-v1.tif,9.034383800939423
6,1,26,2,50,0.98,6,0,-5,f,m3~33-v1.tif,f3~33-v1.tif,8.967182010332948
5,3,27,2,50,0.98,6,0,-2,f,m2~24-v1.tif,f4~46-v1.tif,4.897315635850095
7,2,28,2,50,0.98,6,0,-5,f,m1~19-v1.tif,f1~11-v1.tif,4.905997115918328
7,5,29,2,50,0.98,6,0,-2,f,m3~35-v1.tif,f1~13-v1.tif,5.470698410740285
7,4,30,2,50,0.98,6,0,-3,f,m4~43-v1.tif,f5~57-v1.tif,4.892095007139656
11,3,31,2,50,0.98,6,0,-8,f,m1~12-v1.tif,f3~38-v1.tif,4.504530867400142
8,4,32,2,50,0.98,6,0,-4,f,m4~46-v1.tif,f5~57-v1.tif,5.463230841935974
6,4,33,2,50,0.98,6,0,-2,f,m3~36-v1.tif,f3~36-v1.tif,4.9320074706181884
6,5,34,2,50,0.98,6,0,-1,f,m5~53-v1.tif,f4~44-v1.tif,7.274553497897211
6,5,35,2,50,0.98,6,0,-1,f,m4~48-v1.tif,f3~35-v1.tif,9.33955473130527
9,6,36,2,50,0.98,6,0,-3,f,m2~24-v1.tif,f2~21-v1.tif,4.700225720455254
7,9,37,2,50,0.98,6,0,2,m,m1~18-v1.tif,f3~38-v1.tif,5.25350708279852
9,8,38,2,50,0.98,6,0,-1,f,m2~29-v1.tif,f3~36-v1.tif,6.1550190239546865
7,8,39,2,50,0.98,6,0,1,m,m5~54-v1.tif,f3~31-v1.tif,4.4918926690213405
7,9,40,2,50,0.98,6,0,2,m,m5~56-v1.tif,f3~39-v1.tif,5.114843562149495
10,10,41,2,50,0.98,6,0,0,f,m3~34-v1.tif,f5~55-v1.tif,7.146578708048129
8,10,42,2,50,0.98,6,0,2,m,m3~33-v1.tif,f3~34-v1.tif,5.063352934317392
5,6,43,2,50,0.98,6,0,1,m,m2~27-v1.tif,f5~54-v1.tif,6.153006139376011
4,4,44,2,50,0.98,6,0,0,f,m4~49-v1.tif,f2~26-v1.tif,4.384091518005947
4,4,45,2,50,0.98,6,0,0,f,m2~27-v1.tif,f5~52-v1.tif,5.622134327178568
3,6,46,2,50,0.98,6,0,3,m,m4~44-v1.tif,f5~59-v1.tif,5.936062915041097
2,4,47,2,50,0.98,6,0,2,m,m1~15-v1.tif,f4~42-v1.tif,4.484367465821701
1,4,48,2,50,0.98,6,0,3,m,m4~44-v1.tif,f2~26-v1.tif,4.323892975196428
1,6,49,2,50,0.98,6,0,5,m,m4~43-v1.tif,f3~34-v1.tif,6.295622051727294
1,4,50,2,50,0.98,6,0,3,m,m2~22-v1.tif,f2~25-v1.tif,5.079347027142758
2,4,51,2,50,0.98,6,0,2,m,m1~12-v1.tif,f5~510-v1.tif,6.752670228985638
4,5,52,2,50,0.98,6,0,1,m,m2~26-v1.tif,f5~59-v1.tif,4.732381649356007
4,3,53,2,50,0.98,6,0,-1,f,m4~49-v1.tif,f5~510-v1.tif,4.599579870313319
5,3,54,2,50,0.98,6,0,-2,f,m4~45-v1.tif,f5~510-v1.tif,4.279303485065522
8,4,55,2,50,0.98,6,0,-4,f,m4~44-v1.tif,f4~44-v1.tif,7.311367361827024
7,4,56,2,50,0.98,6,0,-3,f,m4~410-v1.tif,f5~53-v1.tif,4.258638280162907
7,5,57,2,50,0.98,6,0,-2,f,m4~44-v1.tif,f1~11-v1.tif,4.838701492638962
7,5,58,2,50,0.98,6,0,-2,f,m1~12-v1.tif,f2~21-v1.tif,6.115906588001222
7,7,59,2,50,0.98,6,0,0,f,m2~29-v1.tif,f3~31-v1.tif,7.057979689528555
