reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,2,0,1,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,4.374702966645373
4,1,1,1,50,0.98,6,0,-3,f,m2~21-v1.tif,f5~54-v1.tif,4.082751830438839
2,1,2,1,50,0.98,6,0,-1,f,m2~27-v1.tif,f1~12-v1.tif,4.240218569301605
1,3,3,1,50,0.98,6,0,2,m,m1~19-v1.tif,f3~39-v1.tif,5.485299218869804
3,5,4,1,50,0.98,6,0,2,m,m1~17-v1.tif,f1~15-v1.tif,4.163831516253119
1,5,5,1,50,0.98,6,0,4,m,m3~36-v1.tif,f3~36-v1.tif,5.007413627522753
2,4,6,1,50,0.98,6,0,2,m,m2~210-v1.tif,f2~23-v1.tif,4.314085976631303
3,5,7,1,50,0.98,6,0,2,m,m4~49-v1.tif,f3~32-v1.tif,5.319308539575004
3,4,8,1,50,0.98,6,0,1,m,m4~42-v1.tif,f5~52-v1.tif,8.176058701488067
1,4,9,1,50,0.98,6,0,3,m,m5~52-v1.tif,f5~54-v1.tif,7.001789114986043
0,3,10,1,50,0.98,6,0,3,m,m1~15-v1.tif,f5~56-v1.tif,6.495371601521374
1,2,11,1,50,0.98,6,0,1,m,m5~56-v1.tif,f3~36-v1.tif,8.80214515445326
2,2,12,1,50,0.98,6,0,0,f,m1~18-v1.tif,f4~46-v1.tif,5.491317618376346
2,5,13,1,50,0.98,6,0,3,m,m5~54-v1.tif,f5~54-v1.tif,4.491837697524053
2,6,14,1,50,0.98,6,0,4,m,m5~52-v1.tif,f1~14-v1.tif,7.688787366910013
2,6,15,1,50,0.98,6,0,4,m,m3~32-v1.tif,f5~51-v1.tif,5.611339341594132
4,5,16,1,50,0.98,6,0,1,m,m2~26-v1.tif,f4~41-v1.tif,8.093512732775372
4,4,17,1,50,0.98,6,0,0,f,m3~32-v1.tif,f2~23-v1.tif,4.464444888946669
6,4,18,1,50,0.98,6,0,-2,f,m4~41-v1.tif,f4~42-v1.tif,6.769641483831231
6,2,19,1,50,0.98,6,0,-4,f,m1~13-v1.tif,f5~56-v1.tif,5.439362486931998
4,4,20,1,50,0.98,6,0,0,f,m5~54-v1.tif,f1~13-v1.tif,6.895707903699676
3,2,21,1,50,0.98,6,0,-1,f,m3~35-v1.tif,f2~21-v1.tif,5.192115905917365
3,1,22,1,50,0.98,6,0,-2,f,m3~33-v1.tif,f2~22-v1.tif,4.783067522210661
4,2,23,1,50,0.98,6,0,-2,f,m1~16-v1.tif,f3~39-v1.tif,6.433651882173967
3,2,24,1,50,0.98,6,0,-1,f,m3~33-v1.tif,f2~21-v1.tif,7.582510837771153
2,4,25,1,50,0.98,6,0,2,m,m1~18-v1.tif,f3~38-v1.tif,8.124149015225463
