reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,1,0,1,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~58-v1.tif,4.8324568304368665
8,5,1,1,50,0.98,6,0,-3,f,m2~21-v1.tif,f5~54-v1.tif,4.47089766074364
7,8,2,1,50,0.98,6,0,1,m,m2~27-v1.tif,f1~12-v1.tif,4.56903832066087
5,7,3,1,50,0.98,6,0,2,m,m1~19-v1.tif,f3~39-v1.tif,9.36003115607026
2,2,4,1,50,0.98,6,0,0,f,m1~17-v1.tif,f1~15-v1.tif,4.324849086638885
3,0,5,1,50,0.98,6,0,-3,f,m3~36-v1.tif,f3~36-v1.tif,6.061900016560565
2,3,6,1,50,0.98,6,0,1,m,m2~210-v1.tif,f2~23-v1.tif,6.8582704605146585
2,4,7,1,50,0.98,6,0,2,m,m4~49-v1.tif,f3~32-v1.tif,5.8749147577337775
5,2,8,1,50,0.98,6,0,-3,f,m4~42-v1.tif,f5~52-v1.tif,6.384573942006828
8,4,9,1,50,0.98,6,0,-4,f,m5~52-v1.tif,f5~54-v1.tif,4.2770281240426025
9,4,10,1,50,0.98,6,0,-5,f,m1~15-v1.tif,f5~56-v1.tif,6.276498741102182
6,3,11,1,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~36-v1.tif,6.221236601932681
7,2,12,1,50,0.98,6,0,-5,f,m1~18-v1.tif,f4~46-v1.tif,4.911493697779094
7,1,13,1,50,0.98,6,0,-6,f,m5~54-v1.tif,f5~54-v1.tif,4.375561591413441
5,3,14,1,50,0.98,6,0,-2,f,m5~52-v1.tif,f1~14-v1.tif,4.700519780862216
6,2,15,1,50,0.98,6,0,-4,f,m3~32-v1.tif,f5~51-v1.tif,6.0202310950013125
5,4,16,1,50,0.98,6,0,-1,f,m2~26-v1.tif,f4~41-v1.tif,4.07363608397475
6,2,17,1,50,0.98,6,0,-4,f,m3~32-v1.tif,f2~23-v1.tif,7.69642889908248
6,4,18,1,50,0.98,6,0,-2,f,m4~41-v1.tif,f4~42-v1.tif,4.707013009508581
8,2,19,1,50,0.98,6,0,-6,f,m1~13-v1.tif,f5~56-v1.tif,7.571133580459915
7,5,20,1,50,0.98,6,0,-2,f,m5~54-v1.tif,f1~13-v1.tif,5.03915801887624
4,4,21,1,50,0.98,6,0,0,f,m3~35-v1.tif,f2~21-v1.tif,4.074169830095541
3,3,22,1,50,0.98,6,0,0,f,m3~33-v1.tif,f2~22-v1.tif,5.669439879951191
1,5,23,1,50,0.98,6,0,4,m,m1~16-v1.tif,f3~39-v1.tif,5.336782470749893
0,6,24,1,50,0.98,6,0,6,m,m3~33-v1.tif,f2~21-v1.tif,7.887934079251037
-1,6,25,1,50,0.98,6,0,7,m,m1~18-v1.tif,f3~38-v1.tif,4.374031408969014
1,7,26,1,50,0.98,6,0,6,m,m3~33-v1.tif,f3~33-v1.tif,4.026712153195703
3,8,27,1,50,0.98,6,0,5,m,m2~24-v1.tif,f4~46-v1.tif,4.25721374194928
