reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
9,1,0,2,50,0.98,6,0,-8,f,m4~41-v1.tif,f5~58-v1.tif,7.66951174574003
9,-1,1,2,50,0.98,6,0,-10,f,m2~21-v1.tif,f5~54-v1.tif,5.389412007121432
9,1,2,2,50,0.98,6,0,-8,f,m2~27-v1.tif,f1~12-v1.tif,7.397250892628879
7,1,3,2,50,0.98,6,0,-6,f,m1~19-v1.tif,f3~39-v1.tif,4.0504358881989075
6,-1,4,2,50,0.98,6,0,-7,f,m1~17-v1.tif,f1~15-v1.tif,4.428760746397806
5,0,5,2,50,0.98,6,0,-5,f,m3~36-v1.tif,f3~36-v1.tif,6.369328425489536
6,0,6,2,50,0.98,6,0,-6,f,m2~210-v1.tif,f2~23-v1.tif,4.348523889196603
5,3,7,2,50,0.98,6,0,-2,f,m4~49-v1.tif,f3~32-v1.tif,7.888198101773575
7,1,8,2,50,0.98,6,0,-6,f,m4~42-v1.tif,f5~52-v1.tif,5.840111753557339
9,1,9,2,50,0.98,6,0,-8,f,m5~52-v1.tif,f5~54-v1.tif,4.147557401090261
8,0,10,2,50,0.98,6,0,-8,f,m1~15-v1.tif,f5~56-v1.tif,6.593589265400418
8,5,11,2,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~36-v1.tif,4.05807556787312
9,7,12,2,50,0.98,6,0,-2,f,m1~18-v1.tif,f4~46-v1.tif,7.493394383719917
7,6,13,2,50,0.98,6,0,-1,f,m5~54-v1.tif,f5~54-v1.tif,7.453136725832613
5,5,14,2,50,0.98,6,0,0,f,m5~52-v1.tif,f1~14-v1.tif,8.233289226521913
3,6,15,2,50,0.98,6,0,3,m,m3~32-v1.tif,f5~51-v1.tif,9.422622561737638
3,6,16,2,50,0.98,6,0,3,m,m2~26-v1.tif,f4~41-v1.tif,4.818627086046595
1,4,17,2,50,0.98,6,0,3,m,m3~32-v1.tif,f2~23-v1.tif,8.440544605250993
0,5,18,2,50,0.98,6,0,5,m,m4~41-v1.tif,f4~42-v1.tif,9.164694060666108
0,9,19,2,50,0.98,6,0,9,m,m1~13-v1.tif,f5~56-v1.tif,6.481877341151344
0,10,20,2,50,0.98,6,0,10,m,m5~54-v1.tif,f1~13-v1.tif,7.578996492206121
-1,8,21,2,50,0.98,6,0,9,m,m3~35-v1.tif,f2~21-v1.tif,9.341009845738803
2,8,22,2,50,0.98,6,0,6,m,m3~33-v1.tif,f2~22-v1.tif,8.403573780024042
1,7,23,2,50,0.98,6,0,6,m,m1~16-v1.tif,f3~39-v1.tif,4.525595578650087
1,7,24,2,50,0.98,6,0,6,m,m3~33-v1.tif,f2~21-v1.tif,4.455645494664751
2,7,25,2,50,0.98,6,0,5,m,m1~18-v1.tif,f3~38-v1.tif,5.986718046499008
