reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,1,0,2,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~58-v1.tif,4.2319311852331145
9,1,1,2,50,0.98,6,0,-8,f,m2~21-v1.tif,f5~54-v1.tif,5.085387113320732
10,1,2,2,50,0.98,6,0,-9,f,m2~27-v1.tif,f1~12-v1.tif,8.372165493723474
9,0,3,2,50,0.98,6,0,-9,f,m1~19-v1.tif,f3~39-v1.tif,6.342203750212681
9,1,4,2,50,0.98,6,0,-8,f,m1~17-v1.tif,f1~15-v1.tif,7.40635303788466
8,1,5,2,50,0.98,6,0,-7,f,m3~36-v1.tif,f3~36-v1.tif,4.217419504213904
8,1,6,2,50,0.98,6,0,-7,f,m2~210-v1.tif,f2~23-v1.tif,4.993862443149247
7,0,7,2,50,0.98,6,0,-7,f,m4~49-v1.tif,f3~32-v1.tif,4.9027614188261435
7,0,8,2,50,0.98,6,0,-7,f,m4~42-v1.tif,f5~52-v1.tif,4.180163498870146
7,4,9,2,50,0.98,6,0,-3,f,m5~52-v1.tif,f5~54-v1.tif,8.630837547468193
9,3,10,2,50,0.98,6,0,-6,f,m1~15-v1.tif,f5~56-v1.tif,4.615236159254192
8,4,11,2,50,0.98,6,0,-4,f,m5~56-v1.tif,f3~36-v1.tif,5.045629493979948
2,4,12,2,50,0.98,6,0,2,m,m1~18-v1.tif,f4~46-v1.tif,5.172655899554332
4,4,13,2,50,0.98,6,0,0,f,m5~54-v1.tif,f5~54-v1.tif,4.792985248429169
5,7,14,2,50,0.98,6,0,2,m,m5~52-v1.tif,f1~14-v1.tif,5.122808025344285
3,4,15,2,50,0.98,6,0,1,m,m3~32-v1.tif,f5~51-v1.tif,5.6396117375944685
2,4,16,2,50,0.98,6,0,2,m,m2~26-v1.tif,f4~41-v1.tif,4.160784631474552
0,6,17,2,50,0.98,6,0,6,m,m3~32-v1.tif,f2~23-v1.tif,5.6438450241341425
0,7,18,2,50,0.98,6,0,7,m,m4~41-v1.tif,f4~42-v1.tif,4.132143838285175
0,7,19,2,50,0.98,6,0,7,m,m1~13-v1.tif,f5~56-v1.tif,4.134663500239178
1,6,20,2,50,0.98,6,0,5,m,m5~54-v1.tif,f1~13-v1.tif,4.3348447717583385
2,6,21,2,50,0.98,6,0,4,m,m3~35-v1.tif,f2~21-v1.tif,5.778536145361109
3,5,22,2,50,0.98,6,0,2,m,m3~33-v1.tif,f2~22-v1.tif,9.562068440343872
6,5,23,2,50,0.98,6,0,-1,f,m1~16-v1.tif,f3~39-v1.tif,4.221795328249868
8,2,24,2,50,0.98,6,0,-6,f,m3~33-v1.tif,f2~21-v1.tif,4.31861190461368
6,1,25,2,50,0.98,6,0,-5,f,m1~18-v1.tif,f3~38-v1.tif,4.796873262126253
2,3,26,2,50,0.98,6,0,1,m,m3~33-v1.tif,f3~33-v1.tif,8.250404919991064
4,1,27,2,50,0.98,6,0,-3,f,m2~24-v1.tif,f4~46-v1.tif,8.299664343437705
2,1,28,2,50,0.98,6,0,-1,f,m1~19-v1.tif,f1~11-v1.tif,4.14054450438396
3,0,29,2,50,0.98,6,0,-3,f,m3~35-v1.tif,f1~13-v1.tif,4.1425979847016725
2,-1,30,2,50,0.98,6,0,-3,f,m4~43-v1.tif,f5~57-v1.tif,6.6943367443702915
4,-1,31,2,50,0.98,6,0,-5,f,m1~12-v1.tif,f3~38-v1.tif,9.36082694384898
1,1,32,2,50,0.98,6,0,0,f,m4~46-v1.tif,f5~57-v1.tif,4.717425222394046
1,3,33,2,50,0.98,6,0,2,m,m3~36-v1.tif,f3~36-v1.tif,7.419984809819765
3,5,34,2,50,0.98,6,0,2,m,m5~53-v1.tif,f4~44-v1.tif,6.482612028648539
6,5,35,2,50,0.98,6,0,-1,f,m4~48-v1.tif,f3~35-v1.tif,7.108326716788008
7,5,36,2,50,0.98,6,0,-2,f,m2~24-v1.tif,f2~21-v1.tif,4.254340619659171
8,4,37,2,50,0.98,6,0,-4,f,m1~18-v1.tif,f3~38-v1.tif,5.116102099673806
7,4,38,2,50,0.98,6,0,-3,f,m2~29-v1.tif,f3~36-v1.tif,6.250218481284934
5,3,39,2,50,0.98,6,0,-2,f,m5~54-v1.tif,f3~31-v1.tif,7.94150455664372
6,3,40,2,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~39-v1.tif,4.39475248774897
6,4,41,2,50,0.98,6,0,-2,f,m3~34-v1.tif,f5~55-v1.tif,4.379837438174975
5,2,42,2,50,0.98,6,0,-3,f,m3~33-v1.tif,f3~34-v1.tif,5.328661882027969
6,3,43,2,50,0.98,6,0,-3,f,m2~27-v1.tif,f5~54-v1.tif,4.692894039557098
2,1,44,2,50,0.98,6,0,-1,f,m4~49-v1.tif,f2~26-v1.tif,4.830121069739404
3,0,45,2,50,0.98,6,0,-3,f,m2~27-v1.tif,f5~52-v1.tif,4.178319657042912
1,2,46,2,50,0.98,6,0,1,m,m4~44-v1.tif,f5~59-v1.tif,4.49210567140258
1,2,47,2,50,0.98,6,0,1,m,m1~15-v1.tif,f4~42-v1.tif,4.325283660426802
4,2,48,2,50,0.98,6,0,-2,f,m4~44-v1.tif,f2~26-v1.tif,7.924830277490695
1,1,49,2,50,0.98,6,0,0,f,m4~43-v1.tif,f3~34-v1.tif,6.376427886969099
-1,1,50,2,50,0.98,6,0,2,m,m2~22-v1.tif,f2~25-v1.tif,5.193724065281558
-1,0,51,2,50,0.98,6,0,1,m,m1~12-v1.tif,f5~510-v1.tif,4.615396664359078
-2,5,52,2,50,0.98,6,0,7,m,m2~26-v1.tif,f5~59-v1.tif,5.824802784654512
1,6,53,2,50,0.98,6,0,5,m,m4~49-v1.tif,f5~510-v1.tif,5.598045124858247
3,8,54,2,50,0.98,6,0,5,m,m4~45-v1.tif,f5~510-v1.tif,5.506967961225388
5,10,55,2,50,0.98,6,0,5,m,m4~44-v1.tif,f4~44-v1.tif,6.942132139717111
3,11,56,2,50,0.98,6,0,8,m,m4~410-v1.tif,f5~53-v1.tif,9.561472960789882
1,9,57,2,50,0.98,6,0,8,m,m4~44-v1.tif,f1~11-v1.tif,5.6101661151387425
2,9,58,2,50,0.98,6,0,7,m,m1~12-v1.tif,f2~21-v1.tif,5.4417384504697655
2,8,59,2,50,0.98,6,0,6,m,m2~29-v1.tif,f3~31-v1.tif,4.385812860772859
