reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,1,0,1,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,8.51998256902699
7,3,1,1,50,0.98,6,0,-4,f,m2~21-v1.tif,f5~54-v1.tif,6.443225885665278
7,1,2,1,50,0.98,6,0,-6,f,m2~27-v1.tif,f1~12-v1.tif,4.283413851518448
8,0,3,1,50,0.98,6,0,-8,f,m1~19-v1.tif,f3~39-v1.tif,4.718058051591554
7,1,4,1,50,0.98,6,0,-6,f,m1~17-v1.tif,f1~15-v1.tif,4.2157958604513635
8,-1,5,1,50,0.98,6,0,-9,f,m3~36-v1.tif,f3~36-v1.tif,5.389354783473278
3,-1,6,1,50,0.98,6,0,-4,f,m2~210-v1.tif,f2~23-v1.tif,4.636514512294164
7,0,7,1,50,0.98,6,0,-7,f,m4~49-v1.tif,f3~32-v1.tif,4.27101187962242
9,-2,8,1,50,0.98,6,0,-11,f,m4~42-v1.tif,f5~52-v1.tif,5.8042961582935755
9,-2,9,1,50,0.98,6,0,-11,f,m5~52-v1.tif,f5~54-v1.tif,5.830939143693019
11,-1,10,1,50,0.98,6,0,-12,f,m1~15-v1.tif,f5~56-v1.tif,5.497355247085034
10,0,11,1,50,0.98,6,0,-10,f,m5~56-v1.tif,f3~36-v1.tif,4.937145388332686
10,-1,12,1,50,0.98,6,0,-11,f,m1~18-v1.tif,f4~46-v1.tif,7.7429342612985455
11,-2,13,1,50,0.98,6,0,-13,f,m5~54-v1.tif,f5~54-v1.tif,5.111917679178045
9,1,14,1,50,0.98,6,0,-8,f,m5~52-v1.tif,f1~14-v1.tif,8.255387868547944
10,0,15,1,50,0.98,6,0,-10,f,m3~32-v1.tif,f5~51-v1.tif,6.958392945368444
8,-3,16,1,50,0.98,6,0,-11,f,m2~26-v1.tif,f4~41-v1.tif,8.712391525470089
8,-2,17,1,50,0.98,6,0,-10,f,m3~32-v1.tif,f2~23-v1.tif,7.83298191535301
9,1,18,1,50,0.98,6,0,-8,f,m4~41-v1.tif,f4~42-v1.tif,5.233320508503917
10,1,19,1,50,0.98,6,0,-9,f,m1~13-v1.tif,f5~56-v1.tif,5.49943023299869
6,0,20,1,50,0.98,6,0,-6,f,m5~54-v1.tif,f1~13-v1.tif,6.879959402543413
4,0,21,1,50,0.98,6,0,-4,f,m3~35-v1.tif,f2~21-v1.tif,6.014616577194321
3,-2,22,1,50,0.98,6,0,-5,f,m3~33-v1.tif,f2~22-v1.tif,4.340382190628706
4,-3,23,1,50,0.98,6,0,-7,f,m1~16-v1.tif,f3~39-v1.tif,5.987860923139035
4,-2,24,1,50,0.98,6,0,-6,f,m3~33-v1.tif,f2~21-v1.tif,4.171892470585826
3,2,25,1,50,0.98,6,0,-1,f,m1~18-v1.tif,f3~38-v1.tif,9.426887923546065
5,2,26,1,50,0.98,6,0,-3,f,m3~33-v1.tif,f3~33-v1.tif,4.991469713966275
7,3,27,1,50,0.98,6,0,-4,f,m2~24-v1.tif,f4~46-v1.tif,7.874389468543
9,1,28,1,50,0.98,6,0,-8,f,m1~19-v1.tif,f1~11-v1.tif,6.444817770030936
9,3,29,1,50,0.98,6,0,-6,f,m3~35-v1.tif,f1~13-v1.tif,8.682395275365243
10,4,30,1,50,0.98,6,0,-6,f,m4~43-v1.tif,f5~57-v1.tif,5.273795332246973
11,1,31,1,50,0.98,6,0,-10,f,m1~12-v1.tif,f3~38-v1.tif,5.877412886702155
9,0,32,1,50,0.98,6,0,-9,f,m4~46-v1.tif,f5~57-v1.tif,5.451812310603224
5,0,33,1,50,0.98,6,0,-5,f,m3~36-v1.tif,f3~36-v1.tif,4.502121855160722
-1,-1,34,1,50,0.98,6,0,0,f,m5~53-v1.tif,f4~44-v1.tif,4.9817894681869035
2,-2,35,1,50,0.98,6,0,-4,f,m4~48-v1.tif,f3~35-v1.tif,4.434390475278505
