reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,2,0,1,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,7.0628600741226695
9,2,1,1,50,0.98,6,0,-7,f,m2~21-v1.tif,f5~54-v1.tif,4.829020768854564
9,4,2,1,50,0.98,6,0,-5,f,m2~27-v1.tif,f1~12-v1.tif,7.130199581188993
4,4,3,1,50,0.98,6,0,0,f,m1~19-v1.tif,f3~39-v1.tif,5.562025248039759
3,5,4,1,50,0.98,6,0,2,m,m1~17-v1.tif,f1~15-v1.tif,8.517802908234787
2,5,5,1,50,0.98,6,0,3,m,m3~36-v1.tif,f3~36-v1.tif,5.062433263419534
1,6,6,1,50,0.98,6,0,5,m,m2~210-v1.tif,f2~23-v1.tif,7.3574327240268875
4,6,7,1,50,0.98,6,0,2,m,m4~49-v1.tif,f3~32-v1.tif,4.441778544438629
4,3,8,1,50,0.98,6,0,-1,f,m4~42-v1.tif,f5~52-v1.tif,4.634317281464576
4,4,9,1,50,0.98,6,0,0,f,m5~52-v1.tif,f5~54-v1.tif,5.032128909944147
4,3,10,1,50,0.98,6,0,-1,f,m1~15-v1.tif,f5~56-v1.tif,6.169512073488784
7,4,11,1,50,0.98,6,0,-3,f,m5~56-v1.tif,f3~36-v1.tif,4.264861169951505
6,4,12,1,50,0.98,6,0,-2,f,m1~18-v1.tif,f4~46-v1.tif,4.686945481349971
6,3,13,1,50,0.98,6,0,-3,f,m5~54-v1.tif,f5~54-v1.tif,4.190519817294881
6,1,14,1,50,0.98,6,0,-5,f,m5~52-v1.tif,f1~14-v1.tif,9.691684161706688
5,3,15,1,50,0.98,6,0,-2,f,m3~32-v1.tif,f5~51-v1.tif,4.5114743474181696
3,5,16,1,50,0.98,6,0,2,m,m2~26-v1.tif,f4~41-v1.tif,4.655357886364166
3,6,17,1,50,0.98,6,0,3,m,m3~32-v1.tif,f2~23-v1.tif,4.727577856896419
5,6,18,1,50,0.98,6,0,1,m,m4~41-v1.tif,f4~42-v1.tif,8.275883691825639
5,6,19,1,50,0.98,6,0,1,m,m1~13-v1.tif,f5~56-v1.tif,4.039523907005456
4,9,20,1,50,0.98,6,0,5,m,m5~54-v1.tif,f1~13-v1.tif,4.411608214606903
4,12,21,1,50,0.98,6,0,8,m,m3~35-v1.tif,f2~21-v1.tif,5.4990754949714145
3,8,22,1,50,0.98,6,0,5,m,m3~33-v1.tif,f2~22-v1.tif,5.0745263465448005
-1,7,23,1,50,0.98,6,0,8,m,m1~16-v1.tif,f3~39-v1.tif,6.746822921395026
1,6,24,1,50,0.98,6,0,5,m,m3~33-v1.tif,f2~21-v1.tif,6.880541197174974
0,6,25,1,50,0.98,6,0,6,m,m1~18-v1.tif,f3~38-v1.tif,7.416578144242369
1,5,26,1,50,0.98,6,0,4,m,m3~33-v1.tif,f3~33-v1.tif,4.3459754777568955
3,3,27,1,50,0.98,6,0,0,f,m2~24-v1.tif,f4~46-v1.tif,7.788435975525603
6,4,28,1,50,0.98,6,0,-2,f,m1~19-v1.tif,f1~11-v1.tif,5.088428396935565
5,3,29,1,50,0.98,6,0,-2,f,m3~35-v1.tif,f1~13-v1.tif,6.733366494055769
5,6,30,1,50,0.98,6,0,1,m,m4~43-v1.tif,f5~57-v1.tif,5.149605240529073
7,2,31,1,50,0.98,6,0,-5,f,m1~12-v1.tif,f3~38-v1.tif,6.175717076454749
5,4,32,1,50,0.98,6,0,-1,f,m4~46-v1.tif,f5~57-v1.tif,4.232069957835262
5,8,33,1,50,0.98,6,0,3,m,m3~36-v1.tif,f3~36-v1.tif,5.054763612593215
2,8,34,1,50,0.98,6,0,6,m,m5~53-v1.tif,f4~44-v1.tif,5.990804507894662
1,8,35,1,50,0.98,6,0,7,m,m4~48-v1.tif,f3~35-v1.tif,7.558205056478952
4,7,36,1,50,0.98,6,0,3,m,m2~24-v1.tif,f2~21-v1.tif,9.310506007618029
4,8,37,1,50,0.98,6,0,4,m,m1~18-v1.tif,f3~38-v1.tif,4.885714873847121
3,8,38,1,50,0.98,6,0,5,m,m2~29-v1.tif,f3~36-v1.tif,7.357061999847789
4,9,39,1,50,0.98,6,0,5,m,m5~54-v1.tif,f3~31-v1.tif,5.752584508904579
5,9,40,1,50,0.98,6,0,4,m,m5~56-v1.tif,f3~39-v1.tif,5.74125573313585
4,10,41,1,50,0.98,6,0,6,m,m3~34-v1.tif,f5~55-v1.tif,7.0205801590192
4,10,42,1,50,0.98,6,0,6,m,m3~33-v1.tif,f3~34-v1.tif,4.584185187343878
6,7,43,1,50,0.98,6,0,1,m,m2~27-v1.tif,f5~54-v1.tif,6.799828008090872
7,8,44,1,50,0.98,6,0,1,m,m4~49-v1.tif,f2~26-v1.tif,4.870816075588229
11,7,45,1,50,0.98,6,0,-4,f,m2~27-v1.tif,f5~52-v1.tif,6.0532192531957225
10,7,46,1,50,0.98,6,0,-3,f,m4~44-v1.tif,f5~59-v1.tif,9.267941666683928
9,1,47,1,50,0.98,6,0,-8,f,m1~15-v1.tif,f4~42-v1.tif,4.392184531910232
10,2,48,1,50,0.98,6,0,-8,f,m4~44-v1.tif,f2~26-v1.tif,4.333908712564016
11,0,49,1,50,0.98,6,0,-11,f,m4~43-v1.tif,f3~34-v1.tif,4.725175858007928
9,-2,50,1,50,0.98,6,0,-11,f,m2~22-v1.tif,f2~25-v1.tif,5.133743658800335
8,0,51,1,50,0.98,6,0,-8,f,m1~12-v1.tif,f5~510-v1.tif,4.239881452248492
8,0,52,1,50,0.98,6,0,-8,f,m2~26-v1.tif,f5~59-v1.tif,6.9497684188203905
5,-1,53,1,50,0.98,6,0,-6,f,m4~49-v1.tif,f5~510-v1.tif,4.813964627957424
6,-1,54,1,50,0.98,6,0,-7,f,m4~45-v1.tif,f5~510-v1.tif,5.341715297326965
6,-2,55,1,50,0.98,6,0,-8,f,m4~44-v1.tif,f4~44-v1.tif,4.873890111723808
4,-3,56,1,50,0.98,6,0,-7,f,m4~410-v1.tif,f5~53-v1.tif,7.540907475264072
5,-1,57,1,50,0.98,6,0,-6,f,m4~44-v1.tif,f1~11-v1.tif,4.757341790673943
4,2,58,1,50,0.98,6,0,-2,f,m1~12-v1.tif,f2~21-v1.tif,6.237768112871477
1,5,59,1,50,0.98,6,0,4,m,m2~29-v1.tif,f3~31-v1.tif,8.913739097542749
