reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,1,0,1,50,0.98,6,0,-7,f,m4~410-v1.tif,f1~14-v1.tif,5.191427427176478
7,2,1,1,50,0.98,6,0,-5,f,m2~26-v1.tif,f4~46-v1.tif,4.403426259501286
5,2,2,1,50,0.98,6,0,-3,f,m4~41-v1.tif,f5~510-v1.tif,10.027418414612146
4,2,3,1,50,0.98,6,0,-2,f,m5~52-v1.tif,f3~35-v1.tif,5.460371920454792
7,3,4,1,50,0.98,6,0,-4,f,m2~22-v1.tif,f4~46-v1.tif,6.053734240635661
5,1,5,1,50,0.98,6,0,-4,f,m2~24-v1.tif,f2~25-v1.tif,5.964683442358584
4,2,6,1,50,0.98,6,0,-2,f,m1~16-v1.tif,f1~12-v1.tif,8.3958980793354
5,1,7,1,50,0.98,6,0,-4,f,m1~19-v1.tif,f3~35-v1.tif,8.400234416663366
4,1,8,1,50,0.98,6,0,-3,f,m2~29-v1.tif,f5~54-v1.tif,4.01965813268752
7,4,9,1,50,0.98,6,0,-3,f,m3~34-v1.tif,f1~14-v1.tif,5.5171447499076605
9,4,10,1,50,0.98,6,0,-5,f,m4~45-v1.tif,f4~41-v1.tif,6.210619762879169
11,5,11,1,50,0.98,6,0,-6,f,m4~45-v1.tif,f3~310-v1.tif,4.967697498866067
12,3,12,1,50,0.98,6,0,-9,f,m1~19-v1.tif,f2~26-v1.tif,4.960920543959583
10,6,13,1,50,0.98,6,0,-4,f,m4~45-v1.tif,f3~310-v1.tif,7.740512748960557
10,3,14,1,50,0.98,6,0,-7,f,m4~48-v1.tif,f1~11-v1.tif,11.754251237164056
9,3,15,1,50,0.98,6,0,-6,f,m2~210-v1.tif,f5~57-v1.tif,4.283838967007412
9,4,16,1,50,0.98,6,0,-5,f,m4~43-v1.tif,f2~22-v1.tif,4.188485027612518
7,4,17,1,50,0.98,6,0,-3,f,m2~27-v1.tif,f5~53-v1.tif,5.252986074199512
7,2,18,1,50,0.98,6,0,-5,f,m1~15-v1.tif,f3~38-v1.tif,6.203129693196617
7,3,19,1,50,0.98,6,0,-4,f,m4~47-v1.tif,f3~37-v1.tif,5.529689928168024
8,3,20,1,50,0.98,6,0,-5,f,m2~21-v1.tif,f4~41-v1.tif,9.095875461098537
