reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
6,1,0,1,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,6.2659025530565975
8,2,1,1,50,0.98,6,0,-6,f,m2~21-v1.tif,f5~54-v1.tif,6.341136119596798
8,3,2,1,50,0.98,6,0,-5,f,m2~27-v1.tif,f1~12-v1.tif,4.250699307661327
6,1,3,1,50,0.98,6,0,-5,f,m1~19-v1.tif,f3~39-v1.tif,4.322666739869298
10,-1,4,1,50,0.98,6,0,-11,f,m1~17-v1.tif,f1~15-v1.tif,9.406814409080768
8,-1,5,1,50,0.98,6,0,-9,f,m3~36-v1.tif,f3~36-v1.tif,4.102331463279281
7,0,6,1,50,0.98,6,0,-7,f,m2~210-v1.tif,f2~23-v1.tif,4.4993976514349425
8,-2,7,1,50,0.98,6,0,-10,f,m4~49-v1.tif,f3~32-v1.tif,5.429948298603811
6,1,8,1,50,0.98,6,0,-5,f,m4~42-v1.tif,f5~52-v1.tif,7.5888405941682695
6,0,9,1,50,0.98,6,0,-6,f,m5~52-v1.tif,f5~54-v1.tif,4.52925407409216
4,2,10,1,50,0.98,6,0,-2,f,m1~15-v1.tif,f5~56-v1.tif,4.0062371452432615
2,2,11,1,50,0.98,6,0,0,f,m5~56-v1.tif,f3~36-v1.tif,4.0042582192398575
0,2,12,1,50,0.98,6,0,2,m,m1~18-v1.tif,f4~46-v1.tif,5.664999694724637
2,2,13,1,50,0.98,6,0,0,f,m5~54-v1.tif,f5~54-v1.tif,4.837771992665746
2,4,14,1,50,0.98,6,0,2,m,m5~52-v1.tif,f1~14-v1.tif,4.32960905153046
0,2,15,1,50,0.98,6,0,2,m,m3~32-v1.tif,f5~51-v1.tif,7.086952032280727
2,5,16,1,50,0.98,6,0,3,m,m2~26-v1.tif,f4~41-v1.tif,4.162598195283841
1,5,17,1,50,0.98,6,0,4,m,m3~32-v1.tif,f2~23-v1.tif,4.5689915898771005
-1,4,18,1,50,0.98,6,0,5,m,m4~41-v1.tif,f4~42-v1.tif,4.831862831581227
0,8,19,1,50,0.98,6,0,8,m,m1~13-v1.tif,f5~56-v1.tif,4.077394262800956
1,9,20,1,50,0.98,6,0,8,m,m5~54-v1.tif,f1~13-v1.tif,5.3019088441303595
0,9,21,1,50,0.98,6,0,9,m,m3~35-v1.tif,f2~21-v1.tif,5.337273917585819
4,10,22,1,50,0.98,6,0,6,m,m3~33-v1.tif,f2~22-v1.tif,5.419636807635044
7,6,23,1,50,0.98,6,0,-1,f,m1~16-v1.tif,f3~39-v1.tif,8.01193163450655
8,6,24,1,50,0.98,6,0,-2,f,m3~33-v1.tif,f2~21-v1.tif,5.774473879118412
7,8,25,1,50,0.98,6,0,1,m,m1~18-v1.tif,f3~38-v1.tif,8.430136824804265
11,3,26,1,50,0.98,6,0,-8,f,m3~33-v1.tif,f3~33-v1.tif,5.007063916721105
7,2,27,1,50,0.98,6,0,-5,f,m2~24-v1.tif,f4~46-v1.tif,7.131054788372488
7,1,28,1,50,0.98,6,0,-6,f,m1~19-v1.tif,f1~11-v1.tif,4.692444510557349
8,3,29,1,50,0.98,6,0,-5,f,m3~35-v1.tif,f1~13-v1.tif,9.426923732639825
7,4,30,1,50,0.98,6,0,-3,f,m4~43-v1.tif,f5~57-v1.tif,5.355981004304234
6,2,31,1,50,0.98,6,0,-4,f,m1~12-v1.tif,f3~38-v1.tif,8.882588293772452
6,2,32,1,50,0.98,6,0,-4,f,m4~46-v1.tif,f5~57-v1.tif,4.4894620306589355
7,-1,33,1,50,0.98,6,0,-8,f,m3~36-v1.tif,f3~36-v1.tif,6.07509294937575
6,-2,34,1,50,0.98,6,0,-8,f,m5~53-v1.tif,f4~44-v1.tif,4.129591354124691
8,-2,35,1,50,0.98,6,0,-10,f,m4~48-v1.tif,f3~35-v1.tif,5.017742633779943
7,-2,36,1,50,0.98,6,0,-9,f,m2~24-v1.tif,f2~21-v1.tif,4.993317560622386
6,0,37,1,50,0.98,6,0,-6,f,m1~18-v1.tif,f3~38-v1.tif,7.727158587996231
6,2,38,1,50,0.98,6,0,-4,f,m2~29-v1.tif,f3~36-v1.tif,5.906052429637945
1,1,39,1,50,0.98,6,0,0,f,m5~54-v1.tif,f3~31-v1.tif,4.3966088009047235
