reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,4,0,2,50,0.98,6,0,-4,f,m4~41-v1.tif,f5~58-v1.tif,5.910105108850985
6,4,1,2,50,0.98,6,0,-2,f,m2~21-v1.tif,f5~54-v1.tif,7.206647160836139
4,8,2,2,50,0.98,6,0,4,m,m2~27-v1.tif,f1~12-v1.tif,5.5853753455590125
5,5,3,2,50,0.98,6,0,0,f,m1~19-v1.tif,f3~39-v1.tif,7.104818746412057
3,6,4,2,50,0.98,6,0,3,m,m1~17-v1.tif,f1~15-v1.tif,7.53081530137653
4,5,5,2,50,0.98,6,0,1,m,m3~36-v1.tif,f3~36-v1.tif,4.7962090386064045
3,4,6,2,50,0.98,6,0,1,m,m2~210-v1.tif,f2~23-v1.tif,5.382377979080495
3,4,7,2,50,0.98,6,0,1,m,m4~49-v1.tif,f3~32-v1.tif,4.146793990225667
2,5,8,2,50,0.98,6,0,3,m,m4~42-v1.tif,f5~52-v1.tif,4.119858063220806
1,4,9,2,50,0.98,6,0,3,m,m5~52-v1.tif,f5~54-v1.tif,4.696757697360075
3,2,10,2,50,0.98,6,0,-1,f,m1~15-v1.tif,f5~56-v1.tif,9.46478489012156
5,1,11,2,50,0.98,6,0,-4,f,m5~56-v1.tif,f3~36-v1.tif,4.994723450069587
3,0,12,2,50,0.98,6,0,-3,f,m1~18-v1.tif,f4~46-v1.tif,7.834093768525518
6,6,13,2,50,0.98,6,0,0,f,m5~54-v1.tif,f5~54-v1.tif,4.918987073098749
3,5,14,2,50,0.98,6,0,2,m,m5~52-v1.tif,f1~14-v1.tif,7.568536259728951
1,5,15,2,50,0.98,6,0,4,m,m3~32-v1.tif,f5~51-v1.tif,4.042495030664502
0,5,16,2,50,0.98,6,0,5,m,m2~26-v1.tif,f4~41-v1.tif,8.515702450540415
4,4,17,2,50,0.98,6,0,0,f,m3~32-v1.tif,f2~23-v1.tif,5.307928733238484
2,3,18,2,50,0.98,6,0,1,m,m4~41-v1.tif,f4~42-v1.tif,6.334597392426392
-1,4,19,2,50,0.98,6,0,5,m,m1~13-v1.tif,f5~56-v1.tif,4.454982385596481
-3,-1,20,2,50,0.98,6,0,2,m,m5~54-v1.tif,f1~13-v1.tif,6.350387283195186
-1,2,21,2,50,0.98,6,0,3,m,m3~35-v1.tif,f2~21-v1.tif,5.177681480170319
-2,6,22,2,50,0.98,6,0,8,m,m3~33-v1.tif,f2~22-v1.tif,7.890003594653359
