reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,2,0,2,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,9.287630762786199
7,3,1,2,50,0.98,6,0,-4,f,m2~21-v1.tif,f5~54-v1.tif,6.374688460566202
9,4,2,2,50,0.98,6,0,-5,f,m2~27-v1.tif,f1~12-v1.tif,4.73925226131372
8,5,3,2,50,0.98,6,0,-3,f,m1~19-v1.tif,f3~39-v1.tif,4.888707300680434
4,3,4,2,50,0.98,6,0,-1,f,m1~17-v1.tif,f1~15-v1.tif,6.640254935058297
6,4,5,2,50,0.98,6,0,-2,f,m3~36-v1.tif,f3~36-v1.tif,8.975693299574075
5,5,6,2,50,0.98,6,0,0,f,m2~210-v1.tif,f2~23-v1.tif,5.030759697812711
3,8,7,2,50,0.98,6,0,5,m,m4~49-v1.tif,f3~32-v1.tif,4.840103050685203
3,8,8,2,50,0.98,6,0,5,m,m4~42-v1.tif,f5~52-v1.tif,6.624793452940008
1,3,9,2,50,0.98,6,0,2,m,m5~52-v1.tif,f5~54-v1.tif,4.816859616577514
0,2,10,2,50,0.98,6,0,2,m,m1~15-v1.tif,f5~56-v1.tif,6.026309971892742
2,3,11,2,50,0.98,6,0,1,m,m5~56-v1.tif,f3~36-v1.tif,7.038243844160024
3,3,12,2,50,0.98,6,0,0,f,m1~18-v1.tif,f4~46-v1.tif,7.1123754003257815
3,1,13,2,50,0.98,6,0,-2,f,m5~54-v1.tif,f5~54-v1.tif,4.014131370081309
2,3,14,2,50,0.98,6,0,1,m,m5~52-v1.tif,f1~14-v1.tif,4.673014188786558
4,5,15,2,50,0.98,6,0,1,m,m3~32-v1.tif,f5~51-v1.tif,7.460186610233675
2,5,16,2,50,0.98,6,0,3,m,m2~26-v1.tif,f4~41-v1.tif,5.064683998415947
1,4,17,2,50,0.98,6,0,3,m,m3~32-v1.tif,f2~23-v1.tif,4.788909260094279
4,7,18,2,50,0.98,6,0,3,m,m4~41-v1.tif,f4~42-v1.tif,9.120893920431074
4,7,19,2,50,0.98,6,0,3,m,m1~13-v1.tif,f5~56-v1.tif,6.543139053982189
6,8,20,2,50,0.98,6,0,2,m,m5~54-v1.tif,f1~13-v1.tif,5.07411904727133
6,4,21,2,50,0.98,6,0,-2,f,m3~35-v1.tif,f2~21-v1.tif,4.045639397759792
6,4,22,2,50,0.98,6,0,-2,f,m3~33-v1.tif,f2~22-v1.tif,4.023363612480132
7,4,23,2,50,0.98,6,0,-3,f,m1~16-v1.tif,f3~39-v1.tif,6.772325481442785
4,1,24,2,50,0.98,6,0,-3,f,m3~33-v1.tif,f2~21-v1.tif,4.682166039853238
6,5,25,2,50,0.98,6,0,-1,f,m1~18-v1.tif,f3~38-v1.tif,4.395100996865141
9,5,26,2,50,0.98,6,0,-4,f,m3~33-v1.tif,f3~33-v1.tif,5.321854169904324
7,4,27,2,50,0.98,6,0,-3,f,m2~24-v1.tif,f4~46-v1.tif,4.474393264468576
7,3,28,2,50,0.98,6,0,-4,f,m1~19-v1.tif,f1~11-v1.tif,4.548003428658257
7,5,29,2,50,0.98,6,0,-2,f,m3~35-v1.tif,f1~13-v1.tif,5.478826318949515
8,5,30,2,50,0.98,6,0,-3,f,m4~43-v1.tif,f5~57-v1.tif,4.4675366572488135
7,5,31,2,50,0.98,6,0,-2,f,m1~12-v1.tif,f3~38-v1.tif,8.09530923794167
6,2,32,2,50,0.98,6,0,-4,f,m4~46-v1.tif,f5~57-v1.tif,5.911974248046351
6,2,33,2,50,0.98,6,0,-4,f,m3~36-v1.tif,f3~36-v1.tif,6.6099702737752235
8,5,34,2,50,0.98,6,0,-3,f,m5~53-v1.tif,f4~44-v1.tif,7.333146023779954
7,6,35,2,50,0.98,6,0,-1,f,m4~48-v1.tif,f3~35-v1.tif,7.1295626965639265
6,2,36,2,50,0.98,6,0,-4,f,m2~24-v1.tif,f2~21-v1.tif,5.965588510701401
3,1,37,2,50,0.98,6,0,-2,f,m1~18-v1.tif,f3~38-v1.tif,8.124433544090811
5,1,38,2,50,0.98,6,0,-4,f,m2~29-v1.tif,f3~36-v1.tif,4.221575146027755
8,2,39,2,50,0.98,6,0,-6,f,m5~54-v1.tif,f3~31-v1.tif,4.896482954224389
8,3,40,2,50,0.98,6,0,-5,f,m5~56-v1.tif,f3~39-v1.tif,8.202997456238483
7,3,41,2,50,0.98,6,0,-4,f,m3~34-v1.tif,f5~55-v1.tif,6.143729713289101
6,2,42,2,50,0.98,6,0,-4,f,m3~33-v1.tif,f3~34-v1.tif,5.240563810512373
4,0,43,2,50,0.98,6,0,-4,f,m2~27-v1.tif,f5~54-v1.tif,4.810516977966855
1,1,44,2,50,0.98,6,0,0,f,m4~49-v1.tif,f2~26-v1.tif,4.299511567707102
4,1,45,2,50,0.98,6,0,-3,f,m2~27-v1.tif,f5~52-v1.tif,6.451980883487998
7,1,46,2,50,0.98,6,0,-6,f,m4~44-v1.tif,f5~59-v1.tif,5.5843605574992585
5,-1,47,2,50,0.98,6,0,-6,f,m1~15-v1.tif,f4~42-v1.tif,4.326110490021254
7,0,48,2,50,0.98,6,0,-7,f,m4~44-v1.tif,f2~26-v1.tif,4.3705055254175615
6,-1,49,2,50,0.98,6,0,-7,f,m4~43-v1.tif,f3~34-v1.tif,5.802320413156179
5,-4,50,2,50,0.98,6,0,-9,f,m2~22-v1.tif,f2~25-v1.tif,4.1919704526977135
5,-4,51,2,50,0.98,6,0,-9,f,m1~12-v1.tif,f5~510-v1.tif,5.564070211483868
4,-1,52,2,50,0.98,6,0,-5,f,m2~26-v1.tif,f5~59-v1.tif,4.475940571972721
7,2,53,2,50,0.98,6,0,-5,f,m4~49-v1.tif,f5~510-v1.tif,6.308022715351943
6,2,54,2,50,0.98,6,0,-4,f,m4~45-v1.tif,f5~510-v1.tif,4.02035668769212
9,3,55,2,50,0.98,6,0,-6,f,m4~44-v1.tif,f4~44-v1.tif,4.804812353637317
8,4,56,2,50,0.98,6,0,-4,f,m4~410-v1.tif,f5~53-v1.tif,4.705353405271979
8,4,57,2,50,0.98,6,0,-4,f,m4~44-v1.tif,f1~11-v1.tif,5.264811880632105
6,4,58,2,50,0.98,6,0,-2,f,m1~12-v1.tif,f2~21-v1.tif,4.725668911440392
8,2,59,2,50,0.98,6,0,-6,f,m2~29-v1.tif,f3~31-v1.tif,4.123864094594698
