reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,1,0,2,50,0.98,6,0,-6,f,m4~410-v1.tif,f1~14-v1.tif,13.350397613181535
5,0,1,2,50,0.98,6,0,-5,f,m2~26-v1.tif,f4~46-v1.tif,5.697889487875344
6,-1,2,2,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~510-v1.tif,6.222727469041764
5,-1,3,2,50,0.98,6,0,-6,f,m5~52-v1.tif,f3~35-v1.tif,5.053128309841817
6,-2,4,2,50,0.98,6,0,-8,f,m2~22-v1.tif,f4~46-v1.tif,4.149190202852225
4,1,5,2,50,0.98,6,0,-3,f,m2~24-v1.tif,f2~25-v1.tif,4.890749263255066
2,1,6,2,50,0.98,6,0,-1,f,m1~16-v1.tif,f1~12-v1.tif,9.4026069113104
3,2,7,2,50,0.98,6,0,-1,f,m1~19-v1.tif,f3~35-v1.tif,4.299341612198273
2,4,8,2,50,0.98,6,0,2,m,m2~29-v1.tif,f5~54-v1.tif,9.960122816075646
4,6,9,2,50,0.98,6,0,2,m,m3~34-v1.tif,f1~14-v1.tif,4.519648156487256
3,6,10,2,50,0.98,6,0,3,m,m4~45-v1.tif,f4~41-v1.tif,8.179897434817185
5,6,11,2,50,0.98,6,0,1,m,m4~45-v1.tif,f3~310-v1.tif,8.508210886906712
6,6,12,2,50,0.98,6,0,0,f,m1~19-v1.tif,f2~26-v1.tif,5.048524237787989
5,7,13,2,50,0.98,6,0,2,m,m4~45-v1.tif,f3~310-v1.tif,4.852150290988175
5,7,14,2,50,0.98,6,0,2,m,m4~48-v1.tif,f1~11-v1.tif,11.47943229850393
6,8,15,2,50,0.98,6,0,2,m,m2~210-v1.tif,f5~57-v1.tif,4.029869863731816
7,4,16,2,50,0.98,6,0,-3,f,m4~43-v1.tif,f2~22-v1.tif,9.09504548927274
6,7,17,2,50,0.98,6,0,1,m,m2~27-v1.tif,f5~53-v1.tif,4.508054675831709
6,5,18,2,50,0.98,6,0,-1,f,m1~15-v1.tif,f3~38-v1.tif,4.399893132771183
8,5,19,2,50,0.98,6,0,-3,f,m4~47-v1.tif,f3~37-v1.tif,4.402606429280811
9,6,20,2,50,0.98,6,0,-3,f,m2~21-v1.tif,f4~41-v1.tif,8.73051845098188
11,5,21,2,50,0.98,6,0,-6,f,m2~29-v1.tif,f2~23-v1.tif,7.8425022536261615
12,5,22,2,50,0.98,6,0,-7,f,m3~36-v1.tif,f1~12-v1.tif,5.228438961986059
12,6,23,2,50,0.98,6,0,-6,f,m2~24-v1.tif,f2~25-v1.tif,5.70973142409572
8,3,24,2,50,0.98,6,0,-5,f,m4~45-v1.tif,f3~34-v1.tif,4.2123305909286675
9,6,25,2,50,0.98,6,0,-3,f,m3~32-v1.tif,f4~41-v1.tif,4.667092071862293
9,6,26,2,50,0.98,6,0,-3,f,m3~31-v1.tif,f2~22-v1.tif,6.618895611033995
10,4,27,2,50,0.98,6,0,-6,f,m2~210-v1.tif,f4~46-v1.tif,4.4625075663581955
8,3,28,2,50,0.98,6,0,-5,f,m1~13-v1.tif,f5~53-v1.tif,4.054381731713972
5,4,29,2,50,0.98,6,0,-1,f,m3~32-v1.tif,f1~12-v1.tif,5.490669054130133
8,5,30,2,50,0.98,6,0,-3,f,m1~15-v1.tif,f3~36-v1.tif,4.209006778128683
8,2,31,2,50,0.98,6,0,-6,f,m5~52-v1.tif,f2~26-v1.tif,4.809519610069406
7,2,32,2,50,0.98,6,0,-5,f,m5~54-v1.tif,f5~51-v1.tif,7.540369696328628
10,3,33,2,50,0.98,6,0,-7,f,m2~210-v1.tif,f5~58-v1.tif,4.0349193285918785
9,2,34,2,50,0.98,6,0,-7,f,m4~41-v1.tif,f5~55-v1.tif,4.460346703261299
12,4,35,2,50,0.98,6,0,-8,f,m3~36-v1.tif,f1~15-v1.tif,8.816096774435604
8,1,36,2,50,0.98,6,0,-7,f,m4~43-v1.tif,f1~13-v1.tif,5.327330464184351
9,-3,37,2,50,0.98,6,0,-12,f,m5~52-v1.tif,f2~25-v1.tif,7.051399905203503
6,-2,38,2,50,0.98,6,0,-8,f,m1~18-v1.tif,f3~33-v1.tif,4.433656498853816
8,0,39,2,50,0.98,6,0,-8,f,m4~46-v1.tif,f5~54-v1.tif,4.955566737284217
9,2,40,2,50,0.98,6,0,-7,f,m1~13-v1.tif,f3~310-v1.tif,8.156479960699166
8,1,41,2,50,0.98,6,0,-7,f,m4~43-v1.tif,f2~21-v1.tif,12.489474108585778
6,0,42,2,50,0.98,6,0,-6,f,m1~19-v1.tif,f5~58-v1.tif,7.271798311701893
4,0,43,2,50,0.98,6,0,-4,f,m4~410-v1.tif,f1~16-v1.tif,4.338313217865848
6,3,44,2,50,0.98,6,0,-3,f,m4~46-v1.tif,f1~12-v1.tif,4.924304372113564
2,3,45,2,50,0.98,6,0,1,m,m1~18-v1.tif,f5~52-v1.tif,5.217574706194924
4,1,46,2,50,0.98,6,0,-3,f,m4~48-v1.tif,f2~26-v1.tif,9.206818800835045
3,-1,47,2,50,0.98,6,0,-4,f,m2~210-v1.tif,f4~43-v1.tif,9.24719717614567
6,2,48,2,50,0.98,6,0,-4,f,m4~45-v1.tif,f4~41-v1.tif,4.347698800117719
8,1,49,2,50,0.98,6,0,-7,f,m2~29-v1.tif,f1~15-v1.tif,7.5134423185989085
10,0,50,2,50,0.98,6,0,-10,f,m4~41-v1.tif,f3~31-v1.tif,4.436908152149259
10,2,51,2,50,0.98,6,0,-8,f,m3~36-v1.tif,f1~15-v1.tif,4.262468155287514
12,8,52,2,50,0.98,6,0,-4,f,m1~19-v1.tif,f1~13-v1.tif,4.137950877288867
12,10,53,2,50,0.98,6,0,-2,f,m4~410-v1.tif,f2~26-v1.tif,9.92854512771417
12,10,54,2,50,0.98,6,0,-2,f,m1~18-v1.tif,f4~42-v1.tif,5.978651271438077
10,7,55,2,50,0.98,6,0,-3,f,m1~14-v1.tif,f3~34-v1.tif,5.098061899985924
