reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,2,0,2,50,0.98,6,0,-6,f,m4~41-v1.tif,f5~58-v1.tif,5.349227633269282
5,2,1,2,50,0.98,6,0,-3,f,m2~21-v1.tif,f5~54-v1.tif,4.81847375253397
2,4,2,2,50,0.98,6,0,2,m,m2~27-v1.tif,f1~12-v1.tif,5.179781770458689
2,7,3,2,50,0.98,6,0,5,m,m1~19-v1.tif,f3~39-v1.tif,7.525591377922463
4,5,4,2,50,0.98,6,0,1,m,m1~17-v1.tif,f1~15-v1.tif,6.361453292099582
3,5,5,2,50,0.98,6,0,2,m,m3~36-v1.tif,f3~36-v1.tif,9.00918528289333
6,5,6,2,50,0.98,6,0,-1,f,m2~210-v1.tif,f2~23-v1.tif,4.3525684947805985
3,9,7,2,50,0.98,6,0,6,m,m4~49-v1.tif,f3~32-v1.tif,7.502494777068455
4,8,8,2,50,0.98,6,0,4,m,m4~42-v1.tif,f5~52-v1.tif,4.279982342065924
5,5,9,2,50,0.98,6,0,0,f,m5~52-v1.tif,f5~54-v1.tif,6.8996373581901835
4,5,10,2,50,0.98,6,0,1,m,m1~15-v1.tif,f5~56-v1.tif,7.3358393760146745
6,6,11,2,50,0.98,6,0,0,f,m5~56-v1.tif,f3~36-v1.tif,5.849010162588708
8,7,12,2,50,0.98,6,0,-1,f,m1~18-v1.tif,f4~46-v1.tif,4.109764881345105
8,5,13,2,50,0.98,6,0,-3,f,m5~54-v1.tif,f5~54-v1.tif,4.4229361748374245
9,4,14,2,50,0.98,6,0,-5,f,m5~52-v1.tif,f1~14-v1.tif,5.095638135571177
10,3,15,2,50,0.98,6,0,-7,f,m3~32-v1.tif,f5~51-v1.tif,5.044394125166418
11,1,16,2,50,0.98,6,0,-10,f,m2~26-v1.tif,f4~41-v1.tif,5.775666891167948
9,0,17,2,50,0.98,6,0,-9,f,m3~32-v1.tif,f2~23-v1.tif,4.858571141160123
12,1,18,2,50,0.98,6,0,-11,f,m4~41-v1.tif,f4~42-v1.tif,4.569034011357455
10,1,19,2,50,0.98,6,0,-9,f,m1~13-v1.tif,f5~56-v1.tif,6.978443108421377
6,2,20,2,50,0.98,6,0,-4,f,m5~54-v1.tif,f1~13-v1.tif,7.893134921107853
7,0,21,2,50,0.98,6,0,-7,f,m3~35-v1.tif,f2~21-v1.tif,4.099125613042935
3,0,22,2,50,0.98,6,0,-3,f,m3~33-v1.tif,f2~22-v1.tif,7.35627189863356
3,1,23,2,50,0.98,6,0,-2,f,m1~16-v1.tif,f3~39-v1.tif,7.4411852631767506
2,4,24,2,50,0.98,6,0,2,m,m3~33-v1.tif,f2~21-v1.tif,4.775214608263415
2,3,25,2,50,0.98,6,0,1,m,m1~18-v1.tif,f3~38-v1.tif,9.460833492316773
3,4,26,2,50,0.98,6,0,1,m,m3~33-v1.tif,f3~33-v1.tif,6.9186402988126545
4,3,27,2,50,0.98,6,0,-1,f,m2~24-v1.tif,f4~46-v1.tif,5.826857948931414
5,5,28,2,50,0.98,6,0,0,f,m1~19-v1.tif,f1~11-v1.tif,4.2493797510490925
3,4,29,2,50,0.98,6,0,1,m,m3~35-v1.tif,f1~13-v1.tif,4.652102048461194
2,3,30,2,50,0.98,6,0,1,m,m4~43-v1.tif,f5~57-v1.tif,5.411061540467341
5,1,31,2,50,0.98,6,0,-4,f,m1~12-v1.tif,f3~38-v1.tif,5.595424743198377
4,4,32,2,50,0.98,6,0,0,f,m4~46-v1.tif,f5~57-v1.tif,8.12120434992309
6,4,33,2,50,0.98,6,0,-2,f,m3~36-v1.tif,f3~36-v1.tif,5.1303258292316665
4,4,34,2,50,0.98,6,0,0,f,m5~53-v1.tif,f4~44-v1.tif,5.691157322015347
5,6,35,2,50,0.98,6,0,1,m,m4~48-v1.tif,f3~35-v1.tif,4.257358186195546
4,6,36,2,50,0.98,6,0,2,m,m2~24-v1.tif,f2~21-v1.tif,4.567115832578578
7,7,37,2,50,0.98,6,0,0,f,m1~18-v1.tif,f3~38-v1.tif,4.855862276852861
9,7,38,2,50,0.98,6,0,-2,f,m2~29-v1.tif,f3~36-v1.tif,4.753930273078909
10,4,39,2,50,0.98,6,0,-6,f,m5~54-v1.tif,f3~31-v1.tif,7.612947802470224
9,4,40,2,50,0.98,6,0,-5,f,m5~56-v1.tif,f3~39-v1.tif,4.787660447562013
4,4,41,2,50,0.98,6,0,0,f,m3~34-v1.tif,f5~55-v1.tif,4.527312524516568
4,6,42,2,50,0.98,6,0,2,m,m3~33-v1.tif,f3~34-v1.tif,4.773633569823549
6,7,43,2,50,0.98,6,0,1,m,m2~27-v1.tif,f5~54-v1.tif,6.325676129430701
8,4,44,2,50,0.98,6,0,-4,f,m4~49-v1.tif,f2~26-v1.tif,4.03750571807026
5,4,45,2,50,0.98,6,0,-1,f,m2~27-v1.tif,f5~52-v1.tif,4.050976949224401
6,2,46,2,50,0.98,6,0,-4,f,m4~44-v1.tif,f5~59-v1.tif,8.836319816170196
