reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
8,3,0,2,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,8.066166920887655
9,7,1,2,50,0.98,6,0,-2,f,m2~21-v1.tif,f5~54-v1.tif,5.386987817553211
10,6,2,2,50,0.98,6,0,-4,f,m2~27-v1.tif,f1~12-v1.tif,4.068629832111033
7,6,3,2,50,0.98,6,0,-1,f,m1~19-v1.tif,f3~39-v1.tif,7.690340830975172
5,5,4,2,50,0.98,6,0,0,f,m1~17-v1.tif,f1~15-v1.tif,8.009999429498436
4,4,5,2,50,0.98,6,0,0,f,m3~36-v1.tif,f3~36-v1.tif,4.162370543012541
4,5,6,2,50,0.98,6,0,1,m,m2~210-v1.tif,f2~23-v1.tif,4.434014044332519
4,3,7,2,50,0.98,6,0,-1,f,m4~49-v1.tif,f3~32-v1.tif,7.570631026941049
3,-1,8,2,50,0.98,6,0,-4,f,m4~42-v1.tif,f5~52-v1.tif,6.622830406410717
3,1,9,2,50,0.98,6,0,-2,f,m5~52-v1.tif,f5~54-v1.tif,6.726326597319966
1,1,10,2,50,0.98,6,0,0,f,m1~15-v1.tif,f5~56-v1.tif,4.410830065782758
0,2,11,2,50,0.98,6,0,2,m,m5~56-v1.tif,f3~36-v1.tif,6.16574260061261
-1,1,12,2,50,0.98,6,0,2,m,m1~18-v1.tif,f4~46-v1.tif,4.7243742859027025
1,3,13,2,50,0.98,6,0,2,m,m5~54-v1.tif,f5~54-v1.tif,4.145698967224691
1,2,14,2,50,0.98,6,0,1,m,m5~52-v1.tif,f1~14-v1.tif,4.690120182344778
2,-1,15,2,50,0.98,6,0,-3,f,m3~32-v1.tif,f5~51-v1.tif,5.71881817190759
3,1,16,2,50,0.98,6,0,-2,f,m2~26-v1.tif,f4~41-v1.tif,6.728972169721898
3,-1,17,2,50,0.98,6,0,-4,f,m3~32-v1.tif,f2~23-v1.tif,4.70755708230956
3,0,18,2,50,0.98,6,0,-3,f,m4~41-v1.tif,f4~42-v1.tif,8.020812294411733
1,3,19,2,50,0.98,6,0,2,m,m1~13-v1.tif,f5~56-v1.tif,5.818065996540836
3,4,20,2,50,0.98,6,0,1,m,m5~54-v1.tif,f1~13-v1.tif,7.305337963009457
2,7,21,2,50,0.98,6,0,5,m,m3~35-v1.tif,f2~21-v1.tif,4.179964716036561
2,6,22,2,50,0.98,6,0,4,m,m3~33-v1.tif,f2~22-v1.tif,6.108507201136195
2,9,23,2,50,0.98,6,0,7,m,m1~16-v1.tif,f3~39-v1.tif,5.634208869941562
-1,8,24,2,50,0.98,6,0,9,m,m3~33-v1.tif,f2~21-v1.tif,4.258918490846455
-2,6,25,2,50,0.98,6,0,8,m,m1~18-v1.tif,f3~38-v1.tif,5.204502241028038
-3,4,26,2,50,0.98,6,0,7,m,m3~33-v1.tif,f3~33-v1.tif,5.332937172651201
-1,7,27,2,50,0.98,6,0,8,m,m2~24-v1.tif,f4~46-v1.tif,7.450735043112975
1,8,28,2,50,0.98,6,0,7,m,m1~19-v1.tif,f1~11-v1.tif,6.75449324806279
4,7,29,2,50,0.98,6,0,3,m,m3~35-v1.tif,f1~13-v1.tif,4.330792098150018
6,4,30,2,50,0.98,6,0,-2,f,m4~43-v1.tif,f5~57-v1.tif,4.9743619322562305
4,3,31,2,50,0.98,6,0,-1,f,m1~12-v1.tif,f3~38-v1.tif,4.785811764287607
2,2,32,2,50,0.98,6,0,0,f,m4~46-v1.tif,f5~57-v1.tif,9.227394853234792
3,1,33,2,50,0.98,6,0,-2,f,m3~36-v1.tif,f3~36-v1.tif,6.9044569911177085
3,3,34,2,50,0.98,6,0,0,f,m5~53-v1.tif,f4~44-v1.tif,4.45446981746728
6,4,35,2,50,0.98,6,0,-2,f,m4~48-v1.tif,f3~35-v1.tif,5.63042373830802
4,4,36,2,50,0.98,6,0,0,f,m2~24-v1.tif,f2~21-v1.tif,9.406538364800424
5,5,37,2,50,0.98,6,0,0,f,m1~18-v1.tif,f3~38-v1.tif,4.444084522004433
5,5,38,2,50,0.98,6,0,0,f,m2~29-v1.tif,f3~36-v1.tif,8.001216681700205
8,2,39,2,50,0.98,6,0,-6,f,m5~54-v1.tif,f3~31-v1.tif,6.081467122927206
6,4,40,2,50,0.98,6,0,-2,f,m5~56-v1.tif,f3~39-v1.tif,5.890578218652745
6,5,41,2,50,0.98,6,0,-1,f,m3~34-v1.tif,f5~55-v1.tif,4.829322579061358
6,4,42,2,50,0.98,6,0,-2,f,m3~33-v1.tif,f3~34-v1.tif,7.219089375429787
5,2,43,2,50,0.98,6,0,-3,f,m2~27-v1.tif,f5~54-v1.tif,5.208355485152573
4,4,44,2,50,0.98,6,0,0,f,m4~49-v1.tif,f2~26-v1.tif,4.79380308939611
3,3,45,2,50,0.98,6,0,0,f,m2~27-v1.tif,f5~52-v1.tif,5.084683732928514
-1,1,46,2,50,0.98,6,0,2,m,m4~44-v1.tif,f5~59-v1.tif,5.301917560141296
1,2,47,2,50,0.98,6,0,1,m,m1~15-v1.tif,f4~42-v1.tif,7.70694437444667
3,3,48,2,50,0.98,6,0,0,f,m4~44-v1.tif,f2~26-v1.tif,6.270641185195982
4,1,49,2,50,0.98,6,0,-3,f,m4~43-v1.tif,f3~34-v1.tif,4.297732893602988
4,0,50,2,50,0.98,6,0,-4,f,m2~22-v1.tif,f2~25-v1.tif,4.422751391210577
3,3,51,2,50,0.98,6,0,0,f,m1~12-v1.tif,f5~510-v1.tif,4.0019108156252825
2,3,52,2,50,0.98,6,0,1,m,m2~26-v1.tif,f5~59-v1.tif,6.948465374948928
6,0,53,2,50,0.98,6,0,-6,f,m4~49-v1.tif,f5~510-v1.tif,4.7432494032120855
6,1,54,2,50,0.98,6,0,-5,f,m4~45-v1.tif,f5~510-v1.tif,4.861493065753105
8,2,55,2,50,0.98,6,0,-6,f,m4~44-v1.tif,f4~44-v1.tif,5.541498755347843
5,6,56,2,50,0.98,6,0,1,m,m4~410-v1.tif,f5~53-v1.tif,4.1178384711647515
4,5,57,2,50,0.98,6,0,1,m,m4~44-v1.tif,f1~11-v1.tif,6.681639149785375
1,5,58,2,50,0.98,6,0,4,m,m1~12-v1.tif,f2~21-v1.tif,4.685936597604039
-1,5,59,2,50,0.98,6,0,6,m,m2~29-v1.tif,f3~31-v1.tif,4.851913952182837
