reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
7,2,0,1,50,0.98,6,0,-5,f,m4~41-v1.tif,f5~58-v1.tif,7.673889367567362
5,2,1,1,50,0.98,6,0,-3,f,m2~21-v1.tif,f5~54-v1.tif,4.23741103795845
2,4,2,1,50,0.98,6,0,2,m,m2~27-v1.tif,f1~12-v1.tif,6.866503764825721
1,4,3,1,50,0.98,6,0,3,m,m1~19-v1.tif,f3~39-v1.tif,8.21295507664332
5,2,4,1,50,0.98,6,0,-3,f,m1~17-v1.tif,f1~15-v1.tif,7.889380751111638
4,3,5,1,50,0.98,6,0,-1,f,m3~36-v1.tif,f3~36-v1.tif,6.40183768470226
6,4,6,1,50,0.98,6,0,-2,f,m2~210-v1.tif,f2~23-v1.tif,5.998102455879885
6,5,7,1,50,0.98,6,0,-1,f,m4~49-v1.tif,f3~32-v1.tif,7.176760933508556
2,6,8,1,50,0.98,6,0,4,m,m4~42-v1.tif,f5~52-v1.tif,4.80429120744939
0,5,9,1,50,0.98,6,0,5,m,m5~52-v1.tif,f5~54-v1.tif,4.812920563777455
-3,6,10,1,50,0.98,6,0,9,m,m1~15-v1.tif,f5~56-v1.tif,7.677376488374282
-1,6,11,1,50,0.98,6,0,7,m,m5~56-v1.tif,f3~36-v1.tif,4.15722385646906
1,7,12,1,50,0.98,6,0,6,m,m1~18-v1.tif,f4~46-v1.tif,4.174226999123075
3,6,13,1,50,0.98,6,0,3,m,m5~54-v1.tif,f5~54-v1.tif,9.686907680807685
1,6,14,1,50,0.98,6,0,5,m,m5~52-v1.tif,f1~14-v1.tif,4.679149972174222
4,6,15,1,50,0.98,6,0,2,m,m3~32-v1.tif,f5~51-v1.tif,5.723835756068002
4,4,16,1,50,0.98,6,0,0,f,m2~26-v1.tif,f4~41-v1.tif,9.640818084525389
1,4,17,1,50,0.98,6,0,3,m,m3~32-v1.tif,f2~23-v1.tif,9.423413255581591
3,4,18,1,50,0.98,6,0,1,m,m4~41-v1.tif,f4~42-v1.tif,4.040052493908588
4,4,19,1,50,0.98,6,0,0,f,m1~13-v1.tif,f5~56-v1.tif,4.516175343167288
4,7,20,1,50,0.98,6,0,3,m,m5~54-v1.tif,f1~13-v1.tif,8.33995753487013
5,5,21,1,50,0.98,6,0,0,f,m3~35-v1.tif,f2~21-v1.tif,4.3188622254832545
6,6,22,1,50,0.98,6,0,0,f,m3~33-v1.tif,f2~22-v1.tif,4.7527545284494614
6,7,23,1,50,0.98,6,0,1,m,m1~16-v1.tif,f3~39-v1.tif,4.044739600233911
4,8,24,1,50,0.98,6,0,4,m,m3~33-v1.tif,f2~21-v1.tif,4.898014138812146
5,7,25,1,50,0.98,6,0,2,m,m1~18-v1.tif,f3~38-v1.tif,5.900848790808089
1,5,26,1,50,0.98,6,0,4,m,m3~33-v1.tif,f3~33-v1.tif,7.315965731750442
1,5,27,1,50,0.98,6,0,4,m,m2~24-v1.tif,f4~46-v1.tif,6.190257889504558
3,2,28,1,50,0.98,6,0,-1,f,m1~19-v1.tif,f1~11-v1.tif,5.316193577222558
2,3,29,1,50,0.98,6,0,1,m,m3~35-v1.tif,f1~13-v1.tif,6.511832441976799
4,3,30,1,50,0.98,6,0,-1,f,m4~43-v1.tif,f5~57-v1.tif,8.970827141825179
4,8,31,1,50,0.98,6,0,4,m,m1~12-v1.tif,f3~38-v1.tif,5.9200057802789265
7,6,32,1,50,0.98,6,0,-1,f,m4~46-v1.tif,f5~57-v1.tif,4.60213358249569
8,6,33,1,50,0.98,6,0,-2,f,m3~36-v1.tif,f3~36-v1.tif,4.563094795090568
8,7,34,1,50,0.98,6,0,-1,f,m5~53-v1.tif,f4~44-v1.tif,7.038490920877821
9,7,35,1,50,0.98,6,0,-2,f,m4~48-v1.tif,f3~35-v1.tif,6.574436115086065
10,8,36,1,50,0.98,6,0,-2,f,m2~24-v1.tif,f2~21-v1.tif,4.742671143488259
7,9,37,1,50,0.98,6,0,2,m,m1~18-v1.tif,f3~38-v1.tif,6.5296196587342665
8,7,38,1,50,0.98,6,0,-1,f,m2~29-v1.tif,f3~36-v1.tif,9.34514145384395
9,2,39,1,50,0.98,6,0,-7,f,m5~54-v1.tif,f3~31-v1.tif,8.349098914821191
7,1,40,1,50,0.98,6,0,-6,f,m5~56-v1.tif,f3~39-v1.tif,6.549174742939782
4,2,41,1,50,0.98,6,0,-2,f,m3~34-v1.tif,f5~55-v1.tif,5.374385927407626
0,2,42,1,50,0.98,6,0,2,m,m3~33-v1.tif,f3~34-v1.tif,4.08995377610819
1,2,43,1,50,0.98,6,0,1,m,m2~27-v1.tif,f5~54-v1.tif,5.517069718233107
1,4,44,1,50,0.98,6,0,3,m,m4~49-v1.tif,f2~26-v1.tif,4.028019887191123
1,4,45,1,50,0.98,6,0,3,m,m2~27-v1.tif,f5~52-v1.tif,4.425107624892088
1,3,46,1,50,0.98,6,0,2,m,m4~44-v1.tif,f5~59-v1.tif,4.623953647067998
4,6,47,1,50,0.98,6,0,2,m,m1~15-v1.tif,f4~42-v1.tif,4.906176058482542
2,5,48,1,50,0.98,6,0,3,m,m4~44-v1.tif,f2~26-v1.tif,7.980246878157942
0,4,49,1,50,0.98,6,0,4,m,m4~43-v1.tif,f3~34-v1.tif,9.578585766029837
1,3,50,1,50,0.98,6,0,2,m,m2~22-v1.tif,f2~25-v1.tif,6.967754350262965
1,4,51,1,50,0.98,6,0,3,m,m1~12-v1.tif,f5~510-v1.tif,5.537282550104427
