reward_f,reward_m,trial,run,theta,decay_parameter,diffusion_noise_sigma,diffusion_noise_mean,reward_delta,high_value_identity,m_image,f_image,ITI
5,3,0,1,50,0.98,6,0,-2,f,m4~41-v1.tif,f5~58-v1.tif,4.394284970977867
7,3,1,1,50,0.98,6,0,-4,f,m2~21-v1.tif,f5~54-v1.tif,7.506621677386635
7,2,2,1,50,0.98,6,0,-5,f,m2~27-v1.tif,f1~12-v1.tif,6.366657112663631
9,2,3,1,50,0.98,6,0,-7,f,m1~19-v1.tif,f3~39-v1.tif,7.280275785932135
9,5,4,1,50,0.98,6,0,-4,f,m1~17-v1.tif,f1~15-v1.tif,6.739068909918894
9,7,5,1,50,0.98,6,0,-2,f,m3~36-v1.tif,f3~36-v1.tif,8.710606075042492
7,6,6,1,50,0.98,6,0,-1,f,m2~210-v1.tif,f2~23-v1.tif,4.010975280827288
7,4,7,1,50,0.98,6,0,-3,f,m4~49-v1.tif,f3~32-v1.tif,4.384444904706115
8,1,8,1,50,0.98,6,0,-7,f,m4~42-v1.tif,f5~52-v1.tif,5.669892065368199
4,1,9,1,50,0.98,6,0,-3,f,m5~52-v1.tif,f5~54-v1.tif,5.97636277424982
4,3,10,1,50,0.98,6,0,-1,f,m1~15-v1.tif,f5~56-v1.tif,6.019938146664812
6,2,11,1,50,0.98,6,0,-4,f,m5~56-v1.tif,f3~36-v1.tif,5.784900098230439
4,5,12,1,50,0.98,6,0,1,m,m1~18-v1.tif,f4~46-v1.tif,8.165076686950488
5,8,13,1,50,0.98,6,0,3,m,m5~54-v1.tif,f5~54-v1.tif,9.085049549417903
3,8,14,1,50,0.98,6,0,5,m,m5~52-v1.tif,f1~14-v1.tif,7.4123643512935775
3,8,15,1,50,0.98,6,0,5,m,m3~32-v1.tif,f5~51-v1.tif,4.799530257897518
3,8,16,1,50,0.98,6,0,5,m,m2~26-v1.tif,f4~41-v1.tif,7.714632307563134
2,5,17,1,50,0.98,6,0,3,m,m3~32-v1.tif,f2~23-v1.tif,9.053733162326203
3,5,18,1,50,0.98,6,0,2,m,m4~41-v1.tif,f4~42-v1.tif,4.456173740954677
2,6,19,1,50,0.98,6,0,4,m,m1~13-v1.tif,f5~56-v1.tif,4.543145791131939
4,5,20,1,50,0.98,6,0,1,m,m5~54-v1.tif,f1~13-v1.tif,7.248112029282323
3,6,21,1,50,0.98,6,0,3,m,m3~35-v1.tif,f2~21-v1.tif,7.3382968501733
-1,4,22,1,50,0.98,6,0,5,m,m3~33-v1.tif,f2~22-v1.tif,4.4171678477799405
1,4,23,1,50,0.98,6,0,3,m,m1~16-v1.tif,f3~39-v1.tif,4.672813948841386
3,1,24,1,50,0.98,6,0,-2,f,m3~33-v1.tif,f2~21-v1.tif,5.772766079482972
5,0,25,1,50,0.98,6,0,-5,f,m1~18-v1.tif,f3~38-v1.tif,4.194548680498989
4,3,26,1,50,0.98,6,0,-1,f,m3~33-v1.tif,f3~33-v1.tif,8.77197919454251
3,5,27,1,50,0.98,6,0,2,m,m2~24-v1.tif,f4~46-v1.tif,6.807850925874704
4,1,28,1,50,0.98,6,0,-3,f,m1~19-v1.tif,f1~11-v1.tif,6.007393850759476
4,2,29,1,50,0.98,6,0,-2,f,m3~35-v1.tif,f1~13-v1.tif,9.024221246242295
7,4,30,1,50,0.98,6,0,-3,f,m4~43-v1.tif,f5~57-v1.tif,7.041809353612976
6,2,31,1,50,0.98,6,0,-4,f,m1~12-v1.tif,f3~38-v1.tif,4.21294617195169
6,6,32,1,50,0.98,6,0,0,f,m4~46-v1.tif,f5~57-v1.tif,5.813438339287675
8,6,33,1,50,0.98,6,0,-2,f,m3~36-v1.tif,f3~36-v1.tif,5.7189804636415005
7,7,34,1,50,0.98,6,0,0,f,m5~53-v1.tif,f4~44-v1.tif,5.0168907640927305
