stim_onset, stim_duration, trial_type, rt, accuracy
3.646074599964777008e-02	1.484633703000326932e+00	0.000000000000000000e+00	nan	nan
9.612698425999951723e+00	1.491099386999849230e+00	1.000000000000000000e+00	3.842903730001125950e-01	1.000000000000000000e+00
1.689479522700003145e+01	1.493394174000059138e+00	2.000000000000000000e+00	3.969348870004978380e-01	1.000000000000000000e+00
2.264416766500016820e+01	1.487670462999631127e+00	3.000000000000000000e+00	3.488689209998483420e-01	1.000000000000000000e+00
3.069819858600021689e+01	1.496348953000051551e+00	4.000000000000000000e+00	3.806828450005923514e-01	1.000000000000000000e+00
3.748346087299978535e+01	1.497973985000498942e+00	5.000000000000000000e+00	2.933515110007647309e-01	1.000000000000000000e+00
4.318302659799974208e+01	1.489882310999746551e+00	6.000000000000000000e+00	3.992165980007484904e-01	1.000000000000000000e+00
5.165261317600015900e+01	1.492504322000058892e+00	7.000000000000000000e+00	3.524871739991795039e-01	1.000000000000000000e+00
5.744948959999965155e+01	1.490508024000519072e+00	8.000000000000000000e+00	4.197766920005960856e-01	0.000000000000000000e+00
6.361112277699976403e+01	1.492531619999681425e+00	9.000000000000000000e+00	2.765666760005842661e-01	1.000000000000000000e+00
6.949255541799993807e+01	1.495767882000109239e+00	1.000000000000000000e+01	2.932813600000372389e-01	0.000000000000000000e+00
7.582255632699980197e+01	1.495691863000502053e+00	1.100000000000000000e+01	3.230169420003221603e-01	1.000000000000000000e+00
