stim_onset	 stim_duration	 trial_type	 rt	 accuracy
0.016139984130859375	1.491075038909912	0.0		
8.589388132095337	1.492466926574707	1.0	0.5443851947784424	1.0
16.55772614479065	1.4968647956848145	2.0	0.6448769569396973	1.0
27.003406047821045	1.490823984146118	3.0	0.5157020092010498	1.0
32.57852602005005	1.4990310668945312	4.0	0.6586649417877197	1.0
38.66868305206298	1.4996449947357176	5.0	0.6873519420623779	0.0
48.41684293746948	1.4996721744537351	6.0	0.714752197265625	1.0
54.82458496093751	1.4998741149902344	7.0	0.5509970188140869	0.0
61.63177013397217	1.4914100170135498	8.0	0.5566978454589844	1.0
70.81405210494995	1.4995989799499512	9.0	0.5250191688537598	0.0
77.90553092956544	1.4994502067565916	10.0	0.6274120807647705	0.0
87.3037440776825	1.4995648860931396	11.0	0.5990140438079834	1.0
95.29406905174255	1.4915080070495603	12.0	0.6395649909973145	0.0
100.83546614646912	1.500051975250244	13.0	0.567061185836792	1.0
107.1761441230774	1.4994599819183347	14.0	0.599175214767456	1.0
113.53320908546448	1.5001368522644043	15.0	0.7057747840881348	0.0
123.06585311889648	1.499539852142334	16.0	0.6129329204559326	0.0
131.63115000724792	1.5002729892730713	17.0	0.6164820194244385	1.0
139.00462412834167	1.4996979236602783	18.0	0.5988900661468506	1.0
146.80331993103027	1.5001001358032227	19.0	0.5849039554595947	1.0
152.37772393226624	1.5000431537628172	20.0	0.592534065246582	1.0
158.19288206100464	1.5005209445953367	21.0	0.5020720958709717	0.0
165.14260005950928	1.49980092048645	22.0	0.604121208190918	0.0
171.52482104301453	1.5005879402160645	23.0	0.6248478889465332	1.0
180.04935312271118	1.4909110069274902	24.0	0.6351869106292725	0.0
190.4889810085297	1.4997000694274902	25.0	0.5441620349884033	1.0
196.13037109375	1.4998829364776611	26.0	0.6687631607055664	0.0
203.09554314613345	1.4999988079071045	27.0		
209.84437894821167	1.500028133392334	28.0	0.5624220371246338	1.0
216.1104121208191	1.4922728538513184	29.0	0.5981709957122803	0.0
222.08474707603452	1.4989089965820312	30.0	0.5796518325805664	1.0
227.733628988266	1.500108003616333	31.0	0.6187279224395752	1.0
233.2836980819702	1.4989738464355469	32.0	0.5716288089752197	0.0
243.91510796546936	1.499129056930542	33.0	0.5997591018676758	0.0
250.32202005386353	1.49981689453125	34.0	0.6427500247955321	1.0
256.3051550388336	1.5000629425048828	35.0	0.4854950904846192	0.0
263.1788740158081	1.500006914138794	36.0		
272.2439200878144	1.5000669956207275	37.0	0.6402199268341064	1.0
280.56811904907227	1.4916069507598877	38.0	0.7519638538360596	0.0
288.0169141292572	1.500067949295044	39.0		
294.558051109314	1.5001118183135986	40.0	0.6187160015106201	1.0
302.873153924942	1.5005481243133545	41.0	0.6112370491027832	0.0
309.1641800403595	1.4992060661315916	42.0	0.5370180606842041	1.0
315.90461802482605	1.5006639957427979	43.0	0.5554459095001221	1.0
321.51197600364685	1.5006680488586424	44.0	0.6629648208618164	0.0
331.9280319213867	1.4996840953826904	45.0	0.6608400344848633	0.0
339.1268241405487	1.499464988708496	46.0	0.5628139972686768	1.0
345.00048303604126	1.500727891921997	47.0	0.6908309459686279	1.0
350.69125509262085	1.4917960166931152	48.0	0.6490378379821777	1.0
357.67401599884033	1.499989032745361	49.0	0.5199849605560303	1.0
364.7311100959778	1.4998338222503662	50.0	0.5988810062408447	0.0
375.8210711479187	1.500058889389038	51.0	0.6085419654846193	1.0
382.2462120056152	1.4990301132202148	52.0	0.6923730373382568	1.0
392.9860470294952	1.4913890361785889	53.0	0.6831269264221193	0.0
398.77606296539307	1.5000581741333008	54.0	0.6089918613433838	0.0
406.5422999858856	1.4999570846557615	55.0	0.6276838779449463	1.0
414.9575600624085	1.5004448890686035	56.0	0.5799379348754883	1.0
420.5148980617523	1.4999768733978271	57.0	0.6176378726959229	0.0
428.8636269569397	1.5002169609069824	58.0	0.5847840309143065	0.0
438.2543380260468	1.49953293800354	59.0	0.7057399749755859	0.0
