stim_onset, stim_duration, trial_type, rt, accuracy
4.046567800014599925e-02	1.478797883999504847e+00	0.000000000000000000e+00	nan	nan
9.617948219999561843e+00	1.489439708000645624e+00	1.000000000000000000e+00	5.301347730000998126e-01	1.000000000000000000e+00
1.690403067199986253e+01	1.486513146000106644e+00	2.000000000000000000e+00	4.616655319996425533e-01	1.000000000000000000e+00
2.264824923299966031e+01	1.494124697000188462e+00	3.000000000000000000e+00	4.254151309996814234e-01	1.000000000000000000e+00
3.071557024199955777e+01	1.487920010000379989e+00	4.000000000000000000e+00	4.201115659998322371e-01	1.000000000000000000e+00
3.749594341200008785e+01	1.493043702999784728e+00	5.000000000000000000e+00	5.676207529995735968e-01	1.000000000000000000e+00
4.319006331899981888e+01	1.496012644000074943e+00	6.000000000000000000e+00	4.333070890006638365e-01	1.000000000000000000e+00
5.166767549699943629e+01	1.500944058000641235e+00	7.000000000000000000e+00	4.953397490007773740e-01	1.000000000000000000e+00
5.747779573400021036e+01	1.487628772999414650e+00	8.000000000000000000e+00	nan	nan
6.363866214500012575e+01	1.488860317999751715e+00	9.000000000000000000e+00	6.422023329996591201e-01	1.000000000000000000e+00
6.951627664999978151e+01	1.496176524000475183e+00	1.000000000000000000e+01	6.420275000000401633e-01	0.000000000000000000e+00
7.584375601499959885e+01	1.496616972000083479e+00	1.100000000000000000e+01	4.790683150004042545e-01	0.000000000000000000e+00
