stim_onset, stim_duration, trial_type, rt, accuracy
2.815139900030771969e-02	1.494383084000219242e+00	0.000000000000000000e+00	nan	nan
9.613973088000420830e+00	1.489682243000061135e+00	1.000000000000000000e+00	5.384688489994005067e-01	1.000000000000000000e+00
1.689204755199989449e+01	1.487751409000338754e+00	2.000000000000000000e+00	3.876234239996847464e-01	1.000000000000000000e+00
2.263211790800050949e+01	1.492122046999611484e+00	3.000000000000000000e+00	3.775360449999425327e-01	1.000000000000000000e+00
3.069667131400001381e+01	1.488297472000340349e+00	4.000000000000000000e+00	3.654091409998727613e-01	1.000000000000000000e+00
3.747038075900036347e+01	1.492533968999850913e+00	5.000000000000000000e+00	3.802801949996137409e-01	1.000000000000000000e+00
4.316637556300065626e+01	1.495138174999738112e+00	6.000000000000000000e+00	3.270203960000799270e-01	1.000000000000000000e+00
5.164085900100053550e+01	1.493212407000100939e+00	7.000000000000000000e+00	3.518668189999516471e-01	1.000000000000000000e+00
5.743828663200019946e+01	1.491616930999953183e+00	8.000000000000000000e+00	nan	nan
6.360176364800008741e+01	1.495170414999847708e+00	9.000000000000000000e+00	nan	nan
6.948647837000044092e+01	1.490156684999419667e+00	1.000000000000000000e+01	nan	nan
7.580859134700040158e+01	1.492806069999460306e+00	1.100000000000000000e+01	nan	nan
