stim_onset, stim_duration, trial_type, rt, accuracy
4.499060400030430174e-02	1.476589787999728287e+00	0.000000000000000000e+00	nan	nan
9.619321301000127278e+00	1.485684934999881079e+00	1.000000000000000000e+00	nan	nan
1.690875041300023440e+01	1.476464468999438395e+00	2.000000000000000000e+00	nan	nan
2.268303720399944723e+01	1.478569087000323634e+00	3.000000000000000000e+00	nan	nan
3.073274481899989041e+01	1.491777211000226089e+00	4.000000000000000000e+00	3.731911179993403493e-01	1.000000000000000000e+00
3.751422321500012913e+01	1.491424640999866824e+00	5.000000000000000000e+00	nan	nan
4.321387253400007467e+01	1.490548321999995096e+00	6.000000000000000000e+00	nan	nan
5.168401055999947857e+01	1.496846439000364626e+00	7.000000000000000000e+00	nan	nan
5.748424421799973061e+01	1.496058384000207298e+00	8.000000000000000000e+00	nan	nan
6.364989594500002568e+01	1.492642264000096475e+00	9.000000000000000000e+00	nan	nan
6.953246936300001835e+01	1.489150749000145879e+00	1.000000000000000000e+01	nan	nan
7.585330235400033416e+01	1.491484509999281727e+00	1.100000000000000000e+01	nan	nan
